runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,sentiment_score,word_count,tomatometer_rating,audience_rating
94,13335,False,2145,6906,1974,10,0.0,1,67.0,63.0
108,6015,True,3542,8393,1975,6,0.0,3,67.0,63.0
104,13335,True,61,1717,1974,6,0.0,4,67.0,63.0
95,5709,False,2966,7501,1973,18,0.0,3,67.0,63.0
111,4984,True,3406,8158,1974,6,0.0,2,43.0,31.0
92,1862,True,3617,7359,1974,13,0.05000000000000002,7,67.0,63.0
88,7849,False,3838,1544,1974,5,0.0,3,80.0,53.0
105,2407,True,3919,8055,1974,10,0.0,5,67.0,63.0
91,522043,True,76,5358,1975,6,0.0,6,97.0,95.0
83,1653,True,2309,9782,1974,1,0.0,2,20.0,16.0
91,1091,True,734,8268,1974,19,0.0,5,67.0,63.0
88,1214,True,1412,6413,1974,28,0.0,2,67.0,63.0
107,1015,True,3577,7277,1974,7,0.0,2,67.0,63.0
72,1181,False,1984,5700,1974,6,0.0,2,67.0,63.0
105,13335,False,1189,5162,1974,6,-0.09375,3,67.0,63.0
170,1350,False,2492,8066,1974,6,0.0,5,67.0,63.0
118,2363,True,3578,7278,1974,31,0.0,6,67.0,63.0
107,44118,True,305,281,1975,20,0.0,1,67.0,63.0
92,3977,True,1289,1351,1975,12,0.0,1,67.0,63.0
99,13335,False,3891,1756,1975,5,0.0,1,62.0,34.0
98,4656,False,886,1352,1975,10,0.0,2,67.0,63.0
101,2851,False,1064,1503,1975,14,0.0,1,41.0,25.0
107,4623,True,3622,5852,1975,6,0.16,2,85.0,89.0
95,1248,False,3573,11126,1975,6,0.0,2,67.0,63.0
86,4036,False,1652,4000,1975,6,0.0,3,67.0,63.0
112,1885,False,632,5900,1975,6,0.0,6,67.0,63.0
125,247872,True,264,8486,1975,28,0.0,3,96.0,90.0
97,2639,True,1969,5120,1973,6,0.0,4,67.0,63.0
85,3125,True,2928,8347,1973,10,0.0,5,67.0,63.0
95,7948,True,3424,1805,1975,12,0.5,3,76.0,73.0
123,5812,True,211,3962,1975,5,0.0,4,85.0,88.0
89,8991,True,121,118,1974,10,-0.1,2,88.0,85.0
88,13014,True,1038,1677,1975,6,0.5,4,67.0,63.0
88,2705,False,274,2630,1975,31,0.0,2,17.0,36.0
88,1640,False,487,3927,1975,6,0.0,2,67.0,63.0
84,4115,False,3382,2633,1975,6,0.0,4,67.0,63.0
105,6169,False,2145,4220,1975,6,0.0,4,33.0,44.0
175,5612,True,122,119,1976,6,0.0,4,67.0,63.0
109,3769,True,4326,8980,1975,1,0.4666666666666666,5,67.0,63.0
85,37705,True,16,16,1975,6,0.5,3,100.0,90.0
118,1199,False,330,4421,1975,2,0.3333333333333333,2,67.0,63.0
117,1227,True,340,271,1975,6,0.0,6,67.0,63.0
125,1690,True,947,1769,1975,6,0.4,6,67.0,63.0
120,1895,True,211,8959,1975,6,0.0,5,100.0,88.0
100,1906,True,1671,8974,1975,12,0.0,3,67.0,63.0
98,2444,False,823,2833,1975,4,0.0,5,67.0,63.0
83,2878,True,416,401,1975,17,0.0,1,81.0,67.0
127,36146,True,139,8929,1975,20,0.0,2,67.0,63.0
100,13335,True,3673,7480,1975,6,0.0,5,80.0,85.0
117,57734,False,277,2342,1975,6,0.0,7,67.0,63.0
118,1254,True,325,8396,1975,6,0.35714285714285715,2,67.0,63.0
85,1224,False,3252,1030,1975,7,0.0,5,67.0,63.0
101,1579,True,2633,5209,1976,6,0.0,4,67.0,63.0
114,5910,True,4183,8624,1974,6,0.0,2,5.0,28.0
317,24897,True,168,154,1976,20,0.0,1,67.0,63.0
89,13335,False,1201,7928,1976,6,0.0,4,33.0,34.0
88,1064,True,1879,3592,1976,6,0.0,6,67.0,63.0
88,1039,False,2552,8964,1976,6,0.0,5,67.0,63.0
115,8222,True,3632,7382,1976,6,-0.6666666666666665,4,67.0,63.0
93,4547,False,153,7610,1976,14,0.0,1,67.0,63.0
89,1957,False,3942,7402,1976,6,0.0,3,67.0,63.0
110,5109,True,352,2112,1976,14,0.0,5,67.0,63.0
155,7747,True,4,8929,1976,14,0.0,2,67.0,63.0
86,4029,True,211,198,1976,5,0.0,2,67.0,63.0
140,2140,True,4328,8983,1976,6,0.0,5,67.0,63.0
92,1667,False,217,1717,1976,6,0.0,3,67.0,63.0
93,1501,False,4101,7045,1979,6,0.0,2,83.0,50.0
103,1803,False,1627,7051,1976,6,0.0,6,67.0,63.0
121,1432,True,3440,6948,1976,10,0.0,1,67.0,63.0
104,13335,False,3038,8115,1976,28,0.0,1,67.0,63.0
92,1045,False,193,645,1976,12,0.0,3,67.0,63.0
89,110859,True,36,34,1977,5,0.0,1,90.0,83.0
94,1908,True,3825,7843,1976,14,0.0,2,67.0,63.0
95,13335,True,3439,1159,1976,6,0.0,2,71.0,74.0
96,1335,False,1032,5235,1977,6,0.0,4,67.0,63.0
94,1338,False,677,843,1976,7,0.0,2,67.0,63.0
91,4754,False,1758,6673,1976,12,0.0,1,40.0,31.0
96,1852,False,2816,6049,1976,22,0.0,1,67.0,63.0
103,5589,True,2376,0,1976,6,0.0,3,67.0,63.0
83,1220,False,655,6241,1976,6,0.0,2,67.0,63.0
85,2725,False,913,7791,1976,6,0.0,7,67.0,63.0
132,26186,True,278,3821,1977,31,0.0,3,75.0,87.0
95,5087,True,4049,8347,1976,6,0.0,2,9.0,53.0
105,5424,True,1067,508,1976,13,0.0,1,67.0,63.0
135,12464,True,182,166,1976,6,0.0,6,79.0,83.0
134,31735,False,1863,7429,1976,28,0.0,2,84.0,50.0
125,61375,True,3598,212,1976,6,0.0,2,81.0,81.0
82,1494,True,356,1622,1976,10,1.0,5,67.0,63.0
105,1086,True,2414,4964,1969,21,0.5,1,67.0,63.0
95,36432,True,2944,7604,1976,6,0.0,3,65.0,83.0
100,2156,True,715,891,1976,18,0.0,5,67.0,63.0
89,1086,False,3503,7064,1976,6,0.0,4,67.0,63.0
94,13335,True,2885,4684,1976,6,0.5,4,67.0,63.0
86,1812,False,4140,5597,1976,23,0.0,2,67.0,63.0
102,4377,False,3349,6745,1976,28,0.0,2,67.0,40.0
133,2217,True,7,3236,1976,6,0.0,4,67.0,63.0
95,13335,False,3885,8344,1976,6,0.0,5,67.0,63.0
114,10430,False,2152,4752,1977,6,0.0,2,33.0,33.0
80,1031,False,1419,2493,1978,6,-0.25,3,67.0,63.0
184,7567,True,1371,7555,1977,28,0.0,3,67.0,63.0
93,13335,True,16,1445,1977,5,0.0,2,98.0,92.0
106,1431,True,4302,8928,1977,3,0.0,1,67.0,63.0
95,1906,False,1908,6006,1977,28,0.0,1,67.0,63.0
86,3241,False,2075,1795,1977,18,0.0,2,67.0,63.0
88,1092,True,2020,1767,1984,6,0.0,4,67.0,63.0
124,6166,True,3632,7382,1974,6,0.2583333333333333,7,67.0,63.0
73,1031,True,4313,8946,1978,7,0.0,3,40.0,53.0
85,1489,False,3858,1684,1977,6,0.0,4,67.0,63.0
165,4238,True,4104,7379,1977,6,0.0,3,67.0,63.0
90,5265,True,121,118,1977,0,-0.6,2,70.0,80.0
94,2894,False,193,7292,1977,6,0.0,5,67.0,63.0
103,1369,True,3587,4107,1978,6,0.0,5,67.0,63.0
95,1810,True,1689,3142,1978,7,0.0,3,67.0,63.0
117,23979,False,3162,6317,1977,6,0.0,4,15.0,13.0
106,13388,True,3632,2112,1977,6,0.35714285714285715,3,67.0,63.0
84,2677,False,33,30,1977,6,0.5,3,67.0,63.0
120,6660,True,13,12,1977,10,0.7,5,33.0,37.0
85,1112,False,2966,2538,1978,6,0.0,5,94.0,72.0
84,4452,False,3535,7187,1977,6,0.9,4,67.0,63.0
117,9341,True,409,7254,1977,27,0.0,1,72.0,67.0
86,14982,True,3714,4708,1980,6,0.0,4,67.0,63.0
78,2034,False,2004,3891,1973,6,-0.1,7,67.0,63.0
89,1089,False,217,10300,1977,6,0.5,6,67.0,63.0
105,1320,True,2920,5811,1977,20,0.0,2,67.0,63.0
95,5776,True,1289,2239,1977,9,0.0,1,67.0,63.0
89,1192,False,2237,4380,1977,14,0.0,2,67.0,63.0
86,13335,False,753,1009,1977,14,0.0,4,67.0,63.0
96,3131,False,3049,13508,1980,6,-0.4,4,67.0,63.0
159,8854,True,3526,7161,1977,6,0.0,2,67.0,63.0
121,20272,True,220,9334,1977,4,0.0,1,79.0,83.0
94,1990,False,2994,1511,1977,7,0.0,1,67.0,63.0
99,88511,True,139,2338,1977,15,0.0,1,65.0,65.0
102,3606,False,673,1680,1977,14,0.0,1,67.0,63.0
126,1308,False,1041,13665,1977,14,0.0,3,67.0,63.0
120,1742,True,4042,8333,1977,6,-0.125,5,67.0,63.0
108,1083,True,4258,3660,1977,6,0.0,3,67.0,63.0
186,5914,True,3124,6228,1978,6,0.0,5,67.0,63.0
91,13335,False,805,4854,1978,31,-0.6999999999999998,7,67.0,63.0
182,2093,True,3492,8225,1977,6,0.0,4,67.0,63.0
99,4646,False,4223,1805,1978,6,0.0,3,67.0,26.0
114,8194,True,291,3317,1978,10,0.0,2,100.0,89.0
97,10532,True,2928,2245,1978,10,0.0,4,95.0,85.0
104,2395,True,1093,3982,1978,1,0.0,2,67.0,63.0
122,2114,True,3593,4491,1978,6,0.0,5,67.0,63.0
105,3059,False,3445,6959,1978,18,0.0,2,50.0,43.0
94,56145,True,94,90,1978,6,0.0,3,92.0,89.0
140,13335,True,1863,308,1978,6,0.0,4,67.0,63.0
183,327327,True,186,6840,1978,6,0.0,3,93.0,92.0
119,2388,True,211,5997,1978,10,0.0,1,67.0,63.0
91,15646,True,235,225,1978,6,0.0,2,67.0,63.0
105,6887,False,3625,7371,1978,6,0.0,3,67.0,63.0
91,260115,True,23,3905,1978,17,0.0,1,79.0,70.0
106,13335,True,49,47,1979,6,0.0,4,67.0,63.0
93,1098,False,785,7340,1978,6,0.0,3,67.0,63.0
66,1082,True,3512,4626,1978,10,0.0,6,67.0,63.0
101,27637,False,4305,8931,1978,6,0.0,5,67.0,63.0
124,4043,True,211,198,1978,5,0.0,6,67.0,63.0
127,13335,False,1606,2949,1978,14,0.0,2,67.0,63.0
115,57581,True,2256,2899,1978,6,0.0,5,93.0,81.0
116,75889,False,3891,7188,1978,6,0.0,2,58.0,38.0
85,6152,False,3348,6474,1978,7,0.0,1,67.0,63.0
104,2804,False,1758,6621,1978,6,0.0,2,33.0,35.0
115,8664,True,1218,2079,1978,14,0.0,3,67.0,63.0
115,3535,True,1292,2677,1978,26,0.0,4,67.0,63.0
94,20905,False,195,107,1978,20,0.0,1,69.0,41.0
95,4994,False,2055,4535,1978,6,0.0,4,50.0,40.0
116,13335,True,2606,3982,1978,31,0.0,5,67.0,63.0
97,11419,True,4289,8234,1978,6,0.0,5,67.0,63.0
114,8440,True,31,2535,1978,6,0.2,2,75.0,83.0
88,1835,False,804,8040,1979,5,0.0,3,67.0,63.0
167,2202,True,543,4543,1978,25,0.0,1,67.0,63.0
105,1370,False,1655,9364,1978,27,0.0,3,67.0,63.0
95,13335,True,455,6237,1978,6,0.0,2,67.0,63.0
119,13335,True,2171,246,1979,6,0.0,4,83.0,80.0
118,32805,False,43,5736,1979,30,0.0,1,42.0,48.0
113,6124,False,3422,7089,1979,31,0.0,4,67.0,63.0
117,833476,True,114,7561,1979,5,-0.25,1,98.0,94.0
123,30341,True,333,316,1979,12,0.0,3,67.0,63.0
97,1939,False,1153,2814,1979,12,0.0,2,67.0,63.0
102,1140,True,2159,4225,1979,7,0.5,3,67.0,63.0
147,636802,True,63,2041,1979,31,0.0,2,98.0,94.0
118,13335,False,3674,5310,1979,6,0.0,2,67.0,63.0
93,3035,False,97,94,1979,31,0.0,6,67.0,63.0
118,12495,True,714,430,1979,6,-0.16666666666666666,3,90.0,83.0
142,23497,True,3600,7415,1979,5,0.0,3,67.0,63.0
95,53698,False,1365,7814,1980,6,0.0,2,65.0,62.0
106,1241,False,3358,4802,1979,6,0.0,3,67.0,63.0
89,1936,True,54,8347,1979,6,0.0,1,67.0,63.0
150,2345,True,3481,9272,1979,6,0.0,4,67.0,63.0
92,1525,False,447,8671,1979,6,-0.15,2,88.0,55.0
125,4970,False,1228,2106,1979,6,0.0,3,67.0,63.0
97,3099,True,178,1667,1979,6,0.0,3,47.0,57.0
120,18804,True,2981,6825,1979,24,0.0,2,33.0,30.0
121,36773,True,216,8606,1979,29,0.0,1,88.0,88.0
86,1483,True,1093,3982,1979,28,0.3,6,67.0,63.0
102,2877,False,2743,8648,1978,6,0.0,2,67.0,63.0
112,13335,False,4318,7662,1979,12,0.16666666666666666,3,26.0,23.0
96,137263,True,16,1445,1979,9,0.0,1,96.0,92.0
110,13335,False,3081,4094,1979,6,0.25,3,20.0,33.0
189,2757,True,2838,9609,1978,24,0.0,3,67.0,63.0
100,4201,True,140,3011,1979,6,0.9,3,85.0,68.0
99,1049,False,1542,2798,1979,6,0.0,1,67.0,63.0
108,1227,True,2885,8423,1979,4,0.0,2,67.0,63.0
84,5319,False,1759,7292,1980,21,0.0,2,67.0,63.0
100,29399,True,2919,4963,1979,6,0.0,6,67.0,63.0
88,1540,False,3205,6409,1979,0,0.0,2,67.0,63.0
116,2649,False,3622,3715,1979,18,0.0,2,67.0,63.0
98,11179,True,1157,5773,1979,21,-0.3,1,67.0,63.0
143,2117,True,4078,8412,1980,24,0.0,1,67.0,63.0
162,128082,True,305,8046,1979,18,0.0,1,100.0,93.0
108,3581,False,3174,831,1979,6,0.0,2,78.0,44.0
112,10769,True,2256,4436,1979,6,0.0,2,89.0,87.0
92,99041,True,235,225,1979,6,0.0,2,90.0,88.0
80,9496,True,232,224,1979,19,0.0,1,67.0,63.0
88,226998,True,314,3627,1980,6,0.0,1,97.0,89.0
74,1125,False,3233,6087,1980,6,-0.225,3,67.0,63.0
104,8828,False,64,2619,1980,6,0.0,4,45.0,42.0
113,19432,True,335,318,1980,6,0.0,4,90.0,78.0
107,7780,True,1066,110,1980,14,0.0,5,67.0,63.0
133,192064,True,88,83,1980,6,0.0,3,84.0,92.0
102,1347,False,217,208,1980,1,0.0,2,67.0,63.0
124,4062,False,4110,1710,1980,6,0.0,4,7.0,37.0
99,2747,False,2658,7295,1980,14,0.0,4,67.0,63.0
131,13637,True,13,3535,1980,6,0.0,3,67.0,63.0
97,1809,False,1107,12409,1978,31,-0.16666666666666666,6,67.0,63.0
94,1859,False,1911,14046,1980,6,0.0,4,67.0,63.0
104,5399,False,1770,3326,1980,6,0.0,2,38.0,40.0
99,2034,False,902,8095,1980,6,0.0,2,67.0,63.0
95,1593,True,2614,13049,1980,13,0.0,5,67.0,63.0
113,1796,True,204,246,1980,20,0.0,2,67.0,63.0
109,13335,False,522,298,1980,6,0.0,2,40.0,51.0
115,4302,False,336,2957,1980,5,0.0,3,19.0,70.0
180,34545,True,9,7,1980,27,0.0,1,88.0,92.0
97,1361,False,2162,1273,1980,6,0.0,6,40.0,41.0
94,3513,False,319,566,1981,6,0.0,3,67.0,63.0
92,1836,False,4583,8717,1980,6,0.0,4,67.0,63.0
87,1608,False,1327,2337,1980,10,0.0,5,67.0,63.0
103,2516,False,1022,1651,1980,6,0.0,3,67.0,63.0
94,2700,True,82,4321,1980,6,0.0,4,67.0,63.0
114,31035,False,53,7409,1980,6,0.0,1,61.0,39.0
115,13335,False,2152,2206,1980,6,0.0,3,38.0,28.0
110,13335,True,3993,8222,1981,20,0.0,3,67.0,63.0
89,22209,True,16,16,1980,6,0.0,2,68.0,78.0
150,1500,True,3632,7382,1980,14,0.0,2,67.0,63.0
88,2680,False,1067,8241,1981,6,0.0,3,67.0,63.0
88,1934,True,3763,501,1981,5,0.0,3,67.0,63.0
151,1504,True,2344,6154,1981,15,0.0,1,67.0,63.0
110,3555,True,4058,8366,1981,20,0.0,4,67.0,63.0
85,4746,False,2078,6432,1981,24,-0.8,2,67.0,35.0
95,2610,False,1205,4707,1981,6,0.0,2,67.0,63.0
92,2767,False,3622,7475,1981,6,0.0,2,67.0,63.0
91,7692,False,1804,3421,1981,20,0.0,1,26.0,54.0
125,58079,True,2068,8605,1981,6,0.0,3,82.0,80.0
145,2427,True,3177,6346,1981,24,0.0,2,67.0,63.0
90,8746,True,4049,8347,1981,10,0.0,2,67.0,63.0
131,1474,True,1687,8302,1981,1,0.0,2,67.0,63.0
156,3330,True,4104,7379,1981,19,0.0,3,67.0,63.0
78,1227,False,4296,8915,1981,14,0.0,1,67.0,63.0
120,1442,True,2019,3934,1981,6,-0.16666666666666666,5,67.0,63.0
93,3561,False,3986,4936,1982,24,0.0,2,67.0,63.0
97,4027,False,4187,8634,1981,8,0.0,1,43.0,37.0
140,60175,True,174,158,1981,21,0.0,1,80.0,80.0
106,3840,False,1064,3462,1981,6,0.0,5,67.0,63.0
97,1111,False,4139,8529,1981,0,0.0,2,67.0,63.0
96,13250,False,237,1266,1981,31,0.0,2,67.0,38.0
110,38701,True,310,6823,1981,14,0.0,1,91.0,83.0
87,4613,True,356,330,1981,10,0.0,2,67.0,63.0
101,7238,False,1372,2829,1981,6,0.0,2,56.0,45.0
90,13335,False,1308,8554,1981,18,0.25,2,67.0,63.0
99,5089,False,2782,2570,1980,15,-0.2,5,67.0,63.0
104,2727,False,2145,8678,1981,12,0.0,3,67.0,63.0
189,2321,True,2838,9685,1981,24,0.0,1,67.0,63.0
90,1233,True,1015,5427,1981,23,0.0,6,67.0,63.0
96,174374,True,437,4497,1981,6,0.0,3,67.0,63.0
88,5553,False,1734,7208,1981,20,0.0,1,36.0,35.0
93,9676,False,2544,5031,1981,6,0.0,2,40.0,44.0
135,3359,True,2931,1423,1981,14,0.0,4,67.0,63.0
103,1309,True,1803,3419,1982,4,0.0,3,67.0,63.0
144,10212,True,3888,5383,1981,6,0.0,1,67.0,63.0
94,1019,False,3523,7145,1982,0,0.0,1,67.0,63.0
111,5813,True,734,8268,1981,27,0.0,2,94.0,80.0
122,1030,True,2981,6825,1981,13,0.0,2,67.0,63.0
197,1685,True,1371,9160,1981,0,0.0,1,67.0,63.0
89,1066,False,1755,8583,1982,22,0.0,2,67.0,63.0
94,7864,False,146,3207,1981,6,0.0,1,73.0,63.0
85,2907,False,612,687,1980,6,-0.4318181818181818,3,67.0,63.0
88,2694,False,2072,863,1981,6,0.0,2,26.0,38.0
128,7542,True,353,5215,1980,20,0.0,1,67.0,63.0
167,8019,True,264,9404,1981,6,0.0,4,91.0,82.0
87,1408,False,163,1691,1981,6,0.0,2,67.0,63.0
100,1174,False,2423,2908,1981,6,0.0,5,67.0,63.0
195,22199,True,158,3514,1981,4,0.0,1,89.0,83.0
116,1222,False,276,15174,1981,31,0.0,1,78.0,34.0
102,1050,False,217,2635,1981,4,0.0,2,67.0,63.0
97,13335,True,2598,8373,1981,2,0.0,6,67.0,63.0
123,13335,True,96,92,1981,6,0.0,1,94.0,81.0
112,13335,True,654,790,1981,4,0.0,3,67.0,63.0
113,1578,True,3481,6582,1981,6,0.0,2,67.0,63.0
145,1025,True,600,659,1981,27,0.0,2,67.0,63.0
98,2704,False,3369,7677,1981,6,0.0,3,67.0,63.0
184,13335,True,2536,5015,1981,18,0.0,1,0.0,17.0
108,4238,True,2673,5301,1981,15,0.0,1,67.0,63.0
110,2583,True,2739,6106,1982,14,0.0,2,67.0,63.0
105,4095,False,2630,8005,1982,6,0.0,2,67.0,63.0
90,1171,False,1153,3491,1982,19,0.0,1,67.0,63.0
138,13335,True,2426,4339,1981,24,0.0,1,67.0,63.0
80,2406,False,405,6863,1982,10,0.0,1,67.0,63.0
86,4078,True,2617,0,1982,6,0.0,3,93.0,85.0
93,2383,False,992,5452,1981,6,0.0,3,67.0,63.0
105,3533,True,191,177,1983,6,0.0,3,67.0,63.0
95,6985,True,849,3394,1982,12,0.0,3,94.0,91.0
112,1016,True,1031,2441,1982,14,0.0,2,67.0,63.0
109,4479,True,53,3433,1982,6,0.0,10,67.0,63.0
87,1318,False,1169,2658,1982,6,-0.2,2,67.0,63.0
100,1586,False,4267,8859,1982,31,0.0,6,67.0,63.0
110,20435,True,262,246,1982,5,0.0,1,93.0,78.0
115,1078,True,637,5956,1982,12,0.0,1,67.0,63.0
108,3180,True,597,654,1982,6,0.0,3,67.0,63.0
85,198642,True,108,104,1981,6,-0.6,3,95.0,84.0
188,61602,True,1,1,1982,6,0.0,3,67.0,63.0
86,1899,True,2155,4210,1981,12,0.0,5,67.0,63.0
95,13335,False,2904,2188,1982,6,0.0,5,67.0,63.0
115,1153,False,2921,5817,1982,1,0.5,3,67.0,63.0
96,2816,False,193,2631,1981,28,-0.5,1,67.0,63.0
115,1075,True,1080,1790,1982,6,0.0,3,67.0,63.0
93,13335,False,2055,3009,1981,13,0.0,2,29.0,22.0
92,25827,True,750,1023,1982,6,0.0,3,71.0,86.0
92,15402,True,3714,4708,1982,11,0.0,3,67.0,63.0
100,2279,True,1723,8422,1985,17,0.0,4,67.0,63.0
77,15069,True,2680,5140,1982,6,0.13636363636363635,7,67.0,63.0
86,2130,False,1327,2337,1982,14,-0.2,4,67.0,63.0
120,2415,True,356,329,1983,10,-0.2,2,67.0,63.0
92,9366,True,161,6327,1982,6,0.5,3,96.0,84.0
107,4089,True,3920,3549,1982,14,0.0,6,67.0,63.0
91,2664,False,1067,8413,1983,6,0.0,4,67.0,63.0
102,1118,True,3915,8048,1982,12,0.0,3,67.0,63.0
93,1304,False,990,8347,1982,18,0.0,1,67.0,63.0
105,4323,False,347,2811,1982,6,0.0,3,67.0,63.0
114,155169,True,237,8381,1982,5,0.0,1,31.0,22.0
92,1118,True,711,5692,1983,6,0.0,6,67.0,63.0
86,1792,False,2999,5970,1982,6,-0.23076923076923078,2,67.0,63.0
101,1205,True,2898,2736,1983,5,0.0,2,67.0,63.0
104,10484,True,397,386,1983,5,0.0,2,67.0,63.0
160,3289,True,3738,7967,1982,14,0.0,3,67.0,63.0
104,1163,False,1399,2460,1982,6,0.0,2,67.0,63.0
166,13335,True,3739,4543,1982,25,0.0,1,67.0,63.0
100,5591,False,2895,2429,1982,5,0.0,2,80.0,39.0
96,1191,False,1770,3326,1982,6,0.0,2,67.0,63.0
113,117509,True,2870,6438,1982,31,0.0,7,88.0,90.0
95,5013,True,1516,3145,1983,7,0.0,2,67.0,63.0
101,13335,True,139,132,1982,5,0.0,1,67.0,63.0
92,3217,True,2903,6413,1982,11,-0.17857142857142858,3,67.0,63.0
87,1605,False,2037,8216,1982,6,0.0,4,67.0,63.0
102,13125,False,204,7703,1982,6,0.0,2,9.0,53.0
82,1130,False,2365,6380,1982,9,0.0,4,67.0,63.0
134,20746,True,207,7378,1982,21,0.0,2,97.0,86.0
91,1298,False,1183,1988,1982,6,0.0,1,67.0,63.0
90,9448,True,335,77,1982,6,0.0,2,92.0,73.0
114,13274,True,1882,3599,1982,29,0.0,1,67.0,63.0
92,3324,False,1067,4344,1982,14,0.0,4,67.0,63.0
85,9418,True,177,160,1983,1,0.0,1,97.0,82.0
104,1334,False,2677,3673,1983,31,0.0,3,67.0,63.0
105,35691,True,250,1083,1983,6,0.0,3,68.0,77.0
79,1094,False,1337,2356,1983,6,0.0,2,67.0,63.0
100,9111,False,2803,168,1983,6,0.0,1,97.0,90.0
108,11165,True,1218,5258,1981,14,0.0,7,67.0,63.0
116,2770,False,176,159,1983,6,0.0,2,67.0,63.0
127,1578,True,1003,8951,1984,6,0.0,1,67.0,63.0
88,2296,False,334,8338,1983,10,0.0,1,100.0,50.0
110,1823,True,2431,4953,1983,10,0.0,2,67.0,63.0
109,5903,False,207,2647,1983,6,-0.1,5,29.0,24.0
100,13335,False,292,269,1983,24,0.0,2,14.0,53.0
78,1917,True,1639,6533,1983,6,0.4,5,67.0,63.0
126,1917,False,234,3543,1984,7,0.0,5,67.0,63.0
118,13335,True,4272,3753,1983,6,0.0,2,100.0,61.0
110,13621,True,1743,7143,1983,6,0.0,2,67.0,63.0
83,1129,False,349,8226,1983,14,0.0,6,67.0,63.0
85,1911,False,3625,7371,1981,6,0.0,4,67.0,63.0
99,1045,False,856,1387,1983,5,1.0,4,14.0,46.0
154,1539,True,3065,6105,1983,15,0.35,2,67.0,63.0
94,1344,False,334,3428,1984,14,0.0,4,67.0,63.0
98,3896,False,1190,2009,1983,10,0.0,1,58.0,48.0
81,1018,True,3763,501,1983,2,0.0,4,67.0,63.0
92,1313,True,1015,5427,1983,13,0.0,4,67.0,63.0
141,1187,True,3177,0,1983,27,0.0,1,67.0,63.0
96,11808,False,96,92,1983,6,0.0,2,40.0,43.0
109,97627,True,42,8965,1982,6,0.0,4,89.0,90.0
94,1641,False,1084,5166,1983,31,0.0,3,67.0,63.0
123,16773,True,3143,5539,1983,6,0.0,4,82.0,79.0
76,2631,False,806,5939,1979,6,0.0,2,67.0,63.0
98,103590,True,109,79,1983,6,0.0,3,93.0,85.0
105,8032,True,714,6658,1983,6,0.0,3,100.0,83.0
83,1324,False,146,5606,1983,6,0.0,4,67.0,63.0
80,1687,False,1707,2493,1982,6,0.0,1,67.0,63.0
80,4544,False,3269,6566,1983,1,0.0,3,67.0,63.0
103,8488,False,278,7481,1983,0,0.0,3,39.0,38.0
91,13335,True,63,3930,1983,6,0.0,2,63.0,82.0
95,8826,True,498,489,1983,10,0.0,4,67.0,63.0
107,1733,True,4216,8723,1983,28,0.0,2,67.0,63.0
112,3422,True,2510,4955,1983,6,0.0,4,81.0,83.0
92,1727,False,1365,2917,1983,6,0.0,2,67.0,63.0
110,2794,True,384,5036,1983,23,0.0,1,67.0,63.0
193,59903,True,2256,424,1983,6,0.2857142857142857,3,67.0,63.0
93,2389,True,2257,6457,1983,6,0.0,3,67.0,63.0
94,33450,True,63,60,1983,6,0.0,2,73.0,80.0
160,3058,True,4078,8412,1983,28,0.0,2,67.0,63.0
140,1528,True,2103,14967,1983,9,0.0,3,67.0,63.0
170,788117,True,67,8204,1983,21,0.0,1,82.0,93.0
83,1456,True,2858,5686,1984,6,0.0,3,67.0,63.0
84,13335,False,1178,1977,1983,6,0.0,2,67.0,63.0
90,5778,False,2185,1280,1983,6,0.0,6,23.0,37.0
90,1085,False,1650,5840,1983,16,0.0,1,67.0,63.0
93,15551,False,44,8640,1983,28,0.1,2,0.0,39.0
101,2199,False,2215,6871,1983,6,0.0,3,0.0,29.0
88,1093,False,3317,4748,1983,0,0.0,2,67.0,63.0
103,5031,False,522,4999,1983,6,0.0,2,9.0,42.0
92,10315,True,163,2947,1983,5,0.0,2,84.0,82.0
132,58341,True,180,163,1983,6,0.0,3,78.0,83.0
116,145141,True,88,8586,1983,6,0.0,2,87.0,84.0
96,1102,True,2598,8623,1984,12,0.0,3,67.0,63.0
88,4140,False,1990,3873,1983,6,0.6,4,67.0,63.0
102,7596,True,120,7706,1983,6,0.0,3,67.0,63.0
110,6478,True,13,855,1983,6,0.0,2,67.0,63.0
114,95954,True,148,3479,1983,6,0.0,1,67.0,63.0
86,6760,False,949,7682,1982,31,0.0,1,67.0,63.0
79,41378,True,16,16,1983,17,0.0,1,67.0,63.0
90,2607,True,3221,0,1979,6,0.0,7,73.0,88.0
133,4587,True,764,4220,1983,10,-0.2,3,67.0,63.0
78,1327,False,4140,2509,1977,6,0.0,1,13.0,18.0
94,3487,False,3102,1637,1983,28,0.0,1,67.0,63.0
72,1557,True,3937,0,1984,7,0.0,2,100.0,75.0
107,4705,True,253,6536,1985,31,0.0,2,67.0,63.0
92,3724,False,193,182,1982,14,0.0,3,67.0,63.0
106,1908,False,2773,6487,1984,5,-0.5,2,33.0,34.0
92,1721,False,1019,2163,1984,6,0.0,6,67.0,63.0
105,5419,False,202,188,1984,18,0.0,1,0.0,17.0
90,6248,False,3715,7290,1984,9,0.0,1,67.0,63.0
94,4133,False,1579,6859,1984,31,0.0,4,67.0,63.0
84,24997,True,16,16,1984,3,0.6,3,100.0,84.0
