tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,title_uniqueness,sentiment_score,word_count,title_word_length_std,average_sentiment_score
2266,4281,92,1242,True,850,3680,1993,5,0.5,0.175,5,0.8944271909999159,0.0
2267,2748,101,13335,False,972,1530,1993,17,0.25,0.7,4,4.02336923485777,0.0
2268,7062,103,2583,False,902,3333,1993,31,0.5,0.1,3,2.494438257849294,0.1806
2269,1,90,2583,True,3079,11886,1994,12,0.5,0.0,6,2.266911751455907,0.0
2270,7476,118,3890,True,983,7430,1994,10,0.3333333333333333,0.0,2,1.0,0.0
2271,5731,107,8835,False,213,676,1994,6,1.0,0.0,4,1.0897247358851685,0.22455714285714287
2272,435,94,1457,False,1141,5436,1993,6,0.2,0.0,4,1.118033988749895,0.0
2273,498,160,52107,True,3049,6340,1994,28,0.5,0.0,3,0.4714045207910317,0.0
2274,501,95,13335,False,407,812,1994,4,0.3333333333333333,0.0,1,0.0,0.0
2275,5015,60,1959,True,1747,6859,1994,6,0.5,0.0,8,1.713913650100261,0.0
2276,1160,98,38215,True,14,4701,1994,6,0.5,0.0,3,1.699673171197595,0.0
2277,5916,97,20788,False,2934,5823,1994,6,0.3333333333333333,0.0,2,1.0,0.09938749999999999
2278,1349,92,7325,False,1734,2956,1995,6,0.3333333333333333,0.0,7,2.0603150145508513,0.0
2279,1401,116,19187,False,3556,60,1994,6,0.3333333333333333,0.0,8,1.996089927833914,0.0
2280,1413,107,3873,False,1846,3865,1994,6,1.0,0.3666666666666667,2,0.0,0.0
2281,1414,92,217530,True,384,359,1994,26,1.0,0.0,1,0.0,0.331075
2282,1416,90,7531,False,1382,3693,1994,3,0.5,0.0,1,0.0,-0.061016666666666663
2283,1458,121,23641,False,3012,1544,1994,6,0.5,0.0,3,1.4142135623730951,0.03591190476190476
2284,1502,93,6734,False,486,6488,1994,6,1.0,0.0,3,3.0912061651652345,0.0
2285,5970,102,176246,True,268,6329,1994,6,0.3333333333333333,0.0,2,0.5,0.07492083333333334
2286,1573,91,1274,False,996,3168,1994,5,1.0,0.0,2,1.0,0.0
2287,1574,95,1176,False,1375,1277,1993,3,0.5,0.0,2,1.5,0.0
2288,1599,84,13335,True,2415,233,1994,10,0.25,0.0,3,2.0548046676563256,0.03814000000000001
2289,1875,132,41988,True,77,468,1995,6,0.5,0.0,2,1.0,0.202
2290,1959,101,13335,False,140,1042,1994,31,0.25,0.0,2,0.0,0.3093166666666667
2291,1976,107,369767,True,873,1364,1994,0,0.16666666666666666,-0.375,3,1.247219128924647,0.12129473684210525
2292,593,100,14692,True,3622,7372,1994,13,0.5,0.0,3,1.247219128924647,0.0
2293,1451,95,13335,True,135,125,1994,6,1.0,-0.6,2,0.5,0.0
2294,2098,89,2599,False,3040,703,1994,6,0.5,0.0,4,1.6583123951777,0.0
2295,6091,97,2820,False,2766,4697,1994,6,0.5,0.0,2,1.0,-0.44625000000000004
2296,2215,82,4306,True,3066,3907,1994,3,0.5,0.0,1,0.0,0.0
2297,4889,125,3320,False,3342,6754,1994,10,0.2,0.0,4,3.2015621187164243,0.0
2298,2279,88,1492,False,1745,5704,1988,6,0.5,0.0,1,0.0,0.0
2299,2314,142,1932502,True,118,5952,1994,10,0.5,0.0,2,1.5,0.3677285714285714
2300,2324,105,1447,False,777,1143,1994,17,1.0,0.0,2,0.0,0.0
2301,2352,114,12966,True,3637,7417,1994,10,1.0,0.3,1,0.0,0.13782093023255815
2302,2389,93,1201,False,3241,6533,1994,3,1.0,0.25,2,1.0,0.0
2303,2749,107,1052,True,951,7473,1994,27,0.07142857142857142,0.0,6,1.4624940645653537,0.0
2304,2602,94,3535,False,3052,6491,1993,5,1.0,0.0,1,0.0,0.22979090909090907
2305,2613,127,3387,False,3526,1588,1994,4,0.3333333333333333,-0.15,3,0.9428090415820634,0.0
2306,6242,93,1428,False,2792,5512,1993,6,0.5,-0.16666666666666666,3,1.699673171197595,0.0
2307,2802,93,1481,False,96,1738,1994,6,0.5,0.0,2,2.5,0.0
2308,2825,91,1131,False,755,2484,1994,28,1.0,0.0,3,0.9428090415820634,0.0
2309,7169,133,17363,True,3688,7468,1994,27,0.3333333333333333,0.13636363636363635,2,1.0,0.0
2310,2990,121,13335,True,2975,5919,1994,23,1.0,0.7,2,0.5,0.28804878048780486
2311,3068,98,8213,False,612,6114,1994,6,0.2,0.0,1,0.0,0.054299999999999994
2312,4153,85,1570,False,1010,1639,1994,6,0.3333333333333333,0.0,3,1.699673171197595,0.0
2313,3127,77,9825,False,358,3297,1994,6,0.3333333333333333,0.0,4,0.8660254037844386,0.0
2314,2266,103,23244,True,950,8373,1994,6,0.3333333333333333,0.0,3,1.632993161855452,0.0
2315,2631,106,3709,True,3621,7371,1994,13,1.0,0.0,3,0.816496580927726,0.0
2316,6733,90,1059,True,3310,6676,1994,6,0.5,0.0,2,0.5,0.0
2317,3255,158,17964,True,3123,6265,1994,12,0.3333333333333333,0.0,4,0.82915619758885,0.0
2318,4295,104,1178,True,1281,2214,1994,22,1.0,0.0,3,1.699673171197595,0.0
2319,3307,90,3420,False,755,7454,1994,6,0.5,0.0,4,3.570714214271425,0.0
2320,4891,159,2032,True,2082,6400,1994,17,1.0,0.0,1,0.0,0.0
2321,3445,101,3447,True,2245,4997,1994,29,1.0,0.0,2,0.0,0.0
2322,3458,94,13335,False,2765,638,1994,10,0.25,0.0,1,0.0,0.40715797101449275
2323,6387,110,22686,True,186,811,1994,31,1.0,0.0,3,2.6246692913372702,0.1302925
2324,3500,133,158354,True,298,3164,1994,6,0.3333333333333333,0.0,4,1.8708286933869707,0.2498063829787234
2325,3562,100,4833,True,116,112,1994,6,1.0,0.0,2,0.5,0.0
2326,3585,115,13335,True,133,6685,1994,6,0.05263157894736842,-0.1875,2,0.5,0.3264841463414634
2327,3692,76,1479,False,386,362,1994,28,0.5,0.0,2,1.5,-0.6036666666666667
2328,3752,105,26071,False,3529,3590,1994,7,0.25,0.0625,3,1.699673171197595,-0.0006363636363636419
2329,3945,128,1029,True,1267,2180,1994,27,1.0,0.0,2,3.0,0.0
2330,3982,97,11410,False,201,2305,1994,1,0.5,0.0,2,0.5,-0.004720833333333339
2331,4128,99,19313,False,3689,3965,1994,3,0.5,0.0,3,1.247219128924647,0.25923333333333337
2332,4196,118,226663,True,42,39,1994,6,0.25,0.1,3,1.4142135623730951,-0.06228571428571428
2333,6562,112,1149,False,3388,6854,1994,6,1.0,0.13636363636363635,3,0.0,0.0
2334,6568,107,28950,False,884,4197,1994,6,0.5,0.0,4,1.224744871391589,0.106875
2335,4247,93,1679,False,2193,7222,1995,6,1.0,0.0,5,1.7888543819998317,0.0
2336,4306,119,2897,False,342,1104,1994,20,0.3333333333333333,0.0,1,0.0,0.0
2337,4344,105,13335,False,1934,2553,1994,6,0.5,0.5,4,1.8708286933869707,-0.06735000000000002
2338,7651,115,1444,True,2330,6992,1993,23,0.08333333333333333,0.0,3,1.699673171197595,0.0
2339,3433,112,1050,False,586,2628,1994,7,0.5,0.0,3,1.699673171197595,0.0
2340,4630,83,33263,False,2456,1598,1994,31,0.25,0.0,5,1.8547236990991407,0.0
2341,6664,108,35429,True,3410,6900,1994,14,0.08333333333333333,0.0,2,2.0,0.09895714285714285
2342,801,113,14587,True,2332,4510,1994,6,1.0,0.0,3,1.247219128924647,0.0
2343,4810,133,14946,False,50,6343,1994,31,0.5,0.2,3,1.247219128924647,0.0
2344,197,108,11257,True,3393,5659,1994,1,0.5,0.21428571428571427,3,3.2998316455372216,0.0
2345,4898,95,67078,False,2766,3590,1994,5,0.3333333333333333,0.375,2,1.0,0.2428857142857143
2346,6688,109,8879,False,2683,2418,1994,12,0.25,0.0,3,1.699673171197595,0.05149411764705882
2347,7639,110,5675,True,580,656,1994,10,0.3333333333333333,0.1,2,0.5,0.0
2348,5185,89,59528,True,167,3350,1994,12,1.0,-0.3333333333333333,2,1.0,0.04362777777777778
2349,6790,142,2503641,True,188,171,1994,6,0.5,0.0,3,3.0912061651652345,0.3561217391304348
2350,5223,98,1067,False,2862,2764,1993,19,1.0,0.0,1,0.0,0.0
2351,5226,86,1342,False,1297,1234,1994,5,0.5,0.0,2,1.5,0.0
2352,6800,81,5520,False,1597,2966,1994,14,1.0,0.0,5,1.7204650534085255,0.0
2353,5294,104,1020,False,1543,2822,1993,6,1.0,0.0,4,3.2691742076555053,0.0
2354,5439,116,184134,True,68,65,1994,13,0.5,0.0,1,0.0,0.12273928571428572
2355,5675,102,13512,False,3052,6937,1994,6,1.0,0.0,2,0.0,0.1348
2356,7154,99,13335,False,232,5811,1994,14,0.5,0.0,1,0.0,0.23675483870967742
2357,7223,85,1909,False,812,1209,1994,13,0.5,0.0,2,2.0,0.21952
2358,7257,107,1871,False,1571,2909,1994,6,0.5,0.0,3,1.247219128924647,-0.09273333333333335
2359,6405,102,44843,True,59,1987,1994,5,0.125,0.0,5,1.9390719429665317,0.0
2360,7510,94,13335,True,2950,310,1994,31,0.16666666666666666,0.0,4,1.920286436967152,0.0
2361,3019,134,4315,True,1882,7131,1994,13,0.5,0.0,6,0.6871842709362768,0.0
2362,1998,124,20111,True,87,7128,1994,28,0.3333333333333333,0.0,4,1.0,0.0
2363,5736,84,4089,False,884,2262,1995,6,0.25,0.6000000000000001,4,2.23606797749979,0.20276
2364,2581,110,13335,False,2807,5544,1995,13,0.5,0.0,2,1.0,0.0
2365,520,117,1151,True,742,2534,1995,17,0.5,0.0,3,2.6246692913372702,0.06329583333333333
2366,533,102,8649,True,1562,2896,1995,28,1.0,0.0,2,2.0,0.0
2367,6917,90,3928,True,3595,6274,1993,6,0.08333333333333333,0.0,5,1.6,0.0
2368,5760,94,13335,False,2402,7462,1995,6,0.5,0.0,3,3.559026084010437,0.0
2369,5762,90,5169,False,1362,2400,1995,6,0.5,0.0,2,3.5,0.184078125
2370,716,78,42057,True,3570,6179,1995,14,0.25,0.0,1,0.0,0.5674235294117648
2371,854,94,13335,False,1085,6136,1989,6,1.0,0.0,4,2.23606797749979,0.0
2372,5811,100,13335,False,3205,6426,1995,6,1.0,-0.1,3,0.9428090415820634,-0.3592
2373,5016,60,1577,True,1747,4414,1995,6,0.3333333333333333,-0.16666666666666666,8,0.9682458365518543,0.0
2374,1031,141,12268,True,2889,8675,1995,28,0.5,0.0,1,0.0,0.0
2375,1091,178,996577,True,26,7107,1995,6,1.0,0.0,1,0.0,0.1814222222222222
2376,1173,90,5987,False,679,2843,1995,6,0.25,0.0,1,0.0,0.0
2377,7637,122,1529,True,2800,5527,1995,31,0.5,0.1,2,1.0,0.05922500000000001
2378,3927,140,3074,True,1397,4481,1995,7,0.5,0.0,2,0.0,0.0
2379,1215,95,12555,False,1047,131,1995,6,0.3333333333333333,0.0,5,2.4819347291981715,0.0
2380,1252,83,2048,False,495,5319,1995,7,1.0,0.0,2,4.0,0.0
2381,5923,112,67095,True,83,4134,1995,6,0.125,0.0,5,2.039607805437114,0.0
2382,1533,116,108499,True,279,3261,1995,31,0.5,0.0,2,1.5,0.14042307692307693
2383,5976,97,9701,True,424,329,1995,6,1.0,0.0,2,0.5,0.0
2384,1577,123,4995,True,3400,6885,1995,3,1.0,0.0,1,0.0,0.0
2385,5833,105,3216,True,498,476,1995,6,0.5,0.0,2,1.0,0.0
2386,1767,104,13335,True,272,245,1995,7,1.0,0.0,1,0.0,0.0
2387,1810,128,376238,True,257,6821,1995,31,0.5,-0.2916666666666667,5,2.6381811916545836,0.0
2388,2221,81,1517,False,168,4339,1995,20,0.3333333333333333,0.0,4,0.0,0.0
2389,6100,96,13335,False,342,3499,1995,6,0.5,0.0,3,0.9428090415820634,0.10223648648648649
2390,2267,103,3286,False,2879,5703,1995,6,0.25,0.0,5,1.019803902718557,0.0
2391,2528,130,250071,True,896,2383,1995,4,0.25,0.0,1,0.0,0.32005466666666665
2392,2640,87,35105,False,958,2370,1995,6,0.3333333333333333,0.0,6,2.3392781412697,0.0
2393,2706,170,616475,True,93,88,1995,6,0.3333333333333333,0.0,1,0.0,0.1933142857142857
2394,179,99,2540,True,16,17,1995,6,1.0,0.0,3,3.7416573867739413,0.0
2395,3062,105,1853,True,2852,7114,1995,6,0.08333333333333333,0.0,10,2.3853720883753127,0.0
2396,3121,101,22031,False,3353,1928,1995,6,1.0,0.0,3,1.247219128924647,0.15069375000000002
2397,3125,110,2998,True,2018,3895,1996,6,1.0,0.0,3,1.247219128924647,0.0
2398,3218,96,115185,False,902,1981,1995,4,0.2,0.0,2,0.0,-0.035012820512820515
2399,3236,88,7926,False,1406,6855,1995,6,0.3333333333333333,0.0,2,0.0,-0.07887999999999999
2400,1057,100,1524,False,1587,1319,1995,31,0.5,0.1,4,1.0,0.2304
2401,3313,91,76442,True,1012,1642,1995,4,0.5,0.0,1,0.0,0.0
2402,3361,101,18806,False,3089,5604,1995,6,0.125,0.0,3,1.247219128924647,0.02367272727272728
2403,3393,90,2316,True,1611,6371,1995,18,0.3333333333333333,0.0,2,0.0,0.0
2404,3492,111,120030,True,204,190,1995,8,0.5,0.0,3,1.632993161855452,0.18571428571428572
2405,3589,95,1841,False,2147,4144,1995,10,1.0,0.13636363636363635,3,0.4714045207910317,-0.022
2406,3645,117,8308,True,1845,3530,1995,18,1.0,0.5,2,1.0,0.0
2407,3710,110,5749,True,2045,5222,1995,27,0.5,0.0,1,0.0,0.0
2408,3720,93,6488,False,163,4838,1995,23,1.0,-0.0625,2,0.5,0.18870392156862748
2409,3770,94,13335,True,384,359,1995,1,1.0,0.0,1,0.0,0.21072903225806452
2410,3781,96,9407,False,2685,1829,1995,6,0.125,0.0,4,1.0897247358851685,0.1404323076923077
2411,136,88,1309,False,2116,11113,1994,6,0.5,0.0,5,2.33238075793812,0.0
2412,3821,114,1342,True,2882,5710,1995,10,0.3333333333333333,0.0,2,1.5,0.0
2413,3916,95,3309,False,1418,2541,1995,3,1.0,0.0,2,1.5,0.38433333333333336
2414,3937,95,26664,False,3237,5242,1995,6,0.5,0.4,6,1.3844373104863459,0.0
2415,7600,111,58060,True,2040,8363,1995,13,0.25,0.0,4,1.920286436967152,0.0
2416,3514,175,3788,True,2179,4220,1995,10,0.5,0.0,2,3.5,0.44247555555555557
2417,3996,110,40354,False,2999,4384,1995,6,0.5,0.0,2,0.0,-0.13462666666666667
2418,4084,122,27861,True,2955,2884,1995,6,1.0,0.25,4,1.5811388300841898,0.16072857142857144
2419,3553,129,1408,True,1682,3185,1995,6,1.0,0.0,4,1.4142135623730951,0.0
2420,4315,95,3355,True,2051,3961,1995,6,1.0,0.25,2,1.0,0.0
2421,4259,103,36367,False,181,163,1995,31,0.5,0.0,2,1.0,0.14657272727272727
2422,4268,192,30228,True,42,39,1995,1,0.3333333333333333,0.0,1,0.0,0.031612244897959184
2423,4552,93,4113,True,2967,5894,1995,12,1.0,0.0,5,4.049691346263317,0.0
2424,6624,100,3852,False,2930,5819,1995,6,1.0,-0.15,5,1.8547236990991407,0.00726
2425,4700,92,13335,False,1153,6573,1995,12,0.3333333333333333,0.0,2,1.5,0.0
2426,4709,97,1140,False,1965,2446,1995,10,0.5,0.0,1,0.0,0.0
2427,4972,87,2386,False,1898,5974,1995,18,0.5,0.0,1,0.0,0.0
2428,5149,136,13335,True,87,106,1995,6,0.5,0.0,3,3.39934634239519,0.0
2429,5209,143,13335,True,2446,6074,1995,29,0.3333333333333333,0.0,1,0.0,0.0
2430,2754,104,2184,False,2050,5733,1995,6,0.3333333333333333,-0.16666666666666666,2,1.0,0.0
2431,5273,92,13335,False,2495,5048,1994,19,1.0,0.0,3,2.0548046676563256,0.0
2432,5314,112,35503,True,3527,128,1995,23,1.0,0.0,1,0.0,0.24642727272727274
2433,5333,90,1205,False,495,5653,1995,5,1.0,0.0,2,1.5,0.0
2434,5347,106,14839,False,318,3844,1995,6,1.0,0.0,4,2.5495097567963922,0.05737619047619048
2435,5392,108,78430,False,310,2385,1995,19,1.0,0.0,1,0.0,0.16031481481481483
2436,4303,90,1242,False,1483,2774,1996,6,0.14285714285714285,0.0,2,0.5,0.0
2437,6930,99,1174,False,3287,739,1995,6,1.0,0.0,4,0.82915619758885,0.0
2438,7178,87,3354,True,3414,6915,1995,15,0.5,0.0,2,0.5,0.0
2439,7218,81,937386,True,431,6477,1995,6,0.14285714285714285,0.0,2,1.0,0.4445047058823529
2440,6925,105,6631,True,791,4229,1995,6,0.16666666666666666,0.0,3,2.0548046676563256,0.0
2441,7348,100,13335,False,2568,4157,1995,5,0.3333333333333333,-0.15,5,2.5612496949731396,0.0
2442,7361,170,57292,True,245,223,1995,5,0.5,0.0,1,0.0,0.1531121212121212
2443,7416,100,23032,False,24,5351,1995,0,0.2,0.0,3,2.6246692913372702,0.06263214285714284
2444,7333,176,6679,True,126,3374,1995,9,0.16666666666666666,0.0,2,1.5,0.0
2445,135,98,6989,True,1489,7824,1995,6,0.5,0.0,6,3.3166247903554,0.0
2446,7714,99,3316,True,177,7428,1998,6,0.5,0.0,5,1.9390719429665317,0.0
2447,6146,99,1942,True,3301,6663,1995,22,0.3333333333333333,0.0,2,1.5,0.19275
2448,17,103,108573,False,1717,75,1996,9,0.5,0.0,2,3.5,0.4629854545454546
2449,5724,96,5656,False,474,6512,1996,6,0.16666666666666666,0.0,4,3.5355339059327378,0.0
2450,433,88,3720,False,1073,87,1996,6,1.0,0.0,2,0.5,0.24363636363636365
2451,570,153,1685,False,3149,2179,1996,6,0.5,0.0,1,0.0,0.0
2452,600,100,13335,True,907,4268,1996,28,0.5,0.0,2,1.0,0.0
2453,689,80,6601,False,2898,5748,1996,24,0.5,-0.6999999999999998,2,0.5,0.08863999999999998
2454,743,98,13335,True,230,4776,1996,6,0.5,0.0,4,2.5495097567963922,0.0
2455,784,112,32514,True,193,347,1996,21,1.0,0.85,2,2.0,0.32525882352941177
2456,6209,99,4652,True,3121,6253,1996,18,1.0,-0.2,3,1.247219128924647,0.0
2457,839,87,13335,True,1270,4137,1996,10,0.5,0.0,1,0.0,0.3686864197530864
2458,884,90,4961,False,2486,3627,1996,3,1.0,0.0,2,1.0,0.04813333333333334
2459,5823,117,85775,True,259,4638,1996,12,0.2,0.0,2,2.5,0.39522307692307695
2460,950,99,1574,False,755,1086,1997,8,1.0,0.0,1,0.0,0.0
2461,1063,109,13335,True,3498,7080,1996,5,0.25,0.0,1,0.0,0.28735263157894736
2462,1067,112,5578,True,195,176,1996,6,1.0,0.0,3,3.0912061651652345,0.17541428571428572
2463,1074,86,3644,False,1029,6063,1996,24,0.5,0.0,1,0.0,0.0
2464,1089,108,19448,True,1718,3275,1996,6,1.0,0.0,2,2.0,0.0
2465,1103,159,65164,True,299,5518,1996,6,0.3333333333333333,0.0,3,2.0548046676563256,0.20296363636363637
2466,1158,84,37755,False,1215,1692,1996,0,0.2,0.0,1,0.0,-0.04154999999999999
2467,718,92,13335,False,161,145,1996,22,0.5,0.0,1,0.0,0.0
2468,1254,89,4803,False,320,5795,1996,6,1.0,0.0,1,0.0,0.16340555555555555
2469,229,113,7522,True,465,442,1996,6,1.0,0.0,3,2.449489742783178,0.0
2470,1565,88,5216,False,799,40,1996,3,0.3333333333333333,0.0,1,0.0,0.28097500000000003
2471,1653,96,13335,False,3165,6356,1996,6,1.0,0.0,4,1.920286436967152,0.0
2472,1655,114,13335,False,371,1110,1996,6,1.0,0.0,1,0.0,0.014634285714285718
2473,1792,99,13335,True,1434,4021,1996,12,1.0,0.0,2,0.0,0.0
2474,2006,94,8491,False,1080,2336,1996,7,0.3333333333333333,0.0,1,0.0,0.16536666666666666
2475,6063,162,185397,True,437,418,1996,6,0.5,0.0,3,1.8856180831641267,0.3755287356321839
2476,2103,101,73011,False,20,100,1996,1,0.25,0.0,3,1.632993161855452,0.0
2477,5775,128,68360,True,3424,6927,1996,6,1.0,0.0,2,1.5,0.0
2478,6067,129,4583,False,1670,3149,1996,6,0.5,0.0,3,1.699673171197595,0.022924999999999994
2479,2132,93,3576,False,1852,9335,1995,7,0.3333333333333333,-1.0,2,1.0,0.0
2480,2155,84,1193,True,2602,5087,1997,6,1.0,0.0,3,0.4714045207910317,0.0
2481,2170,91,2087,False,435,238,1996,3,1.0,0.0,1,0.0,-0.06375
2482,2175,98,1335,True,2212,4290,1996,27,1.0,0.0,1,0.0,0.0
2483,2213,99,10982,False,625,773,1996,0,1.0,0.0,2,1.0,-0.26676666666666665
2484,2218,120,2451,False,3286,6637,1996,6,0.3333333333333333,0.0,2,2.5,0.2754315789473684
2485,2246,108,5941,True,2435,4750,1996,5,1.0,0.0,1,0.0,0.0
2486,2255,101,10750,False,1327,3788,1996,5,1.0,0.25,2,1.0,0.08605
2487,2369,108,13335,True,272,40,1996,26,0.5,0.0,4,0.0,0.0010782608695652216
2488,2453,91,1370,False,2477,4828,1996,6,1.0,0.0,4,1.299038105676658,0.0
2489,2456,158,3528,True,3049,6085,1996,12,0.25,0.0,2,0.0,0.0
2490,6175,88,8687,True,990,6913,1996,31,0.16666666666666666,0.0,4,1.920286436967152,0.0
2491,2645,159,1558,True,3409,6899,1996,8,0.3333333333333333,0.0,1,0.0,0.0
2492,2703,100,3321,False,3691,6266,1995,6,0.5,0.0,2,0.5,0.0
2493,2726,85,20729,False,3635,732,1996,8,0.5,0.0,2,0.5,0.0
2494,2911,79,13335,False,934,1490,1996,5,0.25,0.0,2,1.0,0.0
2495,1018,91,1069,False,1821,3483,1996,6,1.0,0.0,2,2.0,0.0
2496,856,109,4292,True,2226,6249,1996,29,0.5,0.0,2,0.5,0.0
2497,3164,139,254959,True,184,168,1996,6,1.0,0.0,2,1.0,0.0
2498,3176,89,98926,False,2199,3954,1996,6,1.0,0.0,4,1.299038105676658,0.06284
2499,1945,97,7572,True,1954,3759,1996,6,1.0,0.0,2,1.0,0.0
2500,3287,93,24021,False,213,6472,1996,12,0.3333333333333333,0.0,1,0.0,0.042064516129032246
2501,3302,160,4063,True,715,8689,1996,6,0.5,0.0,3,2.160246899469287,0.0
2502,3314,107,5979,True,244,222,1996,21,1.0,0.0,2,1.0,0.0
2503,3327,107,3012,False,3523,3971,1996,18,0.3333333333333333,0.0,2,0.0,0.0
2504,6367,96,1842,False,2351,1393,1996,6,1.0,0.4,7,1.4846149779161804,0.0
2505,3501,102,3603,True,2434,4749,1997,10,0.5,0.0,1,0.0,0.0
2506,3502,95,4452,True,3321,6712,1996,6,0.5,0.0,4,1.299038105676658,0.0
2507,4677,115,15939,True,1256,5421,1996,18,0.25,0.25,4,0.7071067811865476,0.0
2508,3556,90,1556,False,3554,7183,1996,26,0.5,0.0,4,5.244044240850758,0.0
2509,3584,90,13335,False,3181,7045,1996,5,0.5,-0.1875,2,0.5,0.0
2510,3604,135,29237,True,108,101,1996,14,1.0,0.0,2,0.0,0.2808083333333333
2511,3623,134,137572,True,33,2777,1997,6,0.5,0.0,2,1.5,-0.04989545454545455
2512,3842,108,14721,False,210,3118,1996,6,0.5,0.0,2,1.0,-0.1257888888888889
2513,3917,133,30861,True,238,218,1996,6,1.0,0.0,2,0.0,0.28693783783783783
2514,6526,95,2641,True,689,922,1997,3,1.0,0.0,2,1.5,0.20553529411764707
2515,3976,110,406184,True,64,263,1996,10,0.25,-0.6666666666666666,2,1.5,0.0
2516,3987,95,2572,False,1252,2815,1996,11,1.0,0.0,2,1.0,0.0
2517,4159,73,13335,True,2323,1725,1996,6,0.1111111111111111,0.0,6,1.6072751268321592,0.0
2518,4172,99,1526,True,3076,6154,1995,5,0.3333333333333333,0.0,4,1.4142135623730951,0.0
2519,181,78,3697,True,2313,4490,1996,17,1.0,0.0,4,3.2015621187164243,0.0
2520,4374,84,3087,False,755,5038,1996,31,0.5,0.0,2,0.5,0.0
2521,4437,99,1721,False,410,5725,1996,28,0.5,0.375,2,0.0,0.37185
2522,6617,98,10269,False,2904,5761,1996,6,0.5,0.0,2,3.5,0.4923
2523,4504,150,16296,True,3191,0,1996,6,0.5,0.0,9,1.7497795275581802,0.0
2524,6090,91,1461,True,470,6332,1996,6,0.25,0.0,2,1.5,0.0
2525,6626,130,92279,True,207,3715,1996,6,0.5,0.0,5,1.469693845669907,0.0
2526,6666,123,11819,False,256,6201,1996,6,0.2,0.0,3,2.6246692913372702,0.0
2527,4553,100,1786,False,526,6835,1996,10,0.3333333333333333,0.0,2,0.5,0.0
2528,4767,100,3163,False,1463,4961,1996,6,1.0,0.0,3,0.4714045207910317,0.77295
2529,4905,102,7489,True,2158,7028,1996,21,0.3333333333333333,0.0,1,0.0,0.0
2530,4909,92,1085,False,2669,5223,1996,14,1.0,0.0,1,0.0,0.0
2531,6745,136,326002,True,149,5934,1996,6,0.3333333333333333,0.0,2,0.5,0.15891875
2532,5004,99,1552,False,3325,6612,1996,6,0.14285714285714285,0.0,1,0.0,-0.14536351931330474
2533,5105,111,313116,True,24,7316,1996,6,1.0,0.0,1,0.0,0.04478750000000001
2534,5169,105,2915,False,1952,10834,1990,13,0.1,0.0,3,2.6246692913372702,0.0
2535,5172,101,1565,False,1228,6610,1998,6,0.5,0.0,2,0.5,0.0
2536,5335,94,13335,False,651,1762,1996,24,0.1111111111111111,0.0,1,0.0,0.11193333333333334
2537,5342,112,2765,True,1500,444,1996,6,0.5,0.0,3,1.699673171197595,0.0
2538,5415,81,37349,False,1431,1623,1996,6,0.25,-0.2916666666666667,2,0.5,0.08339333333333333
2539,6880,94,13335,False,85,2501,1996,6,0.3333333333333333,0.0,2,2.0,-0.1792
2540,5568,148,3763,True,1845,3530,1996,6,1.0,0.0,2,1.0,0.0
2541,5590,96,13335,True,2218,2376,1996,0,1.0,0.0,1,0.0,0.43286976744186045
2542,1051,87,13335,False,522,522,1996,6,0.2,0.0,3,2.449489742783178,0.0
2543,235,108,4831,False,248,860,1996,6,0.25,-0.23333333333333336,7,1.6413036132965795,0.09256249999999999
2544,7099,93,29810,False,1370,2425,1996,6,0.3333333333333333,0.0,1,0.0,0.0
2545,7110,100,1207,False,2660,2995,1997,6,0.5,0.0,5,2.0976176963403033,0.0
2546,1984,125,3841,True,2430,4739,1996,5,1.0,0.0,1,0.0,0.0
2547,238,149,145215,True,277,2855,1996,6,0.5,0.0,4,1.299038105676658,0.06899999999999999
2548,7165,93,4827,False,2831,407,1996,6,0.5,0.0,6,2.3570226039551585,-0.18361666666666668
2549,7231,93,661580,True,167,3350,1996,6,0.5,0.0,1,0.0,-0.0037160493827160484
2550,7251,95,16117,True,17,18,1996,6,1.0,0.0,2,0.5,0.1217125
2551,4669,94,1865,True,3278,6230,1995,23,1.0,0.0,2,3.0,0.0
2552,243,90,10635,False,3047,7519,1996,6,0.2,0.2,4,1.8708286933869707,0.25509565217391306
2553,7561,85,3158,False,681,6364,1996,5,0.125,0.0,4,1.5811388300841898,0.0
2554,7589,88,17472,True,1481,0,1996,5,1.0,0.0,4,1.0897247358851685,0.0
2555,7315,118,1068,True,2322,8642,1994,6,1.0,0.13636363636363635,6,1.3844373104863459,0.0
2556,83,102,3181,True,88,0,1997,5,1.0,-0.1875,3,2.160246899469287,0.141015
2557,109,95,10279,False,3091,6180,1997,6,1.0,0.0,6,1.9148542155126762,-0.28707499999999997
2558,2506,104,13335,False,1110,4100,2001,5,0.5,0.0,1,0.0,-0.059730588235294126
2559,644,127,1039,False,1988,3838,1997,27,1.0,0.0,1,0.0,0.0
2560,665,91,5327,False,3397,397,1997,12,1.0,0.0,1,0.0,0.0
2561,673,97,26158,False,1010,4799,1999,6,0.2,0.0,2,2.0,-0.01954594594594595
2562,5814,117,773595,True,179,162,1998,6,0.25,0.0,3,2.357022603955158,0.29465588235294116
2563,1043,155,253097,True,125,118,1997,0,1.0,0.0,2,0.0,0.3775014925373134
2564,1050,79,8727,False,2809,5350,1997,6,0.5,0.0,2,0.5,0.42593333333333333
