tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id,clean_title,word_count
tt2070649,Silenced,2011,125,4527,True,nm1375363,nm1375363,silenced,1
tt2078644,Indian Rupee,2011,155,1766,True,nm1066396,nm1066396,indian rupee,2
tt2084934,Kill Zombie!,2012,90,1504,False,nm1460692,nm1375739,kill zombie,2
tt2103281,Dawn of the Planet of the Apes,2014,130,4527,True,nm0716257,nm0099541,dawn of the planet of the apes,7
tt2106671,Beyond the Hill,2012,94,3482,True,nm1625220,nm1625220,beyond the hill,3
tt2107814,Schutzengel,2005,130,4150,False,nm0001709,nm0001709,schutzengel,1
tt2112277,Swelter,2014,96,3056,False,nm2978815,nm2978815,swelter,1
tt2119474,Maximum Conviction,2012,98,4527,False,nm0915394,nm0064174,maximum conviction,2
tt2149190,Camp 14: Total Control Zone,2012,106,1106,True,nm1475981,\N,camp 14 total control zone,5
tt2152896,Subramaniapuram,2008,145,1855,True,nm4241449,nm4241449,subramaniapuram,1
tt2170593,St. Vincent,2005,102,99149,True,nm0577647,nm0577647,st vincent,2
tt2175672,Spirit,2012,165,1981,True,nm1066396,nm1066396,spirit,1
tt2181855,4 Roses,2019,100,1002,False,nm1754943,nm1754943,4 roses,2
tt2181931,English Vinglish,2012,134,35310,True,nm1903006,nm1903006,english vinglish,2
tt2192016,The Dark Horse,2014,124,6164,True,nm1094036,nm1094036,the dark horse,3
tt2209400,Did Yớú... Scớré?,2012,104,1909,False,nm1589673,nm2673018,did yớú scớré,3
tt2210463,Battle of the Damned,2013,88,3904,False,nm0369030,nm0369030,battle of the damned,4
tt2212008,The Bag Man,2005,108,16814,False,nm4333222,nm0751638,the bag man,3
tt2214941,Daddy's Little Girl,2014,107,4527,False,nm4285728,nm4285728,daddys little girl,3
tt2224317,Lootera,2013,136,15236,True,nm0003939,nm0003939,lootera,1
tt2229511,Wér,2013,93,8622,False,nm0068587,nm1834343,wér,1
tt2231138,Sớmé Vélvét Mớrning,2013,84,1881,False,nm0001438,nm0001438,sớmé vélvét mớrning,3
tt2234543,Á Cástlé in Itály,2013,104,1159,False,nm0116254,nm0755389,á cástlé in itály,4
tt2275794,Gớri Téré Pyáár Méin!,2013,150,3744,False,nm1159647,nm1656334,gớri téré pyáár méin,4
tt2275813,Vegetarian Cannibal,2012,85,2524,True,nm0772851,nm0772851,vegetarian cannibal,2
tt2278870,Beyond the Edge,2016,119,1619,False,nm1850834,nm1850834,beyond the edge,3
tt2278871,Blue Is the Warmest Colour,2013,180,146136,True,nm0444244,nm4932043,blue is the warmest colour,5
tt2282849,Porn in the Hood,2012,95,1545,False,nm4151736,nm4151736,porn in the hood,4
tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,92,2229,False,nm0562775,nm0661549,a turtles tale 2 sammys escape from paradise,8
tt2301592,The Dance of Reality,2013,133,8623,True,nm0423524,nm0423524,the dance of reality,4
tt2304771,Mandela: Long Walk to Freedom,2013,141,27471,True,nm0149491,nm0541691,mandela long walk to freedom,5
tt2304915,The Green Prince,2014,101,2662,True,nm0771953,nm3834122,the green prince,3
tt2315226,The Great Passage,2013,134,2504,True,nm2911203,nm0913824,the great passage,3
tt2321405,My Life as a Zucchini,2016,66,23789,True,nm1957706,nm0999118,my life as a zucchini,5
tt2322441,Fifty Shades of Grey,2015,125,308859,False,nm0853374,nm1093317,fifty shades of grey,4
tt2326574,The Identical,2014,107,2711,False,nm5204466,nm0458439,the identical,2
tt2328922,It Felt Like Love,2013,82,2620,False,nm2151374,nm2151374,it felt like love,4
tt2334733,Madame Bovary,2014,118,8127,False,nm1754436,nm0281306,madame bovary,2
tt2338151,PK,2014,153,4527,True,nm0386246,nm0430785,pk,1
tt2345613,Leprechaun: Origins,2014,90,5620,False,nm0513554,nm1471121,leprechaun origins,2
tt2433040,Beyond the Mask,2015,103,3350,False,nm3241061,nm3241061,beyond the mask,3
tt2476214,Ayalum Njanum Thammil...,2012,160,2776,True,nm0430485,nm5392515,ayalum njanum thammil,3
tt2524674,Wetlands,2013,109,11451,False,nm1177494,nm0733919,wetlands,1
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,606327,True,nm0327944,nm0142577,birdman or the unexpected virtue of ignorance,7
tt2581244,Life After Beth,2014,89,20841,False,nm1337885,nm1337885,life after beth,3
tt2608224,The Butterfly's Dream,2013,138,21495,True,nm12483011,nm0258784,the butterflys dream,3
tt2667960,Miss Julie,2014,129,5536,False,nm0880521,nm0880521,miss julie,2
tt2679480,Sulemani Keeda,2014,89,2541,True,nm3536895,nm3536895,sulemani keeda,2
tt2756032,The One I Love,2014,91,38423,True,nm1660595,nm1645301,the one i love,4
tt2815072,Indigenous,2014,86,5320,False,nm3598892,nm8087543,indigenous,1
tt2820008,The Perfect Husband,2014,85,4715,False,nm4498957,nm3248925,the perfect husband,3
tt2820852,Furious 7,2015,137,377634,True,nm1490123,nm0860155,furious 7,2
tt2824852,Deadly Virtues: Love.Honour.Obey.,2014,87,1429,False,nm0429517,nm5615022,deadly virtues lovehonourobey,3
tt2836252,Fiston,2005,88,1318,False,nm0099797,nm0169291,fiston,1
tt2883512,Chéf,2014,114,207883,True,nm0269463,nm0269463,chéf,1
tt2900822,Torment,2013,82,2846,False,nm1295818,nm3281909,torment,1
tt2914892,The Seventh Dwarf,2014,87,4527,False,nm0019753,nm0881372,the seventh dwarf,3
tt2922382,Neram,2005,117,4771,True,nm4733887,nm4733887,neram,1
tt2935390,The Snare,2017,90,4409,False,nm3694606,nm3694606,the snare,2
tt2953050,Éncántớ,2021,102,11863,True,nm0397174,nm0592135,éncántớ,1
tt2976176,Lakshmi,2014,115,1578,True,nm0474398,nm0474398,lakshmi,1
tt2997766,De nieuwe wildernis,2013,97,1453,True,nm2329795,\N,de nieuwe wildernis,3
tt3038142,Inner Demons,2014,85,2398,False,nm0343713,nm1020896,inner demons,2
tt3042408,Who Am I,2005,102,54131,True,nm2171633,nm2171633,who am i,3
tt3042926,Atharintiki Daaredi,2013,170,8895,True,nm1894520,nm1894520,atharintiki daaredi,2
tt3044882,Nasha,2013,122,1266,False,nm0768289,nm5795153,nasha,1
tt3059638,Coming out,2013,91,1505,False,nm2034165,nm2034165,coming out,2
tt3078242,Miss Violence,2013,98,8113,True,nm3189793,nm5827220,miss violence,2
tt3093286,The American Side,2016,90,3844,False,nm1789315,nm1789315,the american side,3
tt3093522,Cymbeline,2014,98,3893,False,nm0021899,nm0000636,cymbeline,1
tt3094252,Echoes of War,2015,100,1736,False,nm3584680,nm3584680,echoes of war,3
tt3104304,Ice Soldiers,2013,95,2599,False,nm0348274,nm0878716,ice soldiers,2
tt3125220,Little Accidents,2005,105,3624,False,nm2528690,nm2528690,little accidents,2
tt3128900,Miss Meadows,2014,88,8240,False,nm0394212,nm0394212,miss meadows,2
tt3134058,Tim Maia,2014,140,2246,True,nm0510681,nm0510681,tim maia,2
tt3178174,Giovanni's Island,2005,102,1957,True,nm0632716,nm8796167,giovannis island,2
tt3203616,The Cobbler,2014,99,54757,False,nm0565336,nm0755586,the cobbler,2
tt3220192,The Master Plan,2015,91,2437,False,nm2132883,nm2132883,the master plan,3
tt3317874,Chárlié's Fárm,2005,93,3471,False,nm4285728,nm4285728,chárliés fárm,2
tt3322940,Annabelle,2014,99,152059,False,nm0502954,nm2477891,annabelle,1
tt3350890,Starve,2014,98,1199,False,nm0975225,nm6110834,starve,1
tt3365778,Breathe,2014,91,7211,True,nm0491259,nm0491259,breathe,1
tt3374816,Wild in Blue,2015,82,3789,False,nm4485521,nm4485521,wild in blue,3
tt3405714,Mythica: A Quest for Heroes,2014,92,4527,False,nm1237224,nm1344786,mythica a quest for heroes,5
tt3411432,All Creatures Big And Small,2005,87,4527,False,nm0312881,nm0861254,all creatures big and small,5
tt3413018,Tamako Love Story,2014,83,2105,True,nm2210720,nm1027089,tamako love story,3
tt3465916,Stations of the Cross,2014,110,4339,True,nm0117698,nm0117698,stations of the cross,4
tt3501590,Ithaca,2015,96,2731,False,nm0000212,nm0765490,ithaca,1
tt3506970,1983,2014,138,2490,True,nm6261619,nm6261619,1983,1
tt3526810,Adolf Hitler: The Greatest Story Never Told,2013,350,5610,True,nm6284048,nm6284048,adolf hitler the greatest story never told,7
tt3544082,45 Years,2015,91,32297,True,nm0354091,nm3807555,45 years,2
tt3547616,Áll Is Wéll,2015,126,1564,False,nm1084488,nm5378778,áll is wéll,3
tt3553976,Captain Fantastic,2016,118,208184,True,nm0743671,nm0743671,captain fantastic,2
tt3566788,Songs My Brothers Taught Me,2015,98,2665,True,nm2125482,nm2125482,songs my brothers taught me,5
tt3581652,West Side Story,2021,156,4527,True,nm0000229,nm0491306,west side story,3
tt3584496,Mermaid Down,2019,91,9886,False,nm3582757,nm3582757,mermaid down,2
tt3606888,Á Stréét Cát Náméd Bớb,2016,103,29851,True,nm0006854,nm0622329,á stréét cát náméd bớb,5
tt3642618,Life Eternal,2015,123,2354,True,nm0613996,nm0352028,life eternal,2
tt3685668,Recovery,2016,82,1882,False,nm3193346,nm3193346,recovery,1
tt3696192,Singh Is Bliing,2015,141,8248,False,nm0222150,nm8527461,singh is bliing,3
tt3720634,3 AM: A Paranormal Experience,2005,103,1028,False,nm2262560,nm1300956,3 am a paranormal experience,5
tt3734466,How Old Are You?,2014,122,1363,True,nm1754432,nm5392515,how old are you,4
tt3772964,Eventide,2015,73,1162,False,nm4729686,nm4729686,eventide,1
tt3779300,War Pigs,2015,91,3339,False,nm0514662,nm3531089,war pigs,2
tt3784160,Valley Uprising,2014,103,5473,True,nm2050348,nm2833230,valley uprising,2
tt3816458,Dead Rising: Watchtower,2015,118,8896,False,nm0513554,nm3939975,dead rising watchtower,3
tt3817950,Hemalkasa,2014,119,1082,True,nm4169405,nm4169405,hemalkasa,1
tt3901826,The Breadwinner,2017,94,23913,True,nm1316072,nm6667085,the breadwinner,2
tt3920820,Brian Banks,2018,99,6249,True,nm0001723,nm0040328,brian banks,2
tt3958072,The Lesson,2014,111,2517,True,nm1414010,nm1414010,the lesson,2
tt3958276,Midnight Diner,2014,119,2117,True,nm0559629,nm0559629,midnight diner,2
tt3962210,David and Goliath,2005,92,2054,False,nm0156828,nm0156828,david and goliath,3
tt4016994,Why Me?,2015,125,2408,True,nm0321363,nm7039922,why me,2
tt4031126,Lycan,2017,87,3094,False,nm0484314,nm1604378,lycan,1
tt4065552,Tuntematon sotilas,2017,180,4527,True,nm0521803,nm1497250,tuntematon sotilas,2
tt4067106,According to Ben Adams,2016,105,3102,True,nm3468427,nm3468427,according to ben adams,4
tt4074928,Realive,2016,112,4527,False,nm0317834,nm0317834,realive,1
tt4080728,A Man Called Ove,2015,116,51643,True,nm0391502,nm7554519,a man called ove,4
tt4088328,Jalaler Golpo,2014,121,1880,True,nm3769076,nm3769076,jalaler golpo,2
tt4105584,Deep,2017,93,1512,False,nm2280443,nm9251104,deep,1
tt4145304,Unexpected,2015,90,3146,False,nm1829290,nm1829290,unexpected,1
tt4148400,Two Hearts as One,2005,126,4052,True,nm1754460,nm6869215,two hearts as one,4
tt4149732,Crush the Skull,2015,83,1764,False,nm0629152,nm0629152,crush the skull,3
tt4154796,Avengers: Endgame,2019,181,970988,True,nm0751577,nm1411347,avengers endgame,2
tt4159182,Thé Lády in thé Cár with Glássés ánd á Gún,2015,93,2685,False,nm2677924,nm0418469,thé lády in thé cár with glássés ánd á gún,10
tt4164468,Warriors of the Rainbow: Seediq Bale II,2005,132,4527,True,nm0917669,nm0917669,warriors of the rainbow seediq bale ii,7
tt4188202,Prophet's Prey,2005,101,1725,True,nm1332844,nm0147022,prophets prey,2
tt4224478,The Subjects,2015,80,1228,False,nm4700030,nm4700030,the subjects,2
tt4286666,In-Lawfully Yours,2016,85,1783,False,nm0456239,nm0456239,inlawfully yours,2
tt4314716,Darkness Rising,2005,81,1414,False,nm1474879,nm1704969,darkness rising,2
tt4337690,90 Minutes in Heaven,2015,121,3819,False,nm0689187,nm7714780,90 minutes in heaven,4
tt4381236,Thé Gréásy Stránglér,2016,93,7267,False,nm1671995,nm1671995,thé gréásy stránglér,3
tt4414438,It Hád tớ Bé Yớú,2015,85,1261,False,nm1732883,nm1732883,it hád tớ bé yớú,5
tt4415326,Kaaki Sattai,2005,156,1398,False,nm10833353,nm5650556,kaaki sattai,2
tt4427800,Wálkáwáy Jớé,2020,89,1014,False,nm0942875,nm2363869,wálkáwáy jớé,2
tt4489416,The Anthem of the Heart,2015,119,5260,True,nm2171473,nm2584046,the anthem of the heart,5
tt4505260,Niyazi Gül Dörtnala,2015,106,3125,False,nm1699659,nm2103891,niyazi gül dörtnala,3
tt4518260,Albion: The Enchanted Stallion,2016,106,1481,False,nm2500541,nm1645352,albion the enchanted stallion,4
tt4567486,The Mind's Eye,2015,87,1878,False,nm3976308,nm3976308,the minds eye,3
tt4608574,Essex Boys: Law of Survival,2015,88,1336,False,nm1953143,nm1953143,essex boys law of survival,5
tt4624768,Evil Nature,2018,100,3239,True,nm1785613,\N,evil nature,2
tt4679210,Premam,2015,156,19498,True,nm4733887,nm4733887,premam,1
tt4727512,Srimanthudu,2015,158,11923,True,nm2270180,nm2270180,srimanthudu,1
tt4729990,Slash,2016,100,1111,False,nm0509828,nm0509828,slash,1
tt4765240,Ástrál,2018,83,4559,False,nm5033906,nm5840233,ástrál,1
tt4766604,Highway to Hellas,2015,88,1169,False,nm3866538,nm3866538,highway to hellas,3
tt4769836,The Do-Over,2016,108,43952,False,nm0109359,nm2475608,the doover,2
tt4817256,The Red Spider,2015,90,1405,False,nm1411830,nm7422351,the red spider,3
tt4819576,L.Ớ.R.D: Légénd ớf Ráváging Dynástiés,2016,118,1148,False,nm5794009,nm5794009,lớrd légénd ớf ráváging dynástiés,5
tt4882376,First They Killed My Father,2017,136,17521,True,nm0001401,nm0001401,first they killed my father,5
tt4890452,Given,2016,72,1652,True,nm7479472,nm7479476,given,1
tt4899370,Mégán Léávéy,2017,116,23158,True,nm1363250,nm0522645,mégán léávéy,2
tt4906984,Azhar,2005,130,5510,False,nm3051114,nm2980183,azhar,1
tt4929720,Patchwork,2015,86,1948,False,nm3225709,nm3225709,patchwork,1
tt4936176,Mascots,2016,89,7145,False,nm0001302,nm0682063,mascots,1
tt4937114,Rogue Warrior: Robot Fighter,2005,101,5335,False,nm1484928,nm1484928,rogue warrior robot fighter,4
tt4959548,The Reunion 3,2016,97,1019,False,nm0488715,nm0580795,the reunion 3,3
tt4972582,Split,2016,117,462041,True,nm0796117,nm0796117,split,1
tt4985848,Pitchfork,2016,94,4023,False,nm1698245,nm1698245,pitchfork,1
tt4987556,Thani Oruvan,2015,160,18960,True,nm1001345,nm5394336,thani oruvan,2
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,115,473655,True,nm1732981,nm1732981,three billboards outside ebbing missouri,5
tt5061162,The Teacher,2016,102,3373,True,nm0398575,nm0418588,the teacher,2
tt5074352,Dangal,2016,161,174777,True,nm4318159,nm4318159,dangal,1
tt5098128,Nannaku Prematho,2016,168,9466,True,nm1335875,nm8221259,nannaku prematho,2
tt5108476,Carefree,2016,130,7451,False,nm0159147,nm2680506,carefree,1
tt5160938,Lizzie,2018,105,7274,False,nm1646022,nm0440777,lizzie,1
tt5161502,SOMM: Into the Bottle,2015,90,1753,True,nm1852117,nm1852117,somm into the bottle,4
tt5168192,"I, Daniel Blake",2016,100,57703,True,nm0516360,nm0491956,i daniel blake,3
tt5176390,Non-Transferable,2005,83,1041,False,nm1731701,nm1731701,nontransferable,1
tt5179598,Billionaire Boys Club,2018,108,12399,False,nm0185063,nm0561359,billionaire boys club,3
tt5200962,Kadhalum Kadandhu Pogum,2016,136,2994,True,nm5650589,nm5650589,kadhalum kadandhu pogum,3
tt5228304,Bees Make Honey,2017,90,5466,False,nm4851653,nm4851653,bees make honey,3
tt5249200,Don't Come Back from the Moon,2017,82,1746,False,nm2814914,nm2814914,dont come back from the moon,6
tt5266456,Moving Parts,2017,106,1366,False,nm5628369,nm6441592,moving parts,2
tt5294522,Dreamland,2019,98,5066,False,nm3098802,nm4299678,dreamland,1
tt5333612,Actor in Law,2016,116,2482,True,nm6567539,nm6567539,actor in law,3
tt5518022,"Houston, We Have a Problem!",2016,88,3359,True,nm4069208,nm4069208,houston we have a problem,5
tt5644050,Pick of the Litter,2018,80,1474,True,nm2274615,nm2944812,pick of the litter,4
tt5700176,Dárk Rivér,2005,90,3717,False,nm1163237,nm0871857,dárk rivér,2
tt5702446,God Bless the Broken Road,2018,111,1031,False,nm1880561,nm1442877,god bless the broken road,5
tt5719700,Home Again,2017,97,31035,False,nm0583654,nm0583654,home again,2
tt5723028,Oskars Amerika,2017,79,1033,True,nm3081350,nm3081350,oskars amerika,2
tt5723416,The Beyond,2017,103,6041,False,nm2623609,nm2623609,the beyond,2
tt5746054,Spy Cát,2018,92,4527,False,nm0490771,nm0597026,spy cát,2
tt5834854,Mary,2019,84,3792,False,nm0003922,nm1097510,mary,1
tt5838806,Annmariya Kalippilanu,2016,127,1354,True,nm6576552,nm6576552,annmariya kalippilanu,2
tt5937296,Glory,2016,101,2266,True,nm1571492,nm1414010,glory,1
tt5974388,In Between,2005,103,2761,True,nm4092213,nm4092213,in between,2
tt6016744,Thé Édgé ớf Démớcrácy,2019,121,14373,True,nm3525467,nm8685858,thé édgé ớf démớcrácy,4
tt6083230,Little Forest,2018,103,2433,True,nm0948027,nm6226680,little forest,2
tt6110504,Becoming Bond,2017,95,2797,True,nm2307949,nm2307949,becoming bond,2
tt6129302,Bhavesh Joshi Superhero,2018,154,8145,True,nm0003939,nm4563017,bhavesh joshi superhero,3
tt6176928,Whớsé Strééts?,2017,102,1329,False,nm8536938,nm8635060,whớsé strééts,2
tt6182078,St. Agatha,2018,103,5636,False,nm1135423,nm6901643,st agatha,2
tt6198246,The Great War,2019,108,4527,False,nm3531089,nm3531089,the great war,3
tt6212984,Parava,2017,147,3859,True,nm6229968,nm6229968,parava,1
tt6222286,Pérféct,2018,88,1849,False,nm1382262,nm1219676,pérféct,1
tt6262764,Rip Tide,2017,85,3318,False,nm6026437,nm7204290,rip tide,2
tt6293032,My Son,2017,84,4527,False,nm0137228,nm4095599,my son,2
tt6344664,Code Geass: Lelouch of the Re;Surrection,2019,112,2307,True,nm0849465,nm1287521,code geass lelouch of the resurrection,6
tt6349302,Sniper: Ultimate Kill,2017,90,4253,False,nm0299603,nm0369675,sniper ultimate kill,3
tt6433456,Becoming Astrid,2018,123,5723,True,nm0278803,nm0278803,becoming astrid,2
tt6473066,Clouds,2020,121,8607,True,nm1682573,nm5967378,clouds,1
tt6475714,Mớnstér Húntér,2020,103,50192,False,nm0027271,nm1724522,mớnstér húntér,2
tt6485666,Mersal,2017,172,31675,True,nm5961051,nm8024751,mersal,1
tt6494418,Siberia,2005,104,14479,False,nm0743676,nm1336500,siberia,1
tt6495094,Little Women,2018,112,1238,False,nm3743828,nm3138308,little women,2
tt6571548,The White Tiger,2021,125,55770,True,nm1023919,nm2479059,the white tiger,3
tt6588966,Hichki,2018,116,4527,True,nm3289096,nm3256976,hichki,1
tt6613958,The Bygone,2019,115,4369,False,nm7146814,nm7146814,the bygone,2
tt6615648,Manu,2018,180,1060,True,nm5186373,nm5186373,manu,1
tt6659936,Évéry Timé I Dié,2019,98,1214,False,nm0584198,nm0584198,évéry timé i dié,4
tt6774212,Aiyaary,2018,157,4552,False,nm3109770,nm3109770,aiyaary,1
tt6964562,Black Site,2018,91,1153,False,nm7441188,nm7441188,black site,2
tt6967980,Bareilly Ki Barfi,2017,116,22032,True,nm6436658,nm4318159,bareilly ki barfi,3
tt6996016,Ninnu Kori,2017,137,3086,True,nm8526249,nm0893128,ninnu kori,2
tt7014110,Bring It On: Worldwide #Cheersmack,2005,95,1483,False,nm0011950,nm1010379,bring it on worldwide cheersmack,5
tt7019942,Super Deluxe,2019,176,13185,True,nm3586222,nm5237659,super deluxe,2
tt7078658,The Day Shall Come,2019,87,3680,False,nm0606439,nm0606439,the day shall come,4
tt7087210,Donnybrook,2005,101,2102,False,nm4991744,nm10391660,donnybrook,1
tt7142506,Sir,2005,99,6414,True,nm1402184,nm1402184,sir,1
tt7214842,One of Us,2017,95,6334,True,nm1823216,\N,one of us,3
tt7221896,Cumali Ceber,2017,100,38530,False,nm9107963,nm9107963,cumali ceber,2
tt7248248,Lucky Day,2019,99,2730,False,nm0000812,nm0000812,lucky day,2
tt7295450,Bétwéén Wớrlds,2018,90,8353,False,nm6707605,nm6707605,bétwéén wớrlds,2
tt7310916,John Leguizamo's Road to Broadway,2018,90,1414,True,nm2028460,nm0000491,john leguizamos road to broadway,5
tt7323600,Hagazussa,2017,102,5674,False,nm3949903,nm3949903,hagazussa,1
tt7339792,Unbroken: Path to Redemption,2018,98,2955,False,nm1880561,nm1227780,unbroken path to redemption,4
tt7339826,Máqúiá: Whén thé Prớmiséd Flớwér Blớớms,2018,115,5650,True,nm2584046,nm8413781,máqúiá whén thé prớmiséd flớwér blớớms,6
tt7349662,BlacKkKlansman,2018,135,246352,True,nm0000490,nm9259302,blackkklansman,1
tt7384848,Missing,2018,120,2194,False,nm1949089,nm1949089,missing,1
tt7464158,Phớtớcớpy,2017,90,1169,True,nm5258266,nm5505374,phớtớcớpy,1
tt7545266,Like a Boss,2020,83,12936,False,nm0037708,nm1294678,like a boss,3
tt7558302,Lying ánd Stéáling,2019,100,5348,False,nm2911073,nm2900802,lying ánd stéáling,3
tt7597486,Norske byggeklosser,2018,99,1019,False,nm0994299,nm0994299,norske byggeklosser,2
tt7638556,Come from Away,2021,106,1933,True,nm2259353,nm4276848,come from away,3
tt7658610,The Final Blade,2018,91,2143,False,nm4925484,nm4925484,the final blade,3
tt7681868,Walking on Water,2018,105,1007,True,nm1269734,\N,walking on water,3
tt7689924,Sééing Állréd,2005,96,1279,True,nm0343706,\N,sééing állréd,2
tt7748226,Rüzgar,2018,94,1622,False,nm3213872,nm1870058,rüzgar,1
tt7748244,Mortal World,2018,107,24681,True,nm1778124,nm5831457,mortal world,2
tt7779524,Zhán Dú Xiáớ,2018,85,1118,False,nm10248645,nm5444277,zhán dú xiáớ,3
tt7816386,Jawani Phir Nahi Ani 2,2018,165,1488,True,nm7397878,\N,jawani phir nahi ani 2,5
tt7881542,Happy Phirr Bhag Jayegi,2018,136,1335,False,nm2414127,nm2414127,happy phirr bhag jayegi,4
tt7900528,Let's Not Meet,2018,114,2002,False,nm3806890,nm3806890,lets not meet,3
tt7938336,Tagaru,2018,129,1469,True,nm4148549,nm11681785,tagaru,1
tt7958736,Ma,2019,99,50391,False,nm0853238,nm3398282,ma,1
tt8006374,Baba Yaga: Terror of the Dark Forest,2005,97,4527,False,nm5276483,nm5276483,baba yaga terror of the dark forest,7
tt8075192,Shoplifters,2018,121,71133,True,nm0466153,nm0466153,shoplifters,1
tt8145202,The F**k-It List,2020,103,5581,False,nm0003948,nm1908145,the fkit list,3
tt8188872,Váráthán,2018,130,3656,True,nm2039170,nm9920219,váráthán,1
tt8235296,The Trump Prophecy,2018,120,2302,False,nm0776398,nm9444787,the trump prophecy,3
tt8286926,Nján Prákáshán,2005,131,4009,True,nm0030791,nm0820208,nján prákáshán,2
tt8305806,Thé Wrétchéd,2019,95,13971,False,nm0682301,nm0682342,thé wrétchéd,2
tt8350360,Annabelle Comes Home,2019,106,69216,False,nm2477891,nm1490123,annabelle comes home,3
tt8364132,Birbal Trilogy: Case 1 - Finding Vajramuni,2019,163,4527,True,nm4297037,\N,birbal trilogy case 1  finding vajramuni,6
tt8394314,Witnesses,2019,97,1559,False,nm7248250,nm7248250,witnesses,1
tt8396294,Dárlin',2019,100,1771,False,nm1717573,nm1031246,dárlin,1
tt8399720,Tina,2021,118,3900,True,nm1390562,nm1390562,tina,1
tt8457792,This Is North Preston,2019,77,1562,True,nm7364459,nm7364459,this is north preston,4
tt8506840,I Do Not Care If We Go Down in History as Barbarians,2005,140,1444,True,nm1257492,nm1257492,i do not care if we go down in history as barbarians,12
tt8522820,The Warden,2005,87,5413,True,nm6276616,nm6276616,the warden,2
tt8579674,1917,2019,119,512199,True,nm0005222,nm4880670,1917,1
tt8663446,Halloween at Aunt Ethel's,2019,80,1876,False,nm1550645,nm1550645,halloween at aunt ethels,4
tt8665634,Qismat,2018,137,2851,True,nm6054966,nm6054966,qismat,1
tt8689290,The Alpines,2021,93,4079,False,nm4801995,nm5651025,the alpines,2
tt8703884,Bathroom Stalls & Parking Lots,2019,80,1168,True,nm4528931,nm10613482,bathroom stalls  parking lots,4
tt8879946,Maiden,2018,97,2136,True,nm0391739,\N,maiden,1
tt9000388,Tottaa Pataaka Item Maal,2019,107,8034,True,nm3745186,nm3745186,tottaa pataaka item maal,4
tt9089294,Thé Sévén Déádly Sins: Prisớnérs ớf thé Sky,2018,99,4439,True,nm7642612,nm10880010,thé sévén déádly sins prisớnérs ớf thé sky,8
tt9114472,Ice on Fire,2019,88,1503,True,nm2126446,\N,ice on fire,3
tt9173154,Separation,2021,107,2019,False,nm0068587,nm0105794,separation,1
tt9176086,Saina,2021,135,3915,False,nm1244760,nm3451648,saina,1
tt9239552,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,2019,90,3072,True,nm1993246,nm1768343,konosuba gods blessing on this wonderful world  legend of crimson,10
tt9243946,El Camino: A Breaking Bad Movie,2019,122,210566,True,nm0319213,nm0319213,el camino a breaking bad movie,6
tt9412098,Fyre,2019,97,41243,True,nm0807687,\N,fyre,1
tt9448332,Ishq,2019,134,4527,True,nm9652572,nm8920068,ishq,1
tt9558612,PM Náréndrá Mớdi,2019,136,7005,False,nm1293225,nm5969138,pm náréndrá mớdi,3
tt9598172,Sáving Léningrád,2019,96,2200,False,nm1823246,nm1823246,sáving léningrád,2
tt9691136,Shadow in the Cloud,2020,83,22617,False,nm1755396,nm1755396,shadow in the cloud,4
tt9695258,So My Grandma's a Lesbian!,2019,94,1054,False,nm3345058,nm3345058,so my grandmas a lesbian,5
tt9849004,Happily,2021,96,4527,False,nm2818863,nm2818863,happily,1
tt0011607,The Parson's Widow,1920,94,1264,True,nm0003433,nm0418114,the parsons widow,3
tt0014358,The Pilgrim,1923,47,4891,True,nm0000122,nm0000122,the pilgrim,2
tt0014611,Why Worry?,1923,63,1739,True,nm0628345,nm0907778,why worry,2
tt0016847,Faust,1926,107,14809,True,nm0003638,nm0324473,faust,1
tt0018773,Thé Circús,1928,72,32601,True,nm0000122,nm0000122,thé circús,2
tt0019109,Lonesome,1928,69,2231,True,nm0270838,nm0715723,lonesome,1
tt0020122,Lucky Star,1929,100,1308,True,nm0097648,nm0876811,lucky star,2
tt0021739,La Chienne,1931,91,4105,True,nm0719756,nm0610207,la chienne,2
tt0022436,Street Scene,1931,80,1738,True,nm0896542,nm0723418,street scene,2
tt0023649,Vampyr,1932,75,17361,True,nm0003433,nm0003433,vampyr,1
tt0024183,International House,1933,68,1261,True,nm0840042,nm0374013,international house,2
tt0025913,The Triumph of the Will,1935,114,16974,True,nm0726166,nm1168002,the triumph of the will,5
tt0026029,Thé 39 Stéps,1935,86,55071,True,nm0000033,nm0067308,thé 39 stéps,3
tt0027438,The Charge of the Light Brigade,1936,115,4793,True,nm0002031,nm0500284,the charge of the light brigade,6
tt0027652,Fury,2005,92,12115,True,nm0000485,nm0469915,fury,1
tt0028096,The Petrified Forest,1936,82,13452,True,nm0562845,nm0792845,the petrified forest,3
tt0028216,San Francisco,1936,115,5371,True,nm0886754,nm0542534,san francisco,2
tt0028346,Reefer Madness,1936,66,8480,False,nm0309163,nm0291515,reefer madness,2
tt0028772,A Day at the Races,1937,111,13606,True,nm0939992,nm0933133,a day at the races,5
tt0029310,Night Múst Fáll,1937,116,2497,True,nm0861703,nm0886668,night múst fáll,3
