tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,title_uniqueness,sentiment_score,word_count,title_word_length_std,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Unknown,Western
1298,2058,94,2894,False,185,6126,1977,6,0.5,0.0,5,2.8000000000000003,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1299,480,103,1369,True,3067,3476,1978,6,0.3333333333333333,0.0,5,1.624807680927192,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1300,3429,95,1810,True,1471,2655,1978,14,0.5,0.0,3,2.8284271247461903,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1301,2145,117,23979,False,166,2872,1977,6,0.16666666666666666,0.0,4,2.5495097567963922,15.0,27.0,13.0,36472.0,4,23,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1302,221,106,13388,True,3103,1789,1977,6,0.3333333333333333,0.35714285714285715,3,2.494438257849294,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1303,2562,84,2677,False,30,27,1977,6,0.5,0.5,3,0.4714045207910317,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1304,6477,120,6660,True,11,2401,1977,10,0.3333333333333333,0.7,5,0.9797958971132712,33.0,12.0,37.0,1591.0,4,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1305,6270,85,1112,False,2539,1740,1978,6,0.25,0.0,5,3.63318042491699,91.0,11.0,83.0,6267.0,10,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1306,6296,84,4452,False,3027,6038,1977,6,1.0,0.9,4,2.947456530637899,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1307,3222,117,9341,True,382,3248,1977,27,0.5,0.0,1,0.0,72.0,58.0,67.0,17308.0,42,16,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1308,7621,86,14982,True,3173,3963,1980,6,1.0,0.0,4,0.82915619758885,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1309,6374,78,2034,False,1735,3303,1973,6,1.0,-0.1,7,1.2453996981544782,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1310,3647,89,1089,False,208,8624,1977,6,0.3333333333333333,0.5,6,3.095695936834452,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1311,3725,105,1320,True,2501,4882,1977,20,0.5,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1312,3944,95,5776,True,1126,1893,1977,9,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1313,4049,89,1192,False,1935,3707,1977,14,0.5,0.0,2,2.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1314,5795,86,13335,False,669,867,1977,14,0.5,0.0,4,1.118033988749895,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1315,2406,96,3131,False,2611,11292,1980,6,0.16666666666666666,-0.4,4,1.299038105676658,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1316,4347,159,8854,True,3021,6019,1977,6,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1317,5366,121,20272,True,211,2954,1977,4,0.5,0.0,1,0.0,79.0,39.0,83.0,3800.0,31,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1318,3762,94,1990,False,2562,1278,1977,7,0.14285714285714285,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1319,5566,99,88511,True,132,123,1977,15,0.3333333333333333,0.0,1,0.0,65.0,325.0,65.0,2709.0,212,113,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1320,5673,102,3606,False,606,1425,1977,7,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1321,7157,126,1308,False,909,11418,1977,7,0.3333333333333333,0.0,3,1.699673171197595,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1322,4410,120,1742,True,3453,6991,1977,6,1.0,-0.125,5,1.2,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1323,7060,108,1083,True,3638,3107,1977,6,0.3333333333333333,0.0,3,3.7416573867739413,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1324,6949,186,5914,True,2676,5241,1978,6,1.0,0.0,5,1.4142135623730951,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1325,5766,91,13335,False,707,4084,1978,31,1.0,-0.6999999999999998,7,1.178030178747903,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1326,823,182,2093,True,2989,6903,1977,6,0.5,0.0,4,1.479019945774904,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1327,5816,99,4646,False,3606,7348,1978,6,0.16666666666666666,0.0,3,0.9428090415820634,97.0,65.0,91.0,33511.0,63,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1328,990,114,8194,True,276,250,1978,10,0.3333333333333333,0.0,2,1.0,100.0,12.0,89.0,3282.0,12,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1329,3413,97,10532,True,2508,5543,1978,10,0.25,0.0,4,1.479019945774904,95.0,21.0,85.0,6403.0,20,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1330,1534,104,2395,True,957,3376,1978,1,0.5,0.0,2,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1331,5909,122,2114,True,3069,3800,1978,6,0.5,0.0,5,2.7856776554368237,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1332,1509,105,3059,False,2948,855,1978,18,0.5,0.0,2,1.0,50.0,8.0,43.0,3952.0,4,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1333,1660,94,56145,True,91,86,1978,6,1.0,0.0,3,1.632993161855452,92.0,53.0,89.0,16304.0,49,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1334,1715,140,13335,True,1619,285,1978,6,0.5,0.0,4,1.118033988749895,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1335,6005,183,327327,True,178,159,1978,17,0.25,0.0,3,1.247219128924647,93.0,76.0,92.0,103489.0,71,5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1336,1766,119,2388,True,202,5031,1978,10,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1337,6035,91,15646,True,226,211,1978,6,1.0,0.0,2,1.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1338,2164,105,6887,False,3097,6188,1978,6,1.0,0.0,3,1.4142135623730951,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1339,2637,91,260115,True,20,20,1978,17,0.5,0.0,1,0.0,96.0,72.0,89.0,303224.0,69,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1340,3463,106,13335,True,46,43,1979,6,1.0,0.0,4,1.920286436967152,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1341,2680,93,1098,False,694,6161,1978,6,0.25,0.0,3,1.4142135623730951,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1342,6285,66,1082,True,3008,3902,1978,10,0.5,0.0,6,2.9249881291307074,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1343,2949,101,27637,False,3679,7493,1978,6,1.0,0.0,5,1.469693845669907,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1344,3012,124,4043,True,202,184,1978,5,1.0,0.0,6,1.4142135623730951,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1345,3066,127,13335,False,1400,2490,1978,14,0.5,0.0,2,3.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1346,3087,115,57581,True,1953,5816,1978,6,0.5,0.0,5,2.785677655436824,98.0,57.0,85.0,19182.0,56,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1347,3158,116,75889,False,3318,276,1978,6,0.3333333333333333,0.0,2,1.5,58.0,31.0,38.0,299707.0,18,13,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1348,3457,85,6152,False,2865,5442,1978,7,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1349,6493,104,2804,False,1535,4611,1978,6,0.25,0.0,2,2.0,33.0,9.0,35.0,903.0,3,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1350,4340,115,8664,True,1068,1758,1978,14,0.25,0.0,3,0.816496580927726,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1351,5723,115,3535,True,1128,2258,1978,26,0.3333333333333333,0.0,4,3.2015621187164243,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1352,4596,94,20905,False,187,5864,1978,20,0.5,0.0,1,0.0,69.0,26.0,41.0,12096.0,18,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1353,4877,95,4994,False,1779,4564,1978,6,0.5,0.0,4,1.479019945774904,50.0,10.0,40.0,11294.0,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1354,5700,116,13335,True,2237,3376,1978,31,1.0,0.0,5,2.0591260281974,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1355,5320,97,11419,True,3664,6910,1978,6,0.2,0.0,5,1.624807680927192,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1356,5474,114,8440,True,1606,1318,1978,6,0.1,0.2,2,2.0,75.0,8.0,83.0,1997.0,6,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1357,6342,88,1835,False,706,6743,1979,5,0.3333333333333333,0.0,3,1.4142135623730951,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1358,7266,167,2202,True,502,3839,1978,25,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1359,3909,105,1370,False,1439,7848,1978,27,0.25,0.0,3,1.247219128924647,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1360,7515,95,13335,True,425,5248,1978,6,1.0,0.0,2,2.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1361,492,119,13335,True,1879,1854,1979,6,0.5,0.0,4,1.7320508075688772,83.0,29.0,80.0,19067.0,24,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1362,41,118,32805,False,40,114,1979,30,0.3333333333333333,0.0,1,0.0,42.0,24.0,48.0,24103.0,10,14,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1363,5942,113,6124,False,2927,5952,1979,31,0.3333333333333333,0.0,4,2.5495097567963922,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1364,362,117,833476,True,109,5184,1979,5,0.5,-0.25,1,0.0,98.0,125.0,94.0,459868.0,122,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1365,391,123,30341,True,314,293,1979,12,0.5,0.0,3,0.4714045207910317,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1366,507,97,1939,False,1011,2374,1979,12,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1367,202,102,1140,True,1868,3575,1979,7,1.0,0.5,3,4.189935029992178,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1368,546,147,636802,True,60,4817,1979,31,0.25,0.0,2,3.5,98.0,95.0,94.0,286037.0,93,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1369,772,118,13335,False,3135,4460,1979,6,0.25,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1370,834,93,3035,False,94,89,1979,31,0.5,0.0,6,3.0912061651652345,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1371,5830,118,12495,True,638,4618,1979,6,0.2,-0.16666666666666666,3,2.0548046676563256,90.0,29.0,83.0,32474.0,26,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1372,6935,142,23497,True,3075,6225,1979,5,0.25,0.0,3,0.4714045207910317,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1373,1218,95,53698,False,1188,1655,1980,6,0.5,0.0,2,0.5,65.0,17.0,62.0,25721.0,11,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1374,1405,106,1241,False,2875,4039,1979,6,0.3333333333333333,0.0,3,0.9428090415820634,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1375,2851,89,1936,True,51,7003,1979,6,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1376,1376,150,2345,True,2980,7775,1979,6,0.25,0.0,4,1.8708286933869707,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1377,5986,92,1525,False,228,7272,1979,6,0.5,-0.15,2,0.5,40.0,10.0,32.0,7430.0,4,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1378,2107,125,4970,False,1076,1783,1979,6,0.3333333333333333,0.0,3,1.8856180831641267,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1379,2524,97,3099,True,170,151,1979,6,0.5,0.0,3,1.4142135623730951,82.0,11.0,73.0,1362.0,9,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,2653,120,18804,True,2552,8161,1979,24,0.3333333333333333,0.0,2,0.0,33.0,9.0,30.0,1267.0,3,6,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1381,2632,121,36773,True,207,5677,1979,10,0.3333333333333333,0.0,1,0.0,88.0,24.0,88.0,29940.0,21,3,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1382,6340,86,1483,True,957,3376,1979,28,0.5,0.3,6,1.1055415967851334,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1383,6403,102,2877,False,2356,7255,1978,6,0.3333333333333333,0.0,2,1.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1384,6466,112,13335,False,3689,5341,1979,12,0.5,0.16666666666666666,3,0.816496580927726,40.0,10.0,42.0,2366.0,4,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1385,3789,96,137263,True,14,14,1979,9,0.5,0.0,1,0.0,96.0,67.0,92.0,51822.0,64,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1386,4022,110,13335,False,2639,5156,1979,6,0.25,0.25,3,1.8856180831641267,20.0,10.0,33.0,3947.0,2,8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1387,4078,189,2757,True,2432,8053,1978,24,0.3333333333333333,0.0,3,2.8284271247461903,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1388,4112,100,4201,True,133,7353,1979,6,0.5,0.9,3,2.8674417556808756,85.0,20.0,68.0,488.0,17,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1389,4562,99,1049,False,1342,2360,1979,6,1.0,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1390,2272,108,1227,True,2470,7061,1979,4,0.3333333333333333,0.0,2,2.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1391,7795,84,5319,False,1536,6126,1980,21,0.5,0.0,2,1.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1392,3691,100,29399,True,2500,4174,1979,6,0.2,0.0,6,2.6718699236468995,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1393,5068,88,1540,False,2743,5391,1979,0,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1394,5090,116,2649,False,3094,3152,1979,18,0.25,0.0,2,2.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1395,5112,98,11179,True,1014,4846,1979,21,1.0,-0.3,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1396,5045,143,2117,True,3483,7052,1980,24,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1397,5429,162,128082,True,289,6647,1979,18,0.25,0.0,1,0.0,100.0,41.0,93.0,25338.0,41,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1398,6987,108,3581,False,2718,1710,1979,6,0.2,0.0,2,2.0,89.0,120.0,84.0,127079.0,107,13,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1399,6991,112,10769,True,1953,5604,1979,5,0.3333333333333333,0.0,2,3.0,89.0,18.0,87.0,7099.0,16,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1400,7000,92,99041,True,226,7476,1979,6,0.3333333333333333,0.0,2,2.5,90.0,39.0,88.0,76128.0,35,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1401,7698,80,9496,True,223,210,1979,19,0.5,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1402,348,88,226998,True,119,115,1980,6,0.05555555555555555,0.0,1,0.0,97.0,67.0,89.0,291938.0,65,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1403,5732,74,1125,False,2761,5112,1980,5,0.5,-0.225,3,0.816496580927726,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1404,746,104,8828,False,2560,101,1980,6,0.25,0.0,4,1.224744871391589,45.0,11.0,42.0,2211.0,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1405,5815,113,19432,True,316,295,1980,6,1.0,0.0,4,0.0,90.0,49.0,78.0,9048.0,44,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1406,6901,107,7780,True,931,104,1980,14,0.16666666666666666,0.0,5,2.5768197453450252,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1407,5844,133,192064,True,85,15,1980,6,0.5,0.0,3,2.0548046676563256,84.0,58.0,92.0,256003.0,49,9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1408,1786,102,1347,False,208,194,1980,1,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1409,1224,124,4062,False,3511,7377,1980,6,0.5,0.0,4,0.7071067811865476,7.0,14.0,37.0,3081.0,1,13,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1410,2129,99,2747,False,2279,6127,1980,14,0.5,0.0,4,3.418698582794336,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1411,6380,131,13637,True,11,3004,1980,6,0.3333333333333333,0.0,3,0.816496580927726,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1412,2636,97,1809,False,968,10381,1978,31,0.5,-0.16666666666666666,6,1.2133516482134197,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1413,1886,94,1859,False,1659,11738,1980,6,0.3333333333333333,0.0,4,1.118033988749895,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1414,6075,104,5399,False,1543,2822,1980,6,1.0,0.0,2,4.5,38.0,13.0,40.0,2106.0,5,8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1415,6235,99,2034,False,793,6789,1980,6,0.5,0.0,2,1.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1416,2269,95,1593,True,2243,10903,1980,28,1.0,0.0,5,1.2649110640673518,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1417,3056,113,1796,True,196,229,1980,20,0.3333333333333333,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1418,6316,109,13335,False,486,276,1980,6,0.5,0.0,2,1.5,40.0,5.0,51.0,7403.0,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1419,6324,115,4302,False,1384,5712,1980,5,0.16666666666666666,0.0,3,1.247219128924647,75.0,28.0,56.0,4506.0,21,7,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1420,3262,180,34545,True,9,3482,1980,27,0.5,0.0,1,0.0,88.0,24.0,92.0,12408.0,21,3,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
