tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,sentiment_score,word_count,tomatometer_rating,audience_rating
tt0088099,Sharaabi,180,2826,True,2838,9609,1984,24,0.0,1,67.0,63.0
tt0088146,A Soldiers Story,101,13335,True,2171,3079,1984,6,0.0,3,90.0,81.0
tt0088175,Sta se zgodi kad se ljubav rodi,103,1129,True,1015,5427,1984,11,0.0,7,67.0,63.0
tt0088213,Swing Shift,100,4664,False,200,6158,1984,6,0.0,2,87.0,41.0
tt0088224,Tank,113,4269,False,1126,3400,1984,27,0.0,1,67.0,63.0
tt0088241,Voyage to Cythera,120,2565,True,133,9038,1984,31,0.0,3,67.0,63.0
tt0088247,The Terminator,107,826119,True,22,8768,1984,6,0.0,2,100.0,89.0
tt0088286,Top Secret,90,64256,True,126,1564,1984,6,0.04999999999999999,2,77.0,80.0
tt0088299,Twist and Shout,108,13335,True,144,135,1984,6,0.0,3,67.0,63.0
tt0088333,Up the Creek,96,3449,False,997,3526,1984,6,0.0,3,67.0,63.0
tt0088334,Urusei Yatsura 2 Beautiful Dreamer,98,13335,True,3142,8009,1984,21,0.85,5,67.0,63.0
tt0088379,The Warrior and the Sorceress,81,2008,False,948,6210,1984,6,0.0,5,67.0,63.0
tt0088380,Warrior of the Lost World,92,2641,False,1203,2043,1984,6,0.0,5,67.0,63.0
tt0088708,American Warrior,95,13335,False,1579,7585,1985,6,0.0,2,67.0,63.0
tt0088757,Avenging Angel,93,1527,False,3102,896,1985,28,0.0,2,33.0,25.0
tt0088760,Baby Secret of the Lost Legend,95,3267,False,3081,5745,1985,6,-0.4,6,13.0,38.0
tt0088763,Back to the Future,116,1127305,True,125,3114,1985,6,0.0,4,96.0,94.0
tt0088782,Before Stonewall,87,1079,True,3596,0,1984,6,0.0,2,94.0,78.0
tt0088794,Better Off Dead,97,43369,True,2030,3971,1985,5,0.15,3,67.0,63.0
tt0088847,The Breakfast Club,97,376441,True,83,79,1985,6,0.0,3,89.0,92.0
tt0088879,Il camorrista,171,13335,True,3973,5443,1986,14,0.0,2,67.0,63.0
tt0088930,Clue,94,91894,True,2665,6646,1985,10,0.0,1,65.0,86.0
tt0088939,The Color Purple,154,83143,True,43,8472,1985,6,0.0,3,81.0,94.0
tt0088961,Creature,95,3745,False,2712,6843,1985,21,0.0,1,10.0,17.0
tt0088967,Crimewave,83,5585,False,108,104,1985,6,0.0,1,67.0,63.0
tt0088993,Day of the Dead,101,66989,True,289,265,1985,6,-0.2,4,81.0,75.0
tt0089002,Death Warmed Up,82,1194,False,865,3807,1984,6,0.0,3,67.0,63.0
tt0089060,The Dungeonmaster,73,2219,False,4010,1702,1984,0,0.0,2,67.0,63.0
tt0089066,Detective,95,1930,False,77,5813,1985,6,0.0,1,67.0,63.0
tt0089074,Egeszseges erotika,94,13335,True,4015,8271,1986,12,0.0,2,67.0,63.0
tt0089108,Waiting for the Hearse,94,6015,True,1433,4872,1985,31,0.0,4,67.0,63.0
tt0089199,Get Out of My Room,53,1173,False,269,250,1985,6,0.0,5,67.0,63.0
tt0089200,Ghoulies,81,9022,False,320,5081,1984,0,0.0,1,67.0,63.0
tt0089271,The Adventures of Hercules,88,1359,False,1190,2009,1985,6,0.0,4,67.0,63.0
tt0089280,Hobgoblins,88,12838,False,3359,6762,1988,23,0.0,1,67.0,63.0
tt0089308,Howling II  Your Sister Is a Werewolf,91,6997,False,2948,7259,1985,6,0.0,7,67.0,63.0
tt0089371,Mr Vampire,96,3835,True,2488,4040,1985,28,0.0,2,67.0,63.0
tt0089378,Making Contact,98,1491,False,71,3877,1985,0,0.0,2,67.0,63.0
tt0089420,King David,114,2277,False,163,2115,1985,18,0.0,2,8.0,42.0
tt0089421,King Solomons Mines,100,13252,False,2515,7585,1985,6,0.0,3,92.0,59.0
tt0089501,Screwballs II,92,1310,False,4319,6618,1985,6,0.0,2,67.0,63.0
tt0089560,Mask,120,27829,True,173,3661,1985,27,0.0,1,67.0,63.0
tt0089562,Massacre in Dinosaur Valley,88,1976,False,3913,3428,1985,14,0.0,4,67.0,63.0
tt0089569,Maxie,98,1080,False,546,6884,1985,24,0.0,1,67.0,63.0
tt0089584,The Mass Is Ended,94,1791,True,2956,6502,1985,6,0.0,4,67.0,63.0
tt0089598,Miranda,96,2133,False,176,3361,1985,13,0.0,1,67.0,63.0
tt0089603,Mishima A Life in Four Chapters,120,10736,True,291,5788,1985,31,0.0,6,89.0,91.0
tt0089606,My Life as a Dog,101,20636,True,337,1122,1985,26,0.0,5,67.0,63.0
tt0089622,Morons from Outer Space,86,1891,False,2024,7678,1985,6,-0.8,4,67.0,63.0
tt0089686,A Nightmare on Elm Street 2 Freddys Revenge,87,66717,False,3696,25,1985,6,0.0,8,41.0,33.0
tt0089695,No Retreat No Surrender,85,16558,False,2434,7899,1985,6,0.0,4,67.0,63.0
tt0089716,Colonel Redl,144,2917,True,3888,6272,1985,14,0.0,2,67.0,63.0
tt0089746,The Funeral,124,1231,True,2127,4162,1984,27,0.0,2,67.0,63.0
tt0089748,When Father Was Away on Business,136,13335,True,256,7573,1985,6,0.0,6,67.0,63.0
tt0089755,Out of Africa,161,77040,True,280,6821,1985,31,0.0,3,59.0,83.0
tt0089776,Parole de flic,98,1124,False,3262,2786,1985,7,0.0,3,67.0,63.0
tt0089798,Perfect,115,5136,False,938,1447,1985,6,1.0,1,21.0,50.0
tt0089800,The Feather Fairy,90,1153,True,2150,4201,1985,6,0.0,3,67.0,63.0
tt0089847,The Protector,91,4438,False,1770,9641,1985,6,0.0,2,20.0,45.0
tt0089853,The Purple Rose of Cairo,82,50378,True,16,16,1985,6,0.6,5,92.0,88.0
tt0089893,Red Sonja,89,40554,False,1588,8755,1985,23,0.0,2,15.0,28.0
tt0089941,Runaway Train,111,28509,True,2371,6210,1985,28,0.0,2,85.0,76.0
tt0089957,Samaya obayatelnaya i privlekatelnaya,81,1773,True,813,2669,1985,28,0.0,4,67.0,63.0
tt0089960,Vagabond,105,10520,True,4042,8333,1985,9,0.0,1,67.0,63.0
tt0090009,She,106,1605,False,2006,3620,1984,6,0.0,1,50.0,52.0
tt0090057,Spookies,85,3220,False,1953,10103,1986,31,0.0,1,67.0,63.0
tt0090073,Stick,109,2031,False,111,7872,1985,22,0.0,1,29.0,36.0
tt0090110,Sweet Dreams,115,13335,True,3406,3241,1985,0,0.35,2,67.0,63.0
tt0090152,Thats Dancing,105,1048,True,1899,3635,1985,6,0.0,2,67.0,63.0
tt0090184,Tomboy,91,1513,False,1635,8941,1985,27,0.0,1,96.0,82.0
tt0090196,Transylvania 65000,93,7399,False,1323,2326,1985,9,0.0,2,18.0,41.0
tt0090246,Vabank II czyli riposta,97,2546,True,2673,6203,1985,19,0.0,4,67.0,63.0
tt0090333,Wizards of the Lost Kingdom,72,1649,False,2032,6004,1985,6,0.0,5,67.0,63.0
tt0090356,Young Lady Chatterley II,86,1149,False,389,4935,1985,6,0.1,4,67.0,63.0
tt0090556,night Mother,96,2244,True,2946,6129,1986,6,0.0,2,67.0,63.0
tt0090563,Betty Blue,185,20578,True,159,147,1986,10,0.0,2,67.0,63.0
tt0090565,Four Adventures of Reinette and Mirabelle,99,2597,True,498,5777,1987,10,0.0,6,67.0,63.0
tt0090576,The Assault,141,3177,True,3342,5947,1986,6,0.0,2,67.0,63.0
tt0090579,Voyeur,100,2289,True,4135,8524,1986,5,0.0,1,79.0,60.0
tt0090660,Armed and Dangerous,88,11241,False,2552,8186,1986,6,-0.6,3,10.0,39.0
tt0090678,Avenging Force,104,2770,False,1579,1340,1986,6,0.0,2,67.0,63.0
tt0090750,Blood Hook,92,1165,False,2707,12574,1986,24,0.0,2,67.0,63.0
tt0090753,Blue City,83,1186,False,2728,225,1986,6,0.0,2,67.0,63.0
tt0090837,Chopping Mall,77,13718,False,3293,5803,1986,28,0.0,2,67.0,63.0
tt0090859,Cobra,87,70908,False,1228,42,1986,7,0.0,1,14.0,42.0
tt0090888,Crossroads,99,15455,True,235,3092,1986,20,0.0,1,14.0,40.0
tt0090903,The Devils Honey,83,1255,False,334,6376,1986,14,0.0,3,67.0,63.0
tt0091019,Every Time We Say Goodbye,95,2424,False,2920,772,1986,6,0.0,5,67.0,63.0
tt0091027,Eye of the Tiger,92,1991,False,3569,5854,1986,6,0.0,4,67.0,63.0
tt0091055,Firewalker,105,13335,False,2515,624,1986,0,0.0,1,8.0,32.0
tt0091064,The Fly,96,171445,True,65,63,1986,6,0.8,2,92.0,83.0
tt0091093,The Fugitives,95,6631,True,4049,8347,1986,10,0.0,2,67.0,63.0
tt0091113,Ginger  Fred,125,5063,True,4,6552,1986,4,0.0,2,67.0,63.0
tt0091149,The Great Mouse Detective,74,47842,True,2786,2538,1986,10,0.8,4,80.0,79.0
tt0091165,Hamburger The Motion Picture,90,1797,False,2767,7069,1986,6,0.0,4,67.0,63.0
tt0091166,Hands of Steel,94,2462,False,2762,3428,1986,6,0.0,3,67.0,63.0
tt0091167,Hannah and Her Sisters,107,13335,True,16,16,1986,12,0.0,4,91.0,90.0
tt0091203,Highlander,116,130640,True,2983,2844,1986,5,0.0,1,69.0,79.0
tt0091209,The Hitcher,97,46000,True,1928,6835,1986,6,0.0,2,19.0,52.0
tt0091256,Permission,137,1467,True,1867,3569,1987,31,0.0,1,67.0,63.0
tt0091276,Invaders from Mars,100,8640,False,237,5136,1986,26,0.0,3,82.0,56.0
tt0091278,Iron Eagle,117,14115,False,336,319,1986,28,0.0,2,20.0,56.0
tt0091306,Jumpin Jack Flash,105,19058,False,270,2345,1986,6,0.0,3,29.0,58.0
tt0091313,Born American,97,1989,False,227,7422,1986,6,0.0,2,67.0,63.0
tt0091344,King Kong Lives,105,5954,False,1863,8480,1986,28,0.0,3,67.0,63.0
tt0091466,Mama is boos,110,13335,False,1972,3833,1986,24,0.0,3,67.0,63.0
tt0091538,Mona Lisa,104,16063,True,247,5013,1986,28,0.0,2,97.0,81.0
tt0091544,Monster in the Closet,90,2588,False,1280,1126,1986,6,0.0,4,67.0,63.0
tt0091555,Morrhar  artor,101,13335,False,1488,2677,1986,26,0.0,2,67.0,63.0
tt0091560,Mountaintop Motel Massacre,95,1532,False,2812,5578,1983,31,0.0,3,67.0,63.0
tt0091653,Nothing in Common,118,6929,False,464,6652,1986,6,-0.3,3,57.0,40.0
tt0091658,Nutcracker,89,13335,True,714,509,1986,6,0.0,1,67.0,63.0
tt0091671,From a Whisper to a Scream,99,2353,False,989,5355,1987,6,0.0,6,67.0,63.0
tt0091706,Out of Bounds,93,1576,False,4004,4454,1986,6,0.0,3,67.0,63.0
tt0091759,Dead Mans Letters,87,3065,True,2629,7919,1986,23,-0.2,3,67.0,63.0
tt0091777,Police Academy 3 Back in Training,83,44440,False,3181,7498,1986,6,0.0,6,40.0,39.0
tt0091778,Poltergeist II The Other Side,91,26551,False,221,3437,1986,5,-0.125,5,67.0,63.0
tt0091814,Quicksilver,105,4710,False,1426,2506,1986,9,0.0,1,13.0,37.0
tt0091818,Radioactive Dreams,98,1662,False,861,1276,1985,6,0.0,2,67.0,63.0
tt0091836,Reform School Girls,94,2421,False,1372,2181,1986,31,0.0,3,25.0,64.0
tt0091886,Salvador,122,20712,True,45,9025,1986,20,0.0,1,88.0,86.0
tt0091902,White Slave,90,1738,False,1693,6683,1985,23,0.0,2,67.0,63.0
tt0091969,Slaughter High,90,5894,False,1533,5148,1986,6,0.16,2,0.0,33.0
tt0091982,The Loner,100,1536,False,1368,7196,1987,10,0.0,2,67.0,63.0
tt0091990,Sorority House Massacre,74,3217,False,1626,3000,1986,6,0.0,3,67.0,63.0
tt0092048,Tampopo,114,13335,True,2127,4162,1985,28,0.0,1,100.0,93.0
tt0092112,Trick or Treat,98,6561,False,298,8787,1986,6,0.0,3,67.0,63.0
tt0092115,Troll,82,10060,False,977,6004,1986,18,0.0,1,67.0,63.0
tt0092117,True Stories,89,6427,True,1006,1615,1986,6,0.35,2,78.0,83.0
tt0092133,Under the Cherry Moon,100,3335,False,360,4293,1986,6,0.0,4,36.0,67.0
tt0092288,The Zero Boys,89,2396,False,2773,6487,1986,6,0.0,3,67.0,63.0
tt0092297,Zombie Nightmare,89,3475,False,758,8608,1987,0,0.0,2,67.0,63.0
tt0092501,Project A 2,106,9943,True,62,8907,1987,13,0.0,3,67.0,63.0
tt0092548,American Ninja 2 The Confrontation,90,8604,False,1579,1340,1987,6,0.0,5,67.0,63.0
tt0092558,Motherland Hotel,101,3751,True,2260,4446,1987,6,0.0,2,67.0,63.0
tt0092563,Angel Heart,113,85184,True,101,97,1987,12,0.0,2,79.0,81.0
tt0092580,Aria,90,2768,False,2160,8089,1987,21,0.0,1,50.0,47.0
tt0092608,Back to the Beach,92,2918,False,2021,7137,1987,6,0.0,4,71.0,63.0
tt0092618,Barfly,100,19782,True,3617,304,1987,3,0.0,1,77.0,82.0
tt0092651,The Cyclist,82,2050,True,2696,5342,1989,19,0.0,2,67.0,63.0
tt0092671,Blood Harvest,88,1139,False,3382,1583,1987,8,0.0,2,67.0,63.0
tt0092695,The Brave Little Toaster,90,24998,True,3391,5587,1987,6,0.30625,4,67.0,63.0
tt0092713,HM Deserters,155,13335,True,2691,7417,1986,5,0.0,2,67.0,63.0
tt0092723,The Care Bears Adventure in Wonderland,80,1179,False,2146,8699,1987,6,0.0,6,67.0,63.0
tt0092732,Castaway,117,3224,False,288,7386,1986,28,0.0,1,67.0,63.0
tt0092798,Critical Condition,97,3400,False,136,7977,1987,14,0.0,2,67.0,63.0
tt0092802,Cross My Heart,90,13335,False,803,6348,1987,6,0.0,3,67.0,63.0
tt0092809,The Curse,92,3143,False,252,5222,1987,6,0.0,2,67.0,63.0
tt0092860,Deathstalker II,85,2721,False,3293,6970,1987,5,0.0,2,67.0,63.0
tt0092910,Doom Asylum,77,1564,False,1648,5683,1987,6,0.0,2,67.0,63.0
tt0092929,Drowning by Numbers,118,9937,True,78,74,1988,6,0.0,3,67.0,63.0
tt0092963,The Emperors Naked Army Marches On,122,1739,True,1919,0,1987,27,0.0,6,67.0,63.0
tt0093036,Flowers in the Attic,93,9959,False,860,1274,1987,6,0.0,4,52.0,39.0
tt0093043,Delirium,94,1900,False,155,2281,1987,21,0.0,1,0.0,39.0
tt0093093,The Glass Menagerie,134,2036,True,11,8721,1987,5,0.0,3,67.0,63.0
tt0093111,The Grand Highway,104,1556,True,2065,4044,1987,6,0.5,3,67.0,63.0
tt0093113,Django Strikes Again,88,1171,False,3486,5786,1987,14,0.0,3,67.0,63.0
tt0093132,Hachiko,107,5073,True,2440,7536,1987,27,0.0,1,67.0,63.0
tt0093142,Hangmen,90,1089,False,2114,8532,1987,13,0.0,1,67.0,63.0
tt0093146,Hard Ticket to Hawaii,96,4263,False,3706,7570,1987,6,-0.2916666666666667,4,14.0,45.0
tt0093164,Heat,101,13335,False,3424,212,1986,6,0.0,1,87.0,94.0
tt0093175,Hello Again,96,3401,False,3232,4146,1987,9,0.0,2,11.0,50.0
tt0093176,Prom Night II,97,5995,False,3270,6224,1987,6,0.0,3,67.0,63.0
tt0093191,Wings of Desire,128,68656,True,122,2672,1987,5,0.0,3,98.0,93.0
tt0093207,Wings of Honneamise,121,5141,True,4259,10778,1987,8,0.0,3,67.0,63.0
tt0093223,House of Games,102,21895,True,95,4423,1987,6,0.0,3,96.0,79.0
tt0093258,Rouge,96,2317,True,2436,4988,1987,27,0.0,1,67.0,63.0
tt0093405,Leonard Part 6,85,8221,False,4161,177,1987,10,0.0,3,9.0,20.0
tt0093409,Lethal Weapon,109,248539,True,204,1289,1987,6,0.0,2,81.0,86.0
tt0093412,Law of Desire,102,11832,True,52,52,1987,6,0.0,3,100.0,82.0
tt0093415,Light of Day,107,2769,False,291,268,1987,6,0.4,3,67.0,63.0
tt0093426,An Autumns Tale,98,13335,True,1116,5225,1987,13,0.0,3,67.0,63.0
tt0093427,Varazslat  A Queen Budapesten,90,1031,True,4324,0,1987,12,0.0,4,67.0,63.0
tt0093431,The Lonely Passion of Judith Hearne,116,1036,True,366,6054,1987,6,-0.09999999999999998,6,67.0,63.0
tt0093477,Making Mr Right,98,2684,False,3644,3003,1987,28,0.2857142857142857,3,67.0,63.0
tt0093493,Mannequin,90,31030,False,1805,3422,1987,10,0.0,1,21.0,55.0
tt0093516,Meatballs III Summer Job,96,2438,False,2851,105,1986,6,0.0,4,67.0,63.0
tt0093546,The Misfit Brigade,100,1954,False,1995,3266,1987,6,0.0,3,67.0,63.0
tt0093593,On the Silver Globe,166,3003,True,4326,8981,1988,19,0.0,4,67.0,63.0
tt0093596,Nadine,83,4000,False,162,149,1987,5,0.0,1,45.0,26.0
tt0093640,No Way Out,114,38491,True,329,3159,1987,24,0.0,3,90.0,82.0
tt0093713,Pelle the Conqueror,157,13335,True,144,6885,1987,4,0.0,3,67.0,63.0
tt0093754,Repentance,153,4340,True,342,4775,1984,19,0.0,1,20.0,42.0
tt0093756,Police Academy 4 Citizens on Patrol,88,41984,False,1446,7498,1987,6,0.0,6,67.0,63.0
tt0093776,Prick Up Your Ears,105,5971,True,219,374,1987,22,0.0,4,67.0,63.0
tt0093800,Psychos in Love,88,1197,False,761,1674,1987,6,0.5,3,67.0,63.0
tt0093833,Redneck Zombies,84,3031,False,2575,7658,1989,22,0.0,2,67.0,63.0
tt0093870,RoboCop,102,246467,True,120,5770,1987,21,0.0,1,48.0,49.0
tt0093872,Robot Holocaust,79,1766,False,2322,4575,1987,6,0.0,2,67.0,63.0
tt0093966,The Sicilian,115,4931,False,186,117,1987,6,0.0,2,67.0,63.0
tt0093986,Slam Dance,92,1520,False,4127,6249,1987,13,0.0,2,20.0,54.0
tt0093990,Slaughterhouse,85,2061,False,3465,7011,1987,6,0.0,1,67.0,63.0
tt0093991,Slave Girls from Beyond Infinity,74,1468,False,1410,2478,1987,6,0.0,5,67.0,63.0
tt0094021,The Squeeze,101,1161,False,378,8036,1987,12,0.0,2,15.0,43.0
tt0094027,Stand and Deliver,103,19598,True,2853,5977,1988,6,0.0,3,82.0,79.0
tt0094033,Steel Dawn,101,4955,False,2041,5001,1987,0,0.0,2,67.0,63.0
tt0094048,Straight to Hell Returns,86,2500,False,544,7119,1987,6,0.2,4,67.0,63.0
tt0094061,Stripped to Kill,88,1387,False,361,338,1987,6,0.0,3,67.0,63.0
tt0094077,Surf Nazis Must Die,83,5584,False,1717,3223,1987,5,0.0,4,20.0,31.0
tt0094118,Teen Wolf Too,95,12469,False,2534,4733,1987,6,0.0,3,67.0,63.0
tt0094122,Terminal Exposure,105,13335,False,2773,8262,1987,21,0.0,2,67.0,63.0
tt0094138,Three OClock High,97,11642,True,2178,7986,1987,6,0.16,3,67.0,73.0
tt0094169,Tough Guys Dont Dance,110,1483,False,2690,282,1987,6,-0.3888888888888889,4,67.0,63.0
tt0094226,The Untouchables,119,297505,True,67,5743,1987,6,0.0,2,82.0,89.0
tt0094291,Wall Street,126,13335,True,45,43,1987,6,0.0,2,79.0,81.0
tt0094321,Whos That Girl,92,9982,False,215,2896,1987,6,0.0,3,38.0,47.0
tt0094336,Withnail  I,107,42611,True,3452,6976,1987,6,0.0,2,67.0,63.0
tt0094361,You Talkin to Me,97,1068,False,4221,8758,1987,9,0.0,4,67.0,63.0
tt0094407,Odipussi,88,3717,True,4085,8427,1988,14,0.0,1,67.0,63.0
tt0094590,Depeche Mode 101,120,13335,True,1314,0,1989,17,0.0,3,67.0,63.0
tt0094593,18 Again,93,4532,False,1586,6670,1988,13,0.0,2,29.0,46.0
tt0094594,1969,95,3739,False,3946,8124,1988,30,0.0,1,67.0,63.0
tt0094620,After Death,84,2492,False,1619,2570,1989,6,0.0,2,67.0,63.0
tt0094627,Edge of the Axe,91,1908,False,2479,9442,1988,7,0.0,4,67.0,63.0
tt0094642,American Gothic,90,3474,False,2055,8401,1987,6,0.0,2,67.0,63.0
tt0094675,Ariel,72,6682,True,2257,4440,1988,5,0.0,1,67.0,63.0
tt0094683,Assa,153,2614,True,3775,7720,1987,9,0.0,1,67.0,63.0
tt0094701,Bad Dreams,80,3816,False,1590,2345,1988,6,-0.6999999999999998,2,67.0,63.0
tt0094737,Big,104,210527,True,270,7766,1988,28,0.0,1,97.0,82.0
tt0094794,The Brain,94,2397,False,2078,6432,1988,6,0.0,2,67.0,63.0
tt0094799,Bright Lights Big City,107,13335,False,938,5608,1988,6,0.35000000000000003,4,67.0,63.0
tt0094812,Bull Durham,108,52078,True,474,463,1988,3,0.0,2,97.0,82.0
tt0094813,Bulletproof,93,1344,False,1064,3356,1987,0,0.0,1,8.0,44.0
tt0094824,Caddyshack II,98,15346,False,655,8186,1988,24,0.0,2,4.0,18.0
tt0094828,Camille Claudel,175,6630,True,489,13746,1988,10,0.0,2,100.0,88.0
tt0094834,Cannibal Women in the Avocado Jungle of Death,90,2943,False,2505,4943,1989,6,0.0,8,67.0,63.0
tt0094846,Casual Sex,97,4004,False,1354,8170,1988,12,-0.5,2,33.0,29.0
tt0094850,Cellar Dweller,77,2319,False,977,2572,1987,3,0.0,2,67.0,63.0
tt0094868,Chocolat,105,3283,True,1362,2803,1988,14,0.0,1,62.0,83.0
tt0094889,Cocktail,104,82808,False,329,3426,1988,6,0.0,1,60.0,44.0
tt0094890,Cocoon The Return,116,16088,False,3237,1395,1988,31,0.0,3,33.0,35.0
tt0094997,Demonia,88,13335,False,334,8096,1990,17,0.0,1,67.0,63.0
tt0095040,Days of Eclipse,139,1009,True,3771,4341,1988,31,0.0,3,67.0,63.0
tt0095082,Eight Men Out,119,19805,True,113,107,1988,5,0.0,3,86.0,80.0
tt0095178,Fresh Horses,105,1855,False,134,4534,1988,6,0.3,2,67.0,63.0
tt0095179,Friday the 13th Part VII The New Blood,88,35743,False,977,5574,1988,6,0.06818181818181818,8,67.0,63.0
tt0095222,Glitch,88,13335,False,2773,5497,1988,5,0.0,1,67.0,63.0
tt0095238,The Good Mother,104,1667,False,99,12713,1988,6,0.7,3,67.0,63.0
tt0095241,Gor,94,13335,False,2312,8198,1987,3,0.0,1,67.0,63.0
tt0095244,Zerograd,103,2055,True,3661,7464,1988,11,0.0,1,67.0,63.0
tt0095262,Mobile Suit Gundam Chars Counterattack,124,1573,True,3969,8173,1988,27,0.0,5,67.0,63.0
tt0095276,Hanussen,140,1701,True,3888,7983,1988,5,0.0,1,67.0,63.0
tt0095296,Hero and the Terror,96,3816,False,3911,7551,1988,6,0.0,4,0.0,37.0
tt0095299,Hide and Go Shriek,90,1642,False,3613,4485,1988,17,0.0,4,67.0,63.0
tt0095302,High Hopes,108,5055,True,462,450,1988,6,0.16,2,67.0,63.0
tt0095312,Hollywood Chainsaw Hookers,75,3281,False,3233,4875,1988,6,0.0,3,67.0,63.0
tt0095389,Jacks Back,97,3301,False,1987,3867,1988,6,0.0,2,67.0,63.0
tt0095403,Police Story 2,101,18936,True,62,8030,1988,19,0.0,3,67.0,63.0
tt0095409,Johnny Be Good,91,6583,False,3758,6199,1988,6,0.7,3,0.0,30.0
tt0095452,King Size,105,2962,True,2673,5301,1988,5,0.0,2,67.0,63.0
tt0095467,A Short Film About Love,87,21976,True,253,6536,1988,19,0.25,5,67.0,63.0
tt0095468,A Short Film About Killing,84,19208,True,253,6536,1988,23,0.0,5,67.0,63.0
tt0095489,The Land Before Time,69,84873,True,863,3205,1988,6,0.0,4,67.0,63.0
tt0095497,The Last Temptation of Christ,164,55361,True,42,268,1988,6,0.0,5,81.0,84.0
tt0095511,La lectrice,99,1610,True,1380,2414,1988,10,0.0,2,67.0,63.0
tt0095530,Little Dorrit,357,1106,True,1484,2653,1987,14,-0.1875,2,67.0,63.0
tt0095640,Miles from Home,108,1456,False,116,3234,1988,6,0.0,3,67.0,63.0
tt0095665,Mr North,93,1442,False,2056,2115,1988,6,0.0,2,50.0,41.0
tt0095687,My Stepmother Is an Alien,105,25922,False,161,6892,1988,6,-0.25,5,19.0,30.0
tt0095705,The Naked Gun From the Files of Police Squad,85,162007,True,314,6680,1988,6,0.0,9,88.0,84.0
tt0095715,Alice,86,12391,True,3881,7958,1988,22,0.0,1,22.0,80.0
tt0095756,Not of This Earth,81,2420,False,3293,3683,1988,6,0.0,4,67.0,63.0
tt0095799,Otto  Der Neue Film,82,2345,False,492,8443,1987,5,0.0,4,67.0,63.0
tt0095800,The Bear,96,17446,True,54,1387,1988,10,0.0,2,93.0,82.0
tt0095801,Bagdad Cafe,95,13430,True,127,2491,1987,24,0.0,2,85.0,88.0
tt0095889,Poltergeist III,98,18156,False,3685,2826,1988,5,0.0,2,17.0,22.0
tt0095895,Powaqqatsi,99,8197,True,3395,6909,1988,19,0.0,1,56.0,81.0
tt0095903,The Prince of Pennsylvania,87,13335,False,3092,6158,1988,6,0.0,4,14.0,49.0
tt0095922,Psycho Cop,87,1245,False,3297,6633,1989,19,0.0,2,67.0,63.0
tt0095924,Pulse,91,2419,False,1780,3355,1988,8,0.0,1,11.0,27.0
tt0095953,Rain Man,133,13335,True,262,999,1988,13,0.0,2,89.0,90.0
tt0095956,Rambo III,102,127431,False,400,5054,1988,27,0.0,2,39.0,45.0
tt0095989,Return of the Killer Tomatoes,98,7079,False,1318,6424,1988,6,0.0,5,0.0,49.0
tt0096018,Running on Empty,116,15401,True,264,2939,1988,6,-0.1,3,85.0,68.0
tt0096037,Satisfaction,92,3514,False,1637,10018,1988,6,0.0,1,67.0,63.0
tt0096046,Scarecrows,83,4954,False,540,3226,1988,6,0.0,1,42.0,37.0
tt0096073,The Seventh Sign,97,14296,False,3620,3468,1988,6,0.0,3,15.0,50.0
tt0096094,Shes Having a Baby,106,12554,False,83,79,1988,6,0.0,4,40.0,52.0
tt0096219,Talk Radio,110,13352,True,45,43,1988,8,0.0,2,82.0,81.0
tt0096223,Tapeheads,93,4053,False,1583,7105,1988,8,0.0,1,60.0,46.0
tt0096241,The Telephone,96,1021,False,306,7747,1988,6,0.0,2,67.0,63.0
tt0096256,They Live,94,122365,True,23,22,1988,6,0.13636363636363635,2,86.0,79.0
tt0096321,Twister,93,13335,False,608,683,1989,5,0.0,1,58.0,58.0
tt0096328,U2 Rattle and Hum,99,5843,True,2178,0,1988,6,0.0,4,62.0,86.0
tt0096329,Ubit drakona,123,1595,True,4298,8921,1988,11,0.0,2,67.0,63.0
tt0096344,The Unnamable,87,2640,False,3149,6290,1988,6,0.0,2,67.0,63.0
tt0096378,Vibes,99,4194,False,2437,5366,1988,5,0.0,1,67.0,63.0
tt0096523,Letudiante,104,1965,False,3265,8123,1988,10,0.0,1,67.0,63.0
tt0096764,The Adventures of Baron Munchausen,126,52507,True,76,6800,1988,6,0.0,5,92.0,82.0
tt0096786,Alienator,93,1569,False,3233,3172,1990,14,0.0,1,67.0,63.0
tt0096804,American Ninja 3 Blood Hunt,89,5308,False,3874,2053,1989,6,0.0,5,67.0,63.0
tt0096894,Bashu the Little Stranger,120,2759,True,769,1058,1989,6,-0.1875,4,67.0,63.0
tt0096908,A City of Sadness,157,4622,True,2054,8828,1989,5,0.0,4,67.0,63.0
tt0097106,A Tale of Springtime,108,4328,True,498,489,1990,6,0.0,4,67.0,63.0
tt0097174,Deathstalker and the Warriors from Hell,86,13335,False,1222,1977,1988,6,0.0,6,67.0,63.0
tt0097202,The Killer,111,47393,True,49,47,1989,6,0.0,2,67.0,63.0
tt0097216,Do the Right Thing,120,97795,True,91,86,1989,6,0.2857142857142857,4,93.0,90.0
tt0097244,God of Gamblers,126,5227,True,4239,8788,1989,6,0.0,3,67.0,63.0
tt0097257,Earth Girls Are Easy,100,22758,False,3929,5629,1988,6,0.43333333333333335,4,68.0,42.0
tt0097263,Edge of Sanity,85,1457,False,705,7863,1989,6,0.0,3,67.0,63.0
tt0097364,FleshEating Mothers,89,1084,False,2755,9250,1988,6,0.0,2,67.0,63.0
