tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id
tt1539997,Kerala Cafe,2006,140,1082,True,nm0720763,nm2053461
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm1719084,nm3060183
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2197393,nm2175496
tt0032910,Pinocchio,2006,88,138477,True,nm0455741,nm0850895
tt0120910,Fantasia 2000,1999,75,37192,True,nm0110293,nm0789873
tt0411098,All the Invisible Children,2005,124,4050,True,nm0000490,nm0893034
tt1333125,Mớvié 43,2013,94,103178,False,nm0139867,nm2695453
tt1539997,Kerala Cafe,2006,140,1082,True,nm3250747,nm2053461
tt0120910,Fantasia 2000,1999,75,37192,True,nm0019282,nm0789873
tt0411098,All the Invisible Children,2005,124,4050,True,nm0779386,nm0893034
tt1333125,Mớvié 43,2013,94,103178,False,nm0644022,nm2695453
tt1539997,Kerala Cafe,2006,140,1082,True,nm0796119,nm2053461
tt1333125,Mớvié 43,2013,94,103178,False,nm0109359,nm2695453
tt1539997,Kerala Cafe,2006,140,1082,True,nm2053461,nm2053461
tt1333125,Mớvié 43,2013,94,103178,False,nm1158962,nm2695453
tt1539997,Kerala Cafe,2006,140,1082,True,nm1500124,nm2053461
tt1333125,Mớvié 43,2013,94,103178,False,nm0001162,nm2695453
tt1333125,Mớvié 43,2013,94,103178,False,nm2455747,nm2695453
tt1333125,Mớvié 43,2013,94,103178,False,nm1743387,nm2695453
tt0015163,The Navigator,1924,59,9652,True,nm0187981,nm0593477
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0480677,nm0908831
tt0023973,Thé Éáglé ánd thé Háwk,1933,73,4701,True,nm0908234,nm0736752
tt0024216,King Kong,1933,100,83177,True,nm0774325,nm0908624
tt0025028,Dames,1934,91,2038,True,nm0000923,nm0202681
tt0031385,"Goodbye, Mr. Chips",1939,114,10311,True,nm0939992,nm0556178
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0466113,nm0083742
tt0034862,Holiday Inn,1942,100,14436,True,nm0762263,nm0616893
tt0038733,Stáirwáy tớ Héávén,1946,104,21218,True,nm0003836,nm0003836
tt0040724,Réd Rivér,1948,133,30065,True,nm0001328,nm0153698
tt0048380,Mister Roberts,1955,123,16258,True,nm0503777,nm0517597
tt0052735,The Devil's Disciple,1959,83,2382,True,nm0533241,nm0452134
tt0052876,The Hanging Tree,1959,107,4083,True,nm0001500,nm0919925
tt0057859,Monstrosity,1963,65,2705,False,nm0556140,nm0226946
tt0059124,Dr. Goldfoot and the Bikini Machine,1965,88,2181,False,nm0393094,nm0629839
tt0068918,Manson,1973,83,1003,True,nm0376801,nm0403124
tt0070439,Unbelievable Adventures of Italians in Russia,1974,104,5541,True,nm0752922,nm0595063
tt0071853,Monty Python and the Holy Grail,1975,91,522043,True,nm0000416,nm0001589
tt0073691,Tarzoon: Shame of the Jungle,1975,85,1224,False,nm0681617,nm0058715
tt0076009,Exorcist II: The Heretic,1977,117,23979,False,nm0657853,nm0087861
tt0080421,Battle Beyond the Stars,1980,104,8828,False,nm0000339,nm0000626
tt0082958,The Pursuit of D.B. Cooper,1981,100,1174,False,nm0474539,nm0715461
tt0092297,Zombie Nightmare,1987,89,3475,False,nm0063851,nm0004591
tt0104605,Khiladi,1992,157,7963,True,nm0122217,nm0451314
tt0108255,Super Mario Bros.,1993,104,52587,False,nm0608084,nm0750344
tt0116426,Thé Gớd ớf Cớớkéry,1996,88,8687,True,nm0159507,nm2650758
tt0117609,Sgt. Kabukiman N.Y.P.D.,1990,105,2915,False,nm0442207,nm3174120
tt0129387,There's Something About Mary,1998,119,302761,True,nm0268380,nm0268380
tt0158610,The Fall of Rock & Roll,1989,106,3140,True,nm0679079,nm0538755
tt0167341,Tommy and the Wildcat,1998,102,4701,False,nm0837608,nm0199689
tt0177650,Company Man,2000,95,2073,False,nm0569790,nm0039468
tt0188766,King of Comedy,1999,85,6806,True,nm0159507,nm0298676
tt0201844,Survival Island,2002,85,4228,False,nm0384862,nm0384862
tt0266543,Finding Nemo,2006,100,993387,True,nm0881279,nm0677037
tt0268282,The Elm-Chanted Forest,1986,83,1425,True,nm0398585,nm0788818
tt0402906,Czech Dream,2006,90,2244,True,nm1150657,nm1109731
tt0446055,The Trials of Darryl Hunt,2006,106,1052,True,nm0827830,nm0827830
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2188382,nm2175529
tt0912580,The Devil Came on Horseback,2007,88,1587,True,nm0827830,nm0839064
tt0995827,The Train: Some Lines Should Never Be Crossed...,2007,134,1137,False,nm1202980,nm1195250
tt1010048,Slumdog Millionaire,2008,120,822486,True,nm0849164,nm0064479
tt1067920,Detective Conan: The Last Wizard of the Century,1999,105,2244,True,nm0945506,nm2557097
tt1123894,And Then Came Lola,2009,71,1663,False,nm2804620,nm2804620
tt1235830,Chico & Rita,2010,94,9031,True,nm0973475,nm0554838
tt1236472,Lemmy,2010,116,8204,True,nm1261206,nm1261206
tt1238302,Scarce,2008,93,1014,False,nm2373106,nm2373106
tt12934748,Waiting for Death,2020,50,1131,True,nm10905709,nm10905709
tt1296373,The FP,2011,82,1713,False,nm1875808,nm1875808
tt1349853,Overheard,2009,100,3104,True,nm0538320,nm0538320
tt1352852,Thé Yés Mén Fix thé Wớrld,2009,87,4701,True,nm0257373,nm1722405
tt1355638,The Rabbi's Cat,2011,100,3396,True,nm2677924,nm4387238
tt1436372,Elle: A Modern Cinderella Tale,2010,90,1536,False,nm2234057,nm0189659
tt1521877,Vanishing of the Bees,2009,87,1154,True,nm1209900,nm0486778
tt1620449,Conference of Animals,2010,93,6391,False,nm0459996,nm0477696
tt1658797,Anuvahood,2011,88,5026,False,nm0212563,nm0212563
tt1727252,Chillerama,2011,120,4701,False,nm0726472,nm1697112
tt1787988,Talaash,2012,140,41254,True,nm1030373,nm1030373
tt1833879,Scary or Die,2012,94,3721,False,nm2508272,nm2508272
tt2914892,The Seventh Dwarf,2014,87,4701,False,nm0019753,nm0251760
tt2953050,Éncántớ,2021,102,11863,True,nm4146781,nm0472866
tt3411432,All Creatures Big And Small,2006,87,4701,False,nm0312881,nm0312881
tt3784160,Valley Uprising,2014,103,5473,True,nm2833230,nm2050348
tt3958072,The Lesson,2014,111,2517,True,nm1414010,nm1571492
tt4154796,Avengers: Endgame,2019,181,970988,True,nm0751577,nm1293367
tt4415326,Kaaki Sattai,2006,156,1398,False,nm10833353,nm1474787
tt5266456,Moving Parts,2017,106,1366,False,nm5628369,nm6381632
tt5746054,Spy Cát,2018,92,4701,False,nm0490771,nm0490773
tt5937296,Glory,2016,101,2266,True,nm1571492,nm4880442
tt6613958,The Bygone,2019,115,4369,False,nm7146814,nm1775177
tt8006374,Baba Yaga: Terror of the Dark Forest,2006,97,4701,False,nm5276483,nm2477199
tt8305806,Thé Wrétchéd,2019,95,13971,False,nm0682301,nm0682301
tt8399720,Tina,2021,118,3900,True,nm1390562,nm2418675
tt9089294,Thé Sévén Déádly Sins: Prisớnérs ớf thé Sky,2018,99,4439,True,nm7642612,nm1768343
tt0014611,Why Worry?,1923,63,1739,True,nm0628345,nm0924065
tt0029850,Alexander Nevsky,1938,112,11088,True,nm0001178,nm0001178
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0503777,nm0780833
tt0032910,Pinocchio,2006,88,138477,True,nm0789313,nm0670328
tt0035015,The Magnificent Ambersons,1942,88,4701,True,nm0281381,nm0001072
tt0040725,The Red Shoes,1948,135,33425,True,nm0003836,nm0935773
tt0052888,The Hideous Sun Demon,1958,74,1372,False,nm0100372,nm0164967
tt0054279,School for Scoundrels,1960,97,3391,True,nm0156320,nm0610480
tt0060182,Born Free,2006,95,6298,True,nm0569710,nm0011499
tt0084352,Monty Python Live at the Hollywood Bowl,1982,77,15069,True,nm0534084,nm0416273
tt0104740,Little Nemo: Adventures in Slumberland,1989,85,7202,True,nm0403774,nm0297806
tt0109686,Dumb and Dumber,1994,107,369767,True,nm0125803,nm0947395
tt0110719,Window to Paris,1993,115,1444,True,nm0541098,nm0863021
tt0114732,The Three Brothers,1995,105,6631,True,nm0099828,nm0132064
tt0120910,Fantasia 2000,1999,75,37192,True,nm0353893,nm0238085
tt0169376,Welcome to Hollywood,1998,89,2119,False,nm0548375,nm0726472
tt0248036,Get Ready to Be Boyzvoiced,2000,95,1492,True,nm0255821,nm0248526
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0320495,nm0284958
tt0271678,No: 20 Madras Mail,1990,177,1165,True,nm0430782,nm1544913
tt0378848,Battle for Finland,2007,117,1824,False,nm0456426,nm1440034
tt0411098,All the Invisible Children,2005,124,4050,True,nm0152831,nm2117098
tt0477252,36 China Town,2006,140,4551,False,nm0122216,nm2814611
tt0488027,Sáviớúr Sqúáré,2006,105,1783,True,nm1732806,nm0470377
tt0795461,Scary Movie V,2013,88,69224,False,nm0002700,nm0294997
tt0802983,Doraemon the Movie: Nobita's Dinosaur,2006,107,1056,True,nm2268014,nm0476417
tt0936471,Transylmania,2009,92,2685,False,nm0384863,nm1352459
tt0976060,Tokyo!,2008,112,10640,True,nm0327273,nm0327273
tt1171701,Thé Bréáth,2009,128,33021,True,nm12260927,nm2887012
tt1186369,Lorna's Silence,2008,105,8715,True,nm0201095,nm0201094
tt1333125,Mớvié 43,2013,94,103178,False,nm0711840,nm0644022
tt1370429,99,2006,135,2852,True,nm1354763,nm1879189
tt1375789,Rácé 2,2013,150,16047,False,nm0122217,nm1375524
tt1440732,Bel Ami,2012,102,18374,False,nm3078168,nm0560943
tt14880258,Deep,2021,101,1168,False,nm12674935,nm0765685
tt1539997,Kerala Cafe,2006,140,1082,True,nm0430485,nm3843863
tt1569364,Black Lightning,2006,102,4921,False,nm0901265,nm3799146
tt1570538,Ádá: Zớmbilérin Dügünü,2010,77,1561,False,nm3733073,nm3733073
tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,2011,85,3187,True,nm2014414,nm1903582
tt2178508,Son of Sardaar,2012,141,9401,False,nm0222427,nm7248508
tt2597892,Viral,2006,85,8754,False,nm1413364,nm3011547
tt2885628,Nina Forever,2015,98,4792,False,nm2050760,nm2050760
tt3510372,Éxcúsé My Frénch,2014,99,4300,True,nm1782844,nm13050140
tt3707104,Miné,2016,106,16979,False,nm1764586,nm1764586
tt3860294,Ogni maledetto Natale,2014,95,1108,False,nm1399392,nm1399392
tt4621256,South Bureau Homicide,2006,78,1974,True,nm6116479,nm0122195
tt4729430,Klaus,2019,96,125968,True,nm0655053,nm2700235
tt5004766,Birdboy: The Forgotten Children,2015,76,2429,True,nm4180240,nm1038878
tt5255710,Sánám Téri Kásám,2016,154,12268,True,nm1066482,nm1840921
tt5662550,Dead Trigger,2017,91,1088,False,nm0191242,nm0191242
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm2420520,nm4007200
tt7645102,Burial Ground Massacre,2021,100,1577,False,nm4174254,nm1020877
tt7979580,Thé Mitchélls vs thé Máchinés,2021,113,4701,True,nm5106831,nm6676487
tt9185816,Woodstock: Three Days That Defined a Generation,2019,106,1607,True,nm0329014,nm0329014
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0169905,nm0385012
tt0023303,One Hour with You,1932,78,2389,True,nm0002030,nm0710723
tt0029440,The Prince and the Pauper,1937,118,2482,True,nm0226189,nm0236418
tt0031381,Gone with the Wind,1939,238,303845,True,nm0002030,nm0842485
tt0043879,On Dangerous Ground,1951,82,6857,True,nm0526946,nm0712947
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0899581,nm0953790
tt0056264,Mutiny on the Bounty,1962,178,15843,True,nm0715346,nm0310775
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0151606,nm0908831
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0466099,nm0083742
tt0048380,Mister Roberts,1955,123,16258,True,nm0000406,nm0517597
tt0052876,The Hanging Tree,1959,107,4083,True,nm0202681,nm0919925
tt0158610,The Fall of Rock & Roll,1989,106,3140,True,nm0004206,nm0538755
tt0756222,Art of the Devil 2,2005,100,1501,False,nm0995978,nm2175529
tt1235830,Chico & Rita,2010,94,9031,True,nm0874096,nm0554838
tt12934748,Waiting for Death,2020,50,1131,True,nm7541803,nm10905709
tt1352852,Thé Yés Mén Fix thé Wớrld,2009,87,4701,True,nm1724413,nm1722405
tt1727252,Chillerama,2011,120,4701,False,nm0566970,nm1697112
tt1833879,Scary or Die,2012,94,3721,False,nm0256040,nm2508272
tt2953050,Éncántớ,2021,102,11863,True,nm0397174,nm0472866
tt3784160,Valley Uprising,2014,103,5473,True,nm2050348,nm2050348
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0861703,nm0780833
tt0032910,Pinocchio,2006,88,138477,True,nm0527217,nm0670328
tt0035015,The Magnificent Ambersons,1942,88,4701,True,nm0000080,nm0001072
tt0054279,School for Scoundrels,1960,97,3391,True,nm0357607,nm0610480
tt0120910,Fantasia 2000,1999,75,37192,True,nm0325196,nm0238085
tt0248036,Get Ready to Be Boyzvoiced,2000,95,1492,True,nm0299825,nm0248526
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0316034,nm0284958
tt0411098,All the Invisible Children,2005,124,4050,True,nm0526199,nm2117098
tt0976060,Tokyo!,2008,112,10640,True,nm0094435,nm0327273
tt1333125,Mớvié 43,2013,94,103178,False,nm2086105,nm0644022
tt14880258,Deep,2021,101,1168,False,nm12674933,nm0765685
tt1539997,Kerala Cafe,2006,140,1082,True,nm2057169,nm3843863
tt3860294,Ogni maledetto Natale,2014,95,1108,False,nm0161904,nm1399392
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm4007200,nm4007200
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0127511,nm0385012
tt0031381,Gone with the Wind,1939,238,303845,True,nm0281808,nm0842485
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0000019,nm0953790
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0432216,nm0908831
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0924065,nm0083742
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2191279,nm2175529
tt1727252,Chillerama,2011,120,4701,False,nm1697112,nm1697112
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0896542,nm0780833
tt0032910,Pinocchio,2006,88,138477,True,nm0373429,nm0670328
tt0120910,Fantasia 2000,1999,75,37192,True,nm0322368,nm0238085
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0017623,nm0284958
tt0411098,All the Invisible Children,2005,124,4050,True,nm0001437,nm2117098
tt1333125,Mớvié 43,2013,94,103178,False,nm0268380,nm0644022
tt14880258,Deep,2021,101,1168,False,nm12674932,nm0765685
tt1539997,Kerala Cafe,2006,140,1082,True,nm2776729,nm3843863
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm3060183,nm4007200
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0102643,nm0385012
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0001120,nm0953790
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0003836,nm0083742
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2175529,nm2175529
tt1727252,Chillerama,2011,120,4701,False,nm0838374,nm1697112
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0851537,nm0780833
tt0032910,Pinocchio,2006,88,138477,True,nm0414144,nm0670328
tt0120910,Fantasia 2000,1999,75,37192,True,nm0125186,nm0238085
tt0411098,All the Invisible Children,2005,124,4050,True,nm0893034,nm2117098
tt1333125,Mớvié 43,2013,94,103178,False,nm0006969,nm0644022
tt14880258,Deep,2021,101,1168,False,nm0915026,nm0765685
tt1539997,Kerala Cafe,2006,140,1082,True,nm0435050,nm3843863
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm5196858,nm4007200
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0629243,nm0385012
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0003490,nm0083742
tt0756222,Art of the Devil 2,2005,100,1501,False,nm1506786,nm2175529
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0002030,nm0780833
tt0032910,Pinocchio,2006,88,138477,True,nm0272568,nm0670328
tt0120910,Fantasia 2000,1999,75,37192,True,nm0110294,nm0238085
tt0411098,All the Invisible Children,2005,124,4050,True,nm0000631,nm2117098
tt1333125,Mớvié 43,2013,94,103178,False,nm0192090,nm0644022
tt1539997,Kerala Cafe,2006,140,1082,True,nm0720763,nm3843863
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm1719084,nm4007200
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2197393,nm2175529
tt0032910,Pinocchio,2006,88,138477,True,nm0455741,nm0670328
tt0120910,Fantasia 2000,1999,75,37192,True,nm0110293,nm0238085
tt0411098,All the Invisible Children,2005,124,4050,True,nm0000490,nm2117098
tt1333125,Mớvié 43,2013,94,103178,False,nm0139867,nm0644022
tt1539997,Kerala Cafe,2006,140,1082,True,nm3250747,nm3843863
tt0120910,Fantasia 2000,1999,75,37192,True,nm0019282,nm0238085
tt0411098,All the Invisible Children,2005,124,4050,True,nm0779386,nm2117098
tt1333125,Mớvié 43,2013,94,103178,False,nm0644022,nm0644022
tt1539997,Kerala Cafe,2006,140,1082,True,nm0796119,nm3843863
tt1333125,Mớvié 43,2013,94,103178,False,nm0109359,nm0644022
tt1539997,Kerala Cafe,2006,140,1082,True,nm2053461,nm3843863
tt1333125,Mớvié 43,2013,94,103178,False,nm1158962,nm0644022
tt1539997,Kerala Cafe,2006,140,1082,True,nm1500124,nm3843863
tt1333125,Mớvié 43,2013,94,103178,False,nm0001162,nm0644022
tt1333125,Mớvié 43,2013,94,103178,False,nm2455747,nm0644022
tt1333125,Mớvié 43,2013,94,103178,False,nm1743387,nm0644022
tt0015163,The Navigator,1924,59,9652,True,nm0187981,nm0115669
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0480677,nm0775419
tt0023973,Thé Éáglé ánd thé Háwk,1933,73,4701,True,nm0908234,nm0589316
tt0024216,King Kong,1933,100,83177,True,nm0774325,nm0178260
tt0031385,"Goodbye, Mr. Chips",1939,114,10311,True,nm0939992,nm0921995
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0466113,nm0539942
tt0034862,Holiday Inn,1942,100,14436,True,nm0762263,nm0492635
tt0048380,Mister Roberts,1955,123,16258,True,nm0503777,nm0637793
tt0052735,The Devil's Disciple,1959,83,2382,True,nm0533241,nm0226538
tt0052876,The Hanging Tree,1959,107,4083,True,nm0001500,nm0562606
tt0057859,Monstrosity,1963,65,2705,False,nm0556140,nm0103084
tt0059124,Dr. Goldfoot and the Bikini Machine,1965,88,2181,False,nm0393094,nm0442099
tt0070439,Unbelievable Adventures of Italians in Russia,1974,104,5541,True,nm0752922,nm0144689
tt0071853,Monty Python and the Holy Grail,1975,91,522043,True,nm0000416,nm0001402
tt0073691,Tarzoon: Shame of the Jungle,1975,85,1224,False,nm0681617,nm0681617
tt0076009,Exorcist II: The Heretic,1977,117,23979,False,nm0657853,nm0328911
tt0104605,Khiladi,1992,157,7963,True,nm0122217,nm1104579
tt0108255,Super Mario Bros.,1993,104,52587,False,nm0608084,nm0071970
tt0116426,Thé Gớd ớf Cớớkéry,1996,88,8687,True,nm0159507,nm0159507
tt0117609,Sgt. Kabukiman N.Y.P.D.,1990,105,2915,False,nm0442207,nm0765910
tt0129387,There's Something About Mary,1998,119,302761,True,nm0268380,nm0833828
tt0158610,The Fall of Rock & Roll,1989,106,3140,True,nm0679079,nm0054720
tt0167341,Tommy and the Wildcat,1998,102,4701,False,nm0837608,nm0837608
tt0188766,King of Comedy,1999,85,6806,True,nm0159507,nm1212647
tt0266543,Finding Nemo,2006,100,993387,True,nm0881279,nm0004056
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2188382,nm0995978
tt0995827,The Train: Some Lines Should Never Be Crossed...,2007,134,1137,False,nm1202980,nm11288923
tt1067920,Detective Conan: The Last Wizard of the Century,1999,105,2244,True,nm0945506,nm1108327
tt12934748,Waiting for Death,2020,50,1131,True,nm10905709,nm5954636
tt1436372,Elle: A Modern Cinderella Tale,2010,90,1536,False,nm2234057,nm3437739
tt1521877,Vanishing of the Bees,2009,87,1154,True,nm1209900,nm1209900
tt1620449,Conference of Animals,2010,93,6391,False,nm0459996,nm0459996
tt1727252,Chillerama,2011,120,4701,False,nm0726472,nm0838374
tt1787988,Talaash,2012,140,41254,True,nm1030373,nm0015295
tt2914892,The Seventh Dwarf,2014,87,4701,False,nm0019753,nm0905102
tt2953050,Éncántớ,2021,102,11863,True,nm4146781,nm2911364
tt3411432,All Creatures Big And Small,2006,87,4701,False,nm0312881,nm1646475
tt4154796,Avengers: Endgame,2019,181,970988,True,nm0751577,nm4160687
tt5266456,Moving Parts,2017,106,1366,False,nm5628369,nm5628369
tt5746054,Spy Cát,2018,92,4701,False,nm0490771,nm0490771
tt5937296,Glory,2016,101,2266,True,nm1571492,nm1571492
tt8006374,Baba Yaga: Terror of the Dark Forest,2006,97,4701,False,nm5276483,nm9724101
tt0014611,Why Worry?,1923,63,1739,True,nm0628345,nm0928514
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0503777,nm0685265
tt0032910,Pinocchio,2006,88,138477,True,nm0789313,nm0061284
tt0035015,The Magnificent Ambersons,1942,88,4701,True,nm0281381,nm0000080
tt0040725,The Red Shoes,1948,135,33425,True,nm0003836,nm0696247
tt0052888,The Hideous Sun Demon,1958,74,1372,False,nm0100372,nm0387428
tt0054279,School for Scoundrels,1960,97,3391,True,nm0156320,nm0693355
tt0084352,Monty Python Live at the Hollywood Bowl,1982,77,15069,True,nm0534084,nm0001204
tt0104740,Little Nemo: Adventures in Slumberland,1989,85,7202,True,nm0403774,nm0320786
tt0109686,Dumb and Dumber,1994,107,369767,True,nm0125803,nm0268380
tt0110719,Window to Paris,1993,115,1444,True,nm0541098,nm0845352
tt0114732,The Three Brothers,1995,105,6631,True,nm0099828,nm0099828
tt0120910,Fantasia 2000,1999,75,37192,True,nm0353893,nm0152312
tt0169376,Welcome to Hollywood,1998,89,2119,False,nm0548375,nm0548375
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0320495,nm0133579
tt0411098,All the Invisible Children,2005,124,4050,True,nm0152831,nm0779386
tt0477252,36 China Town,2006,140,4551,False,nm0122216,nm0333033
tt0488027,Sáviớúr Sqúáré,2006,105,1783,True,nm1732806,nm1732806
tt0795461,Scary Movie V,2013,88,69224,False,nm0002700,nm0064556
tt0802983,Doraemon the Movie: Nobita's Dinosaur,2006,107,1056,True,nm2268014,nm0297742
tt0976060,Tokyo!,2008,112,10640,True,nm0327273,nm0136021
tt1171701,Thé Bréáth,2009,128,33021,True,nm12260927,nm2895699
tt1333125,Mớvié 43,2013,94,103178,False,nm0711840,nm0348181
tt1370429,99,2006,135,2852,True,nm1354763,nm3463234
tt14880258,Deep,2021,101,1168,False,nm12674935,nm12674934
tt1539997,Kerala Cafe,2006,140,1082,True,nm0430485,nm3488838
tt1569364,Black Lightning,2006,102,4921,False,nm0901265,nm3798482
tt2178508,Son of Sardaar,2012,141,9401,False,nm0222427,nm0080327
tt3860294,Ogni maledetto Natale,2014,95,1108,False,nm1399392,nm0161904
tt4729430,Klaus,2019,96,125968,True,nm0655053,nm0655053
tt5662550,Dead Trigger,2017,91,1088,False,nm0191242,nm5566894
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm2420520,nm6610794
tt7979580,Thé Mitchélls vs thé Máchinés,2021,113,4701,True,nm5106831,nm5106831
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0169905,nm0933133
tt0023303,One Hour with You,1932,78,2389,True,nm0002030,nm0773083
tt0029440,The Prince and the Pauper,1937,118,2482,True,nm0226189,nm0878494
tt0031381,Gone with the Wind,1939,238,303845,True,nm0002030,nm0372942
tt0043879,On Dangerous Ground,1951,82,6857,True,nm0526946,nm0080135
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0899581,nm0899581
tt0056264,Mutiny on the Bounty,1962,178,15843,True,nm0715346,nm0238070
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0151606,nm0775419
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0466099,nm0539942
tt0048380,Mister Roberts,1955,123,16258,True,nm0000406,nm0637793
tt0052876,The Hanging Tree,1959,107,4083,True,nm0202681,nm0562606
tt0158610,The Fall of Rock & Roll,1989,106,3140,True,nm0004206,nm0054720
tt0756222,Art of the Devil 2,2005,100,1501,False,nm0995978,nm0995978
tt12934748,Waiting for Death,2020,50,1131,True,nm7541803,nm5954636
tt1727252,Chillerama,2011,120,4701,False,nm0566970,nm0838374
tt2953050,Éncántớ,2021,102,11863,True,nm0397174,nm2911364
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0861703,nm0685265
tt0032910,Pinocchio,2006,88,138477,True,nm0527217,nm0061284
tt0035015,The Magnificent Ambersons,1942,88,4701,True,nm0000080,nm0000080
tt0054279,School for Scoundrels,1960,97,3391,True,nm0357607,nm0693355
tt0120910,Fantasia 2000,1999,75,37192,True,nm0325196,nm0152312
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0316034,nm0133579
tt0411098,All the Invisible Children,2005,124,4050,True,nm0526199,nm0779386
tt0976060,Tokyo!,2008,112,10640,True,nm0094435,nm0136021
tt1333125,Mớvié 43,2013,94,103178,False,nm2086105,nm0348181
tt14880258,Deep,2021,101,1168,False,nm12674933,nm12674934
tt1539997,Kerala Cafe,2006,140,1082,True,nm2057169,nm3488838
tt3860294,Ogni maledetto Natale,2014,95,1108,False,nm0161904,nm0161904
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm4007200,nm6610794
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0127511,nm0933133
tt0031381,Gone with the Wind,1939,238,303845,True,nm0281808,nm0372942
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0000019,nm0899581
tt0016220,The Phantom of the Opera,1925,93,17887,True,nm0432216,nm0775419
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0924065,nm0539942
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2191279,nm0995978
tt1727252,Chillerama,2011,120,4701,False,nm1697112,nm0838374
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0896542,nm0685265
tt0032910,Pinocchio,2006,88,138477,True,nm0373429,nm0061284
tt0120910,Fantasia 2000,1999,75,37192,True,nm0322368,nm0152312
tt0252985,Ask Me If I'm Happy,2000,100,5911,True,nm0017623,nm0133579
tt0411098,All the Invisible Children,2005,124,4050,True,nm0001437,nm0779386
tt1333125,Mớvié 43,2013,94,103178,False,nm0268380,nm0348181
tt14880258,Deep,2021,101,1168,False,nm12674932,nm12674934
tt1539997,Kerala Cafe,2006,140,1082,True,nm2776729,nm3488838
tt7038246,Brooklyn Love Stories,2019,84,1083,False,nm3060183,nm6610794
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539,True,nm0102643,nm0933133
tt0055805,Bớccácciớ '70,1962,205,4325,True,nm0001120,nm0899581
tt0033152,The Thief of Bagdad,2006,106,12840,True,nm0003836,nm0539942
tt0756222,Art of the Devil 2,2005,100,1501,False,nm2175529,nm0995978
tt1727252,Chillerama,2011,120,4701,False,nm0838374,nm0838374
tt0032138,The Wizard of Oz,1939,102,382348,True,nm0851537,nm0685265
tt0032910,Pinocchio,2006,88,138477,True,nm0414144,nm0061284
tt0120910,Fantasia 2000,1999,75,37192,True,nm0125186,nm0152312
tt0411098,All the Invisible Children,2005,124,4050,True,nm0893034,nm0779386
tt1333125,Mớvié 43,2013,94,103178,False,nm0006969,nm0348181
tt14880258,Deep,2021,101,1168,False,nm0915026,nm12674934
