Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
3111,tt0115676,Big Bully,,1996,\N,90,4961.0,False,nm0591171,nm0425756
3144,tt0116405,Getting Away with Murder,Getting Away with Murder,\N,1996,91,1370.0,False,nm0588458,nm0588458
3147,tt0116480,Hamsun,Hamsun,1996,\N,159,1558.0,True,nm0873296,nm0873296
3206,tt0117723,Spy Hard,,1996,\N,81,37349.0,False,nm0295007,nm0161003
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0067296,nm0797327
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0769405,nm0797327
3241,tt0118818,Career Girls,Career Girls,1997,\N,83,,True,nm0005139,nm0005139
3267,tt0119215,Good Burger,Good Burger,1997,\N,95,28183.0,False,nm0005367,nm0782499
3284,tt0119448,Cháráctér,,1997,\N,122,,True,nm0226016,nm0576305
3288,tt0119522,Letters from a Killer,,1998,\N,104,2293.0,False,nm0141222,nm0005591
3314,tt0120112,She's So Lovely,,1997,\N,100,,False,nm0001024,nm0001023
3320,tt0120177,Spáwn,,1997,\N,96,66753.0,False,nm0228147,nm0228147
3333,tt0120522,Winter Sleepers,,1997,\N,122,4449.0,True,nm0878756,nm0878756
3354,tt0120753,The Million Dollar Hotel,The Million Dollar Hotel,2000,\N,122,21369.0,False,nm0000694,nm0095104
3389,tt0125301,Who Wants to Kill Jessie?,Kdo chce zabít Jessii?,1966,\N,80,1026.0,True,nm0903474,nm0903474
3397,tt0126859,The Loss of Sexual Innocence,,1999,\N,106,3248.0,False,nm0001214,nm0001214
3466,tt0140090,Guna,Guna,1991,\N,167,2638.0,True,nm0080248,nm1597822
3492,tt0144120,Bride of Chucky,Bride of Chucky,1998,\N,89,56463.0,False,nm0950553,nm0238841
3513,tt0150915,Hilary and Jackie,Hilary and Jackie,1998,\N,121,10154.0,True,nm0875793,nm0101639
3525,tt0155796,Dr. Akagi,Kanzô sensei,1998,\N,129,1532.0,True,nm0408076,nm0854976
3535,tt0157075,The Suburbans,,1999,\N,81,2359.0,False,nm0911505,nm0347909
3542,tt0158714,Lady Snowblood,,\N,1973,97,13597.0,True,nm0297846,nm0651487
3560,tt0163579,Chill Factor,Chill Factor,1999,\N,102,9595.0,False,nm0425244,nm0002461
3565,tt0164221,Virtúál Séxúálity,Virtual Sexuality,\N,1999,92,,False,nm0403541,nm0279717
3576,tt0165831,Held Up,Held Up,1999,\N,89,3754.0,False,nm0711114,nm1144121
3581,tt0166195,Foolish,Foolish,1999,\N,84,,False,nm0583515,nm0005290
3585,tt0166476,Toxic Love,Amore tossico,1983,\N,90,1148.0,True,nm0129997,nm0129997
3587,tt0166813,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,\N,83,72182.0,True,nm0038432,nm0524710
3587,tt0166813,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,\N,83,72182.0,True,nm0177170,nm0524710
3596,tt0167947,Gállớ cédrớné,Gallo cedrone,1998,\N,93,1111.0,False,nm0893872,nm0893872
3610,tt0171356,Gun Shy,Gun Shy,2000,\N,101,7351.0,False,nm0086826,nm0086826
3624,tt0174685,Girl in Gold Boots,,1968,\N,94,3792.0,False,nm0586399,nm0933646
3654,tt0181151,What Planet Are You From?,What Planet Are You From?,2000,\N,105,9390.0,False,nm0001566,nm0865847
3673,tt0185183,Battlefield Earth,,2000,\N,118,79165.0,False,nm0002337,nm0399196
3676,tt0185584,Peculiarities of the National Fishing,Osobennosti natsionalnoy rybalki,1998,\N,94,3571.0,True,nm0737400,nm0737400
3679,tt0186730,It All Starts Today,Ça commence aujourd'hui,1999,\N,117,2628.0,True,nm0851724,nm0851733
3681,tt0187227,Láádlá,,1994,\N,169,1217.0,False,nm0438029,nm0063357
3691,tt0188863,Love Stinks,Love Stinks,1999,\N,94,5199.0,False,nm0291449,nm0291449
3692,tt0189153,Wheels,,\N,1998,92,2408.0,True,nm0590503,nm0590503
3693,tt0189541,Gábriélá,,2001,\N,93,1586.0,False,nm0589488,nm0589488
1872,tt0082694,The Road Warrior,,1981,\N,96,174374.0,True,nm0004306,nm0447945
1936,tt0084133,The Incubus,Incubus,\N,1981,93,,False,nm0396421,nm0291426
1961,tt0084667,Shakti,,1982,\N,166,,True,nm0802693,nm0451311
2009,tt0085748,"Jára Cimrman Lying, Sleeping","Jára Cimrman lezící, spící",1983,\N,81,1018.0,True,nm0810602,nm0006664
2125,tt0088247,The Terminator,The Terminator,1984,\N,107,826119.0,True,nm0000116,nm0936537
2216,tt0090888,Crossroads,Crossroads,1986,\N,99,15455.0,True,nm0001353,nm0299301
2307,tt0092963,The Emperor's Naked Army Marches On,"Yuki yukite, shingun",1987,\N,122,1739.0,True,nm0361672,\N
2405,tt0094997,Demonia,,1990,\N,88,,False,nm0002086,nm0855193
2459,tt0096223,Tápéhéáds,Tapeheads,1988,\N,93,4053.0,False,nm0279863,nm0746598
2469,tt0096523,L'étudiante,L'étudiante,1988,\N,104,1965.0,False,nm0684509,nm0860019
2491,tt0097372,For All Mankind,For All Mankind,1989,\N,80,5548.0,True,nm0718031,\N
2630,tt0101428,The Beautiful Troublemaker,La Belle Noiseuse,1991,\N,238,7942.0,True,nm0729626,nm0051304
2806,tt0106701,Dennis the Menace,Dennis the Menace,1993,\N,94,59722.0,False,nm0145309,nm0000455
2951,tt0110521,Mina Tannenbaum,Mina Tannenbaum,1994,\N,128,1029.0,True,nm0240987,nm0240987
2982,tt0111400,Terminal Velocity,,1994,\N,102,13512.0,False,nm0764776,nm0878638
3078,tt0114478,Smoke,,\N,1995,112,35503.0,True,nm0911061,nm0000808
3133,tt0116231,The Bandit,,1996,\N,128,68360.0,True,nm0877078,nm0877078
3171,tt0116897,Littlé Witchés,Little Witches,\N,1996,90,,False,nm0801040,nm0898883
3185,tt0117260,Original Gangstas,,1996,\N,99,1721.0,False,nm0004365,nm0711877
3185,tt0117260,Original Gangstas,,1996,\N,99,1721.0,False,nm0169540,nm0711877
3216,tt0117913,A Time to Kill,A Time to Kill,1996,\N,149,145215.0,True,nm0001708,nm0326040
3236,tt0118750,Booty Call,Booty Call,1997,\N,79,8727.0,False,nm0689385,nm0662084
3239,tt0118788,Lucky Star,La buena estrella,1997,\N,110,2434.0,True,nm0002797,nm0701966
3566,tt0164756,Mifúné,,1999,\N,98,7742.0,True,nm0469273,nm0469273
2346,tt0093713,Pelle the Conqueror,Pelle erobreren,1987,\N,157,,True,nm0000806,nm0720675
2372,tt0094169,Tough Guys Don't Dance,,1987,\N,110,1483.0,False,nm0537551,nm0001801
2456,tt0096094,She's Having a Baby,,1988,\N,106,12554.0,False,nm0000455,nm0000455
2559,tt0099204,Cadillac Man,Cadillac Man,1990,\N,97,14048.0,False,nm0002044,nm0295271
2643,tt0101675,Dead Space,Dead Space,1991,\N,72,1074.0,False,nm0303030,nm0194274
2761,tt0105287,Sex and Zen,Yuk po tuen: Tau ching bo gam,1991,\N,99,2344.0,False,nm0538328,nm4026430
3362,tt0120851,Sweepers,,1998,\N,96,1777.0,False,nm0915394,nm0915394
3484,tt0143338,Killer Crocodile,Killer Crocodile,1989,\N,90,1230.0,False,nm0170354,nm0332417
2058,tt0086543,The 4th Man,,1983,\N,102,7596.0,True,nm0000682,nm0812121
2177,tt0089748,When Father Was Away on Business,,1985,\N,136,,True,nm0001437,nm0796710
3145,tt0116407,Gháták: Léthál,,1996,\N,158,3528.0,True,nm0764316,nm0764316
2853,tt0108101,Shadowlands,,1993,\N,131,18289.0,True,nm0000277,nm0629933
3281,tt0119385,Iruvar,,1997,\N,140,5767.0,True,nm0711745,nm0007124
3549,tt0161942,Revelation,Revelation,1999,\N,98,1008.0,False,nm0887055,nm0482511
1993,tt0085384,Curse of the Pink Panther,Curse of the Pink Panther,1983,\N,109,5903.0,False,nm0001175,nm0250005
2212,tt0090753,Blúé City,,1986,\N,83,1186.0,False,nm0543339,nm0001353
1867,tt0082528,Hot Bubblegum,,1981,\N,90,,False,nm0203246,nm0851780
1879,tt0082755,Teddy Bear,Mis,1981,\N,111,5813.0,True,nm0054402,nm0054402
1919,tt0083743,La colmena,,\N,1982,112,1016.0,True,nm0133426,nm0147911
1930,tt0083972,Friday the 13th Part III,Friday the 13th Part III,1982,\N,95,,False,nm0591171,nm0413826
1975,tt0084865,Victor Victoria,,1982,\N,134,20746.0,True,nm0001175,nm0388502
1976,tt0084887,Báttlétrúck,Warlords of the 21st Century,1982,\N,91,1298.0,False,nm0170113,nm0066289
2042,tt0086319,The Snowdrop Festivities,,1984,\N,83,1456.0,True,nm0579954,nm0398518
2060,tt0086567,WárGámés,WarGames,1983,\N,114,95954.0,True,nm0000824,nm0662748
2061,tt0086610,Xtrớ,,1982,\N,86,6760.0,False,nm0111332,nm0003176
2106,tt0087803,1984,Nineteen Eighty-Four,1984,\N,113,,True,nm0705535,nm0705535
2124,tt0088241,Vớyágé tớ Cythérá,,1984,\N,120,2565.0,True,nm0000766,nm0346096
2134,tt0088757,Avenging Angel,,1985,\N,93,1527.0,False,nm0642057,nm0129193
2145,tt0088967,Crimewave,,1985,\N,83,5585.0,False,nm0000600,nm0001054
2163,tt0089421,King Solomon's Mines,,1985,\N,100,13252.0,False,nm0496746,nm0704164
2164,tt0089501,Screwballs II,,1985,\N,92,1310.0,False,nm0956205,nm0002893
2187,tt0089957,Samaya obayatelnaya i privlekatelnaya,Samaya obayatelnaya i privlekatelnaya,1985,\N,81,1773.0,True,nm0080080,nm0080080
2192,tt0090073,Stick,Stick,1985,\N,109,2031.0,False,nm0000608,nm0001465
2252,tt0091653,Nothing in Common,,1986,\N,118,6929.0,False,nm0005190,nm0687940
2277,tt0092288,The Zero Boys,The Zero Boys,1986,\N,89,2396.0,False,nm0557789,nm0557789
2343,tt0093593,On the Silver Globe,Na srebrnym globie,1988,\N,166,3003.0,True,nm0958558,nm0958558
2367,tt0094061,Stripped to Kill,Stripped to Kill,1987,\N,88,1387.0,False,nm0002240,nm0747834
2425,tt0095452,King Size,,1988,\N,105,2962.0,True,nm0532702,nm0367308
2440,tt0095800,The Bear,L'ours,\N,1988,96,17446.0,True,nm0000269,nm0193617
2442,tt0095889,Poltergeist III,Poltergeist III,1988,\N,98,18156.0,False,nm0792446,nm0846532
2462,tt0096321,Twister,,\N,1989,93,,False,nm0021899,nm0733226
2492,tt0097373,For Queen & Country,,1988,\N,105,2380.0,False,nm0826369,nm0826369
2501,tt0097534,Howling V: The Rebirth,Howling V: The Rebirth,1989,\N,96,2565.0,False,nm0839237,nm0746513
2503,tt0097570,In Country,In Country,1989,\N,120,2889.0,False,nm0422484,nm0682757
2509,tt0097727,A legényanya,A legényanya,1989,\N,80,,True,nm0304839,nm0304839
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0883338,nm0461388
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0905102,nm0461388
2532,tt0098189,The Journey to Melonia,,1989,\N,104,1325.0,True,nm0959746,nm0000636
2542,tt0098350,Slipstream,,1989,\N,102,2612.0,False,nm0513974,nm0443249
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0442207,nm0729708
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0381230,nm0729708
2556,tt0099142,BlackJack,BlackJack,1990,\N,111,1503.0,False,nm0638324,nm0638324
2566,tt0099399,Delta Force 2: The Colombian Connection,Delta Force 2: The Colombian Connection,1990,\N,111,7301.0,False,nm0635760,nm0324875
2567,tt0099441,Distúrbéd,Disturbed,1990,\N,96,1851.0,False,nm0935203,nm0084646
2575,tt0099669,My Father's Glory,La gloire de mon père,1990,\N,105,6390.0,True,nm0002216,nm0002216
2595,tt0100112,The Hairdresser's Husband,,1990,\N,82,9501.0,True,nm0496312,nm0460104
2616,tt0100681,Everybody's Fine,Stanno tutti bene,1990,\N,118,,True,nm0868153,nm0346096
2652,tt0101921,Fried Green Tomatoes,Fried Green Tomatoes,1991,\N,130,71692.0,True,nm0000816,nm0280840
2672,tt0102587,Only Yesterday,Omohide poro poro,1991,\N,118,30127.0,True,nm0847223,nm0293168
2683,tt0102910,Shock 'Em Dead,,1991,\N,93,1050.0,False,nm0293125,nm0293125
2714,tt0104014,Áll Ládiés Dớ It,Così fan tutte,1992,\N,93,4600.0,False,nm0000972,nm0750871
2720,tt0104114,The Distinguished Gentleman,The Distinguished Gentleman,1992,\N,112,,False,nm0528718,nm0438320
2722,tt0104187,Encino Man,,1992,\N,88,39238.0,False,nm0562645,nm0004043
2740,tt0104761,Lotta på Bråkmakargatan,Lotta på Bråkmakargatan,1992,\N,74,1354.0,False,nm0354780,nm0511807
2814,tt0106950,Fortress,Fortress,1992,\N,95,28439.0,False,nm0002340,nm0892866
2826,tt0107282,The Joy Luck Club,,1993,\N,139,,True,nm0911061,nm0848819
2893,tt0109439,City Slickérs II: Thé Légénd ớf Cúrly's Gớld,,1994,\N,116,19187.0,False,nm0917992,nm0541632
2904,tt0109529,Dance Me Outside,Dance Me Outside,1994,\N,84,,True,nm0567680,nm0567680
2912,tt0109783,The Favor,The Favor,1994,\N,97,2820.0,False,nm0677953,nm0663490
2916,tt0109830,Forrest Gump,Forrest Gump,1994,\N,142,1932502.0,True,nm0000709,nm0343165
2937,tt0110222,Kábhi Háán Kábhi Náá,,1994,\N,158,17964.0,True,nm0787453,nm0438499
2944,tt0110322,Legends of the Fall,,1994,\N,133,158354.0,True,nm0001880,nm0937074
2976,tt0111175,Shrunken Heads,Shrunken Heads,1994,\N,86,1342.0,False,nm0253320,nm0023929
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0000329,nm0950699
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0514906,nm0950699
2999,tt0112453,Balto,,\N,1995,78,42057.0,True,nm0920425,nm0169325
3004,tt0112553,Bombay,Bombay,1995,\N,141,12268.0,True,nm0711745,nm0711745
3014,tt0112740,Crimsớn Tidé,,1995,\N,116,108499.0,True,nm0001716,nm0771512
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703028,nm0703029
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703029,nm0703029
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm11739451,nm0703029
3038,tt0113533,Bớrn tớ Bé Wild,,1995,\N,100,1524.0,False,nm0336726,nm0949943
3064,tt0113987,Nixon,,1995,\N,192,30228.0,True,nm0000231,nm0929349
3075,tt0114432,Hidden Assassin,The Shooter,\N,1995,104,2184.0,False,nm0467646,nm0857217
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0169505
3106,tt0115633,Bastard Out of Carolina,,1996,\N,98,,True,nm0001378,nm0021433
3147,tt0116480,Hamsun,Hamsun,1996,\N,159,1558.0,True,nm0873296,nm0361101
3206,tt0117723,Spy Hard,,1996,\N,81,37349.0,False,nm0295007,nm0295007
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0067296,nm0271136
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0769405,nm0271136
3267,tt0119215,Good Burger,Good Burger,1997,\N,95,28183.0,False,nm0005367,nm0465741
3284,tt0119448,Cháráctér,,1997,\N,122,,True,nm0226016,nm0226016
3288,tt0119522,Letters from a Killer,,1998,\N,104,2293.0,False,nm0141222,nm0589330
3320,tt0120177,Spáwn,,1997,\N,96,66753.0,False,nm0228147,nm0568416
3333,tt0120522,Winter Sleepers,,1997,\N,122,4449.0,True,nm0878756,nm0701589
3354,tt0120753,The Million Dollar Hotel,The Million Dollar Hotel,2000,\N,122,21369.0,False,nm0000694,nm0458911
3389,tt0125301,Who Wants to Kill Jessie?,Kdo chce zabít Jessii?,1966,\N,80,1026.0,True,nm0903474,nm0534181
3466,tt0140090,Guna,Guna,1991,\N,167,2638.0,True,nm0080248,nm0049400
3513,tt0150915,Hilary and Jackie,Hilary and Jackie,1998,\N,121,10154.0,True,nm0875793,nm0699504
3525,tt0155796,Dr. Akagi,Kanzô sensei,1998,\N,129,1532.0,True,nm0408076,nm0756979
3535,tt0157075,The Suburbans,,1999,\N,81,2359.0,False,nm0911505,nm0911505
3542,tt0158714,Lady Snowblood,,\N,1973,97,13597.0,True,nm0297846,nm0463521
3560,tt0163579,Chill Factor,Chill Factor,1999,\N,102,9595.0,False,nm0425244,nm0321178
3565,tt0164221,Virtúál Séxúálity,Virtual Sexuality,\N,1999,92,,False,nm0403541,nm0713056
3576,tt0165831,Held Up,Held Up,1999,\N,89,3754.0,False,nm0711114,nm0004025
3581,tt0166195,Foolish,Foolish,1999,\N,84,,False,nm0583515,nm0341176
3585,tt0166476,Toxic Love,Amore tossico,1983,\N,90,1148.0,True,nm0129997,nm0089866
3587,tt0166813,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,\N,83,72182.0,True,nm0038432,nm0299301
3587,tt0166813,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,\N,83,72182.0,True,nm0177170,nm0299301
3596,tt0167947,Gállớ cédrớné,Gallo cedrone,1998,\N,93,1111.0,False,nm0893872,nm0686742
3624,tt0174685,Girl in Gold Boots,,1968,\N,94,3792.0,False,nm0586399,nm0620644
3654,tt0181151,What Planet Are You From?,What Planet Are You From?,2000,\N,105,9390.0,False,nm0001566,nm0004412
3673,tt0185183,Battlefield Earth,,2000,\N,118,79165.0,False,nm0002337,nm0788526
3679,tt0186730,It All Starts Today,Ça commence aujourd'hui,1999,\N,117,2628.0,True,nm0851724,nm0851724
1872,tt0082694,The Road Warrior,,1981,\N,96,174374.0,True,nm0004306,nm0360352
1936,tt0084133,The Incubus,Incubus,\N,1981,93,,False,nm0396421,nm0751400
1961,tt0084667,Shakti,,1982,\N,166,,True,nm0802693,nm0015287
2009,tt0085748,"Jára Cimrman Lying, Sleeping","Jára Cimrman lezící, spící",1983,\N,81,1018.0,True,nm0810602,nm0810602
2125,tt0088247,The Terminator,The Terminator,1984,\N,107,826119.0,True,nm0000116,nm0005036
2405,tt0094997,Demonia,,1990,\N,88,,False,nm0002086,nm0002086
2459,tt0096223,Tápéhéáds,Tapeheads,1988,\N,93,4053.0,False,nm0279863,nm0381272
2469,tt0096523,L'étudiante,L'étudiante,1988,\N,104,1965.0,False,nm0684509,nm0684509
2630,tt0101428,The Beautiful Troublemaker,La Belle Noiseuse,1991,\N,238,7942.0,True,nm0729626,nm0729626
2806,tt0106701,Dennis the Menace,Dennis the Menace,1993,\N,94,59722.0,False,nm0145309,nm0450477
3171,tt0116897,Littlé Witchés,Little Witches,\N,1996,90,,False,nm0801040,nm0227489
3216,tt0117913,A Time to Kill,A Time to Kill,1996,\N,149,145215.0,True,nm0001708,nm0001300
3236,tt0118750,Booty Call,Booty Call,1997,\N,79,8727.0,False,nm0689385,nm0119405
3239,tt0118788,Lucky Star,La buena estrella,1997,\N,110,2434.0,True,nm0002797,nm0328000
3566,tt0164756,Mifúné,,1999,\N,98,7742.0,True,nm0469273,nm0421314
2346,tt0093713,Pelle the Conqueror,Pelle erobreren,1987,\N,157,,True,nm0000806,nm0257981
2372,tt0094169,Tough Guys Don't Dance,,1987,\N,110,1483.0,False,nm0537551,nm0537551
2761,tt0105287,Sex and Zen,Yuk po tuen: Tau ching bo gam,1991,\N,99,2344.0,False,nm0538328,nm0157343
3362,tt0120851,Sweepers,,1998,\N,96,1777.0,False,nm0915394,nm0076791
3484,tt0143338,Killer Crocodile,Killer Crocodile,1989,\N,90,1230.0,False,nm0170354,nm0170354
2058,tt0086543,The 4th Man,,1983,\N,102,7596.0,True,nm0000682,nm0720771
3145,tt0116407,Gháták: Léthál,,1996,\N,158,3528.0,True,nm0764316,nm0706953
3281,tt0119385,Iruvar,,1997,\N,140,5767.0,True,nm0711745,nm0711745
3549,tt0161942,Revelation,Revelation,1999,\N,98,1008.0,False,nm0887055,nm0482510
1993,tt0085384,Curse of the Pink Panther,Curse of the Pink Panther,1983,\N,109,5903.0,False,nm0001175,nm0001175
2212,tt0090753,Blúé City,,1986,\N,83,1186.0,False,nm0543339,nm0375355
1867,tt0082528,Hot Bubblegum,,1981,\N,90,,False,nm0203246,nm0379387
1930,tt0083972,Friday the 13th Part III,Friday the 13th Part III,1982,\N,95,,False,nm0591171,nm0566699
1975,tt0084865,Victor Victoria,,1982,\N,134,20746.0,True,nm0001175,nm0001175
1976,tt0084887,Báttlétrúck,Warlords of the 21st Century,1982,\N,91,1298.0,False,nm0170113,nm0042402
2060,tt0086567,WárGámés,WarGames,1983,\N,114,95954.0,True,nm0000824,nm0489623
2061,tt0086610,Xtrớ,,1982,\N,86,6760.0,False,nm0111332,nm0144262
2124,tt0088241,Vớyágé tớ Cythérá,,1984,\N,120,2565.0,True,nm0000766,nm0885407
2134,tt0088757,Avenging Angel,,1985,\N,93,1527.0,False,nm0642057,nm0642057
2145,tt0088967,Crimewave,,1985,\N,83,5585.0,False,nm0000600,nm0001053
2163,tt0089421,King Solomon's Mines,,1985,\N,100,13252.0,False,nm0496746,nm0353584
2164,tt0089501,Screwballs II,,1985,\N,92,1310.0,False,nm0956205,nm0181684
2252,tt0091653,Nothing in Common,,1986,\N,118,6929.0,False,nm0005190,nm0005190
2277,tt0092288,The Zero Boys,The Zero Boys,1986,\N,89,2396.0,False,nm0557789,nm0319120
2442,tt0095889,Poltergeist III,Poltergeist III,1988,\N,98,18156.0,False,nm0792446,nm0792446
2501,tt0097534,Howling V: The Rebirth,Howling V: The Rebirth,1989,\N,96,2565.0,False,nm0839237,nm2427173
2503,tt0097570,In Country,In Country,1989,\N,120,2889.0,False,nm0422484,nm0556612
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0883338,nm0314636
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0905102,nm0314636
2532,tt0098189,The Journey to Melonia,,1989,\N,104,1325.0,True,nm0959746,nm0711432
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0442207,nm0938489
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0381230,nm0938489
2566,tt0099399,Delta Force 2: The Colombian Connection,Delta Force 2: The Colombian Connection,1990,\N,111,7301.0,False,nm0635760,nm0116145
2575,tt0099669,My Father's Glory,La gloire de mon père,1990,\N,105,6390.0,True,nm0002216,nm0656528
2616,tt0100681,Everybody's Fine,Stanno tutti bene,1990,\N,118,,True,nm0868153,nm0211160
2672,tt0102587,Only Yesterday,Omohide poro poro,1991,\N,118,30127.0,True,nm0847223,nm7818935
2683,tt0102910,Shock 'Em Dead,,1991,\N,93,1050.0,False,nm0293125,nm0189108
2714,tt0104014,Áll Ládiés Dớ It,Così fan tutte,1992,\N,93,4600.0,False,nm0000972,nm0182153
2814,tt0106950,Fortress,Fortress,1992,\N,95,28439.0,False,nm0002340,nm0270686
2893,tt0109439,City Slickérs II: Thé Légénd ớf Cúrly's Gớld,,1994,\N,116,19187.0,False,nm0917992,nm0304665
2904,tt0109529,Dance Me Outside,Dance Me Outside,1994,\N,84,,True,nm0567680,nm0455875
2937,tt0110222,Kábhi Háán Kábhi Náá,,1994,\N,158,17964.0,True,nm0787453,nm1583603
2944,tt0110322,Legends of the Fall,,1994,\N,133,158354.0,True,nm0001880,nm0793463
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0000329,nm0867246
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0514906,nm0867246
2999,tt0112453,Balto,,\N,1995,78,42057.0,True,nm0920425,nm0504327
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703028,nm0703028
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703029,nm0703028
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm11739451,nm0703028
3064,tt0113987,Nixon,,1995,\N,192,30228.0,True,nm0000231,nm0729151
3075,tt0114432,Hidden Assassin,The Shooter,\N,1995,104,2184.0,False,nm0467646,nm0553221
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0923736
3147,tt0116480,Hamsun,Hamsun,1996,\N,159,1558.0,True,nm0873296,nm0257981
3206,tt0117723,Spy Hard,,1996,\N,81,37349.0,False,nm0295007,nm0783536
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0067296,nm0271143
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0769405,nm0271143
3267,tt0119215,Good Burger,Good Burger,1997,\N,95,28183.0,False,nm0005367,nm0773759
3284,tt0119448,Cháráctér,,1997,\N,122,,True,nm0226016,nm0311597
3288,tt0119522,Letters from a Killer,,1998,\N,104,2293.0,False,nm0141222,nm0382985
3320,tt0120177,Spáwn,,1997,\N,96,66753.0,False,nm0228147,nm0568825
3513,tt0150915,Hilary and Jackie,Hilary and Jackie,1998,\N,121,10154.0,True,nm0875793,nm0699503
3525,tt0155796,Dr. Akagi,Kanzô sensei,1998,\N,129,1532.0,True,nm0408076,nm0408076
3542,tt0158714,Lady Snowblood,,\N,1973,97,13597.0,True,nm0297846,nm0436655
3576,tt0165831,Held Up,Held Up,1999,\N,89,3754.0,False,nm0711114,nm0247609
3596,tt0167947,Gállớ cédrớné,Gallo cedrone,1998,\N,93,1111.0,False,nm0893872,nm0207401
3624,tt0174685,Girl in Gold Boots,,1968,\N,94,3792.0,False,nm0586399,nm1104091
3654,tt0181151,What Planet Are You From?,What Planet Are You From?,2000,\N,105,9390.0,False,nm0001566,nm0498775
3673,tt0185183,Battlefield Earth,,2000,\N,118,79165.0,False,nm0002337,nm0541720
3679,tt0186730,It All Starts Today,Ça commence aujourd'hui,1999,\N,117,2628.0,True,nm0851724,nm0760089
1872,tt0082694,The Road Warrior,,1981,\N,96,174374.0,True,nm0004306,nm0004306
2125,tt0088247,The Terminator,The Terminator,1984,\N,107,826119.0,True,nm0000116,nm0000116
2405,tt0094997,Demonia,,1990,\N,88,,False,nm0002086,nm0716701
2459,tt0096223,Tápéhéáds,Tapeheads,1988,\N,93,4053.0,False,nm0279863,nm0565292
2630,tt0101428,The Beautiful Troublemaker,La Belle Noiseuse,1991,\N,238,7942.0,True,nm0729626,nm10535179
3239,tt0118788,Lucky Star,La buena estrella,1997,\N,110,2434.0,True,nm0002797,nm0002797
2346,tt0093713,Pelle the Conqueror,Pelle erobreren,1987,\N,157,,True,nm0000806,nm0000806
2761,tt0105287,Sex and Zen,Yuk po tuen: Tau ching bo gam,1991,\N,99,2344.0,False,nm0538328,nm0496779
3145,tt0116407,Gháták: Léthál,,1996,\N,158,3528.0,True,nm0764316,nm1185046
2212,tt0090753,Blúé City,,1986,\N,83,1186.0,False,nm0543339,nm0531906
