column0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id,movie_age,log_numVotes,runtime_category
6590,tt1513713,Love in Another Language,2009.0,98,,True,,,16.0,,long
6922,tt1727523,My Ámityvillé Hớrrớr,2012.0,88,1932.0,False,,,13.0,7.566828479208331,medium
7041,tt1826603,Asmaa,2011.0,96,4369.0,True,,,14.0,8.382518288089635,long
7229,tt2028530,Paradise Lost 3: Purgatory,2011.0,121,9901.0,True,,,14.0,9.200492035921368,very long
7296,tt2091325,Bad Johnson,2014.0,88,5037.0,False,,,11.0,8.524764456912555,medium
7573,tt2371158,Secrets of War,2014.0,95,1905.0,True,,,11.0,7.552762084214147,long
7887,tt2967226,Killing Hasselhoff,2017.0,80,2592.0,False,,,8.0,7.860570785538664,medium
7985,tt3165630,Thé Bénéfáctớr,2015.0,93,,False,,,10.0,,long
8040,tt3280262,Cult of Chucky,2017.0,91,23433.0,False,,,8.0,10.061943238228102,long
8088,tt3395908,Saa'a wi Nos,2012.0,87,,True,,,13.0,,medium
8366,tt3921852,Barbie and the Secret Door,2014.0,81,1221.0,False,,,11.0,7.108244139731541,medium
8408,tt4054004,2047: Virtúál Révớlútiớn,2016.0,92,1693.0,False,,,9.0,7.434847875211999,long
8710,tt4830786,The Cakemaker,2017.0,113,,True,,,8.0,,long
8909,tt5342650,Reset,2017.0,105,1188.0,False,,,8.0,7.080867896690782,long
8915,tt5363618,Sound of Metal,2019.0,120,110387.0,True,,,6.0,11.611756711265157,long
8993,tt5598102,Fácés Plácés,2017.0,94,11877.0,True,,,8.0,9.382443228575806,long
9106,tt5851680,One Last Deal,2018.0,95,1285.0,True,,,7.0,7.1592919047975645,long
9595,tt7715070,Horrible Histories: The Movie - Rotten Romans,2019.0,92,2456.0,False,,,6.0,7.806696372521179,long
9732,tt8328740,Okko's Inn,2018.0,94,,True,,,7.0,,long
9827,tt8822402,Remember Us,2018.0,120,2381.0,True,,,7.0,7.775695749915245,long
152,tt0026529,The Informer,1935.0,91,6255.0,True,,,90.0,8.741296282225147,long
310,tt0034521,Black Dragons,1942.0,64,,False,,,83.0,,medium
325,tt0035093,Mrs. Miniver,1942.0,134,17125.0,True,,,83.0,9.748353055586138,very long
334,tt0035432,This Gún fớr Hiré,1942.0,81,9003.0,True,,,83.0,9.105424202026622,medium
582,tt0045551,Beneath the 12-Mile Reef,1953.0,102,1368.0,False,,,72.0,7.221835825288449,long
620,tt0047437,Sabrina,1954.0,113,62736.0,True,,,71.0,11.046706664216348,long
641,tt0048140,Guys and Dolls,1955.0,150,16921.0,True,,,70.0,9.736369829484445,very long
679,tt0049261,Giant,1956.0,201,37368.0,True,,,69.0,10.528596762688789,epic
698,tt0049794,The Flying Carpet,1957.0,86,1297.0,True,,,68.0,7.168579897264035,medium
732,tt0050986,Wild Strawberries,1957.0,91,103346.0,True,,,68.0,11.545847537112408,long
914,tt0055597,Victim,1961.0,90,5810.0,True,,,64.0,8.667507952075105,medium
970,tt0056982,Business People,1963.0,84,1154.0,True,,,62.0,7.051855622955894,medium
1092,tt0060232,The Chase,1966.0,134,,True,,,59.0,,very long
1218,tt0063458,La Prisonnière,1968.0,106,1397.0,True,,,57.0,7.242797922793756,long
1483,tt0070509,The Paper Chase,1973.0,113,7653.0,True,,,52.0,8.942983665985647,long
1497,tt0070903,The Way We Were,1973.0,118,24093.0,True,,,52.0,10.089718125826797,long
1782,tt0079858,Scavenger Hunt,1979.0,116,2649.0,False,,,46.0,7.882314918980268,long
2167,tt0089569,Maxie,1985.0,98,1080.0,False,,,40.0,6.985641817639208,long
2914,tt0109798,Revenge of the Musketeers,1994.0,125,3320.0,False,,,31.0,8.108021221376747,very long
3069,tt0114196,Proteus,1995.0,97,1140.0,False,,,30.0,7.039660349862076,long
3279,tt0119361,In thé Cớmpány ớf Mén,1997.0,97,13518.0,True,,,28.0,9.511851382364405,long
3327,tt0120324,A Simple Plan,1998.0,121,67538.0,True,,,27.0,11.120460487789083,very long
3381,tt0123335,Zátớichi's Révéngé,1965.0,84,1309.0,True,,,60.0,7.177782416195197,medium
3755,tt0207341,Biwi Nớ. 1,1999.0,159,5678.0,False,,,26.0,8.644530439877432,very long
4162,tt0295375,More Ants in the Pants,2002.0,85,2998.0,False,,,23.0,8.00603417874901,medium
4245,tt0312859,Kannathil Muthamittal,2002.0,136,,True,,,23.0,,very long
4423,tt0356443,Thé Bridgé ớf Sán Lúis Réy,2004.0,120,3505.0,False,,,21.0,8.16223106548118,long
4511,tt0372279,Festival Express,2003.0,90,2274.0,True,,,22.0,7.729735331385051,medium
5091,tt0477857,Sehar,2005.0,125,,True,,,20.0,,very long
5141,tt0486946,Wild Hogs,2007.0,100,116834.0,False,,,18.0,11.66851796202216,long
5231,tt0762138,Syrup,2013.0,90,11592.0,False,,,12.0,9.358156746670401,medium
5542,tt0978797,One Missed Call 3: Final,2006.0,109,1939.0,False,,,19.0,7.570443252057374,long
5712,tt10549312,Baba Parasi,2020.0,116,3018.0,False,,,5.0,8.012680929706839,long
5717,tt1057500,Invictus,2009.0,134,155741.0,True,,,16.0,11.955956070964534,very long
5860,tt11199410,The Princess Switch: Switched Again,2020.0,96,10121.0,False,,,5.0,9.222466551774023,long
5999,tt11667452,Márch fớr Fréédớm,2019.0,134,1576.0,True,,,6.0,7.3632795869630385,very long
6224,tt12829958,The Old Ways,2020.0,90,4902.0,False,,,5.0,8.497602541651233,medium
6328,tt13363828,Wé Nééd tớ Dớ Sớméthing,2021.0,97,1287.0,False,,,4.0,7.160845906664299,long
6442,tt1404830,The Bannen Way,2010.0,93,1852.0,False,,,15.0,7.52456122628536,long
6565,tt14923112,Methagu,2021.0,100,8605.0,True,,,4.0,9.060214913398545,long
6797,tt1648201,For Lovers Only,2011.0,87,1578.0,True,,,14.0,7.364547014255642,medium
6989,tt1787837,We Were Here,2011.0,90,2150.0,True,,,14.0,7.67368812926773,medium
7018,tt1810697,Meeting Evil,2012.0,89,12143.0,False,,,13.0,9.404590499635411,medium
7256,tt2062700,Sớng tớ Sớng,2017.0,129,20345.0,False,,,8.0,9.920639611353694,very long
7786,tt2724532,Gridlocked,2015.0,110,4456.0,False,,,10.0,8.402231172946555,long
7818,tt2822578,Gravy,2015.0,95,1606.0,False,,,10.0,7.382124365737512,long
8236,tt3668162,Bangalore Days,2014.0,171,18920.0,True,,,11.0,9.84802769533176,very long
8292,tt3750872,The Wife,2017.0,99,38524.0,True,,,8.0,10.559062660188317,long
8382,tt3977848,Sky Sharks,2020.0,102,,False,,,5.0,,long
8385,tt3983464,O Pátio das Cantigas,2015.0,108,1787.0,False,,,10.0,7.488852955733459,long
8435,tt4085944,Lolo,2015.0,99,3985.0,False,,,10.0,8.29054350077274,long
9256,tt6332276,What We Left Behind: Star Trek DS9,2018.0,116,1672.0,True,,,7.0,7.422373700986824,long
9445,tt7125774,Balloon,2018.0,125,10634.0,True,,,7.0,9.271905727634337,very long
9465,tt7218732,Cingöz Récái,2017.0,111,4284.0,False,,,8.0,8.36287583103188,long
9538,tt7502234,Little Tickles,2018.0,103,1249.0,True,,,7.0,7.1308988302963465,long
9652,tt7985648,The Legend of Tomiris,2019.0,156,40892.0,False,,,6.0,10.618714178238953,very long
9838,tt8896632,Max Winslow and the House of Secrets,2019.0,98,2046.0,False,,,6.0,7.624130585661289,long
9938,tt9415552,Tankers,2018.0,90,1705.0,False,,,7.0,7.441906728051625,medium
376,tt0037323,The Fighting Sullivans,1944.0,112,2182.0,True,,,81.0,7.688455356549944,long
925,tt0055830,Carnival of Souls,1962.0,78,23396.0,True,,,63.0,10.060363087998608,medium
1090,tt0060186,"Boy, Did I Get a Wrong Number!",1966.0,99,1096.0,False,,,59.0,7.00033446027523,long
1170,tt0062089,Our Mother's House,1967.0,104,,True,,,58.0,,long
1183,tt0062456,"War and Peace, Part IV: Pierre Bezukhov",1967.0,100,1300.0,True,,,58.0,7.170888478512505,long
1212,tt0063260,The Magus,1968.0,117,1698.0,False,,,57.0,7.4377951216719325,long
1537,tt0072750,Bug,1975.0,99,,False,,,50.0,,long
1647,tt0075753,Bilitis,1977.0,95,1906.0,False,,,48.0,7.553286605600419,long
1675,tt0076417,Mr. Billion,1977.0,89,1192.0,False,,,48.0,7.084226422097916,medium
1688,tt0076855,"One Sings, the Other Doesn't",1977.0,120,1742.0,True,,,48.0,7.463363045520021,long
1792,tt0080149,Wớyzéck,1979.0,80,9496.0,True,,,46.0,9.158731238242952,medium
1815,tt0080934,The Island,1980.0,109,,False,,,45.0,,long
1923,tt0083833,Diner,1982.0,110,20435.0,True,,,43.0,9.92505333045069,long
1951,tt0084516,Poltergeist,1982.0,114,155169.0,True,,,43.0,11.95227656907753,long
1962,tt0084684,Silent Rage,1982.0,100,5591.0,False,,,43.0,8.629092283913646,long
1989,tt0085328,The Key,1983.0,116,2770.0,False,,,42.0,7.9269635448629785,long
2012,tt0085776,Katha,1983.0,141,1187.0,True,,,42.0,7.080026499922591,very long
2092,tt0087469,Indiana Jones and the Temple of Doom,1984.0,118,469229.0,True,,,41.0,13.058848332336398,long
2193,tt0090110,Sweet Dreams,1985.0,115,,True,,,40.0,,long
2504,tt0097573,In the Cold of the Night,1990.0,112,1601.0,False,,,35.0,7.379008127628304,long
2615,tt0100649,Solar Crisis,1990.0,112,1894.0,False,,,35.0,7.546974117516527,long
2662,tt0102340,Love Crimes,1992.0,90,1121.0,False,,,33.0,7.022868086082641,medium
2771,tt0105597,Timébớmb,1991.0,96,1758.0,False,,,34.0,7.472500744737558,long
3153,tt0116681,Body Troopers,1996.0,91,1069.0,False,,,29.0,6.975413927455952,long
3604,tt0169145,Cabaret Balkan,1998.0,102,5044.0,True,,,27.0,8.52615293278771,long
3675,tt0185481,Neo Tokyo,1987.0,50,3441.0,True,,,38.0,8.143807976771484,short
3795,tt0217756,Ready to Rumble,2000.0,107,14109.0,False,,,25.0,9.55463904484686,long
4300,tt0326856,Envy,2004.0,99,30750.0,False,,,21.0,10.333677793031093,long
4364,tt0339419,The Mudge Boy,2003.0,94,4429.0,True,,,22.0,8.39615486303918,long
4438,tt0360216,The Year of the Yao,2004.0,88,,True,,,21.0,,medium
4674,tt0397535,Memoirs of a Geisha,2005.0,145,144396.0,True,,,20.0,11.880321729601778,very long
4741,tt0411646,Michael Moore Hates America,2004.0,125,3921.0,False,,,21.0,8.274357006756292,very long
4771,tt0417397,9th Company,2005.0,139,20401.0,True,,,20.0,9.923388214242465,very long
4776,tt0419198,The Tiger and the Snow,2005.0,114,13854.0,True,,,20.0,9.536401457297078,long
4873,tt0433386,The Grudge 2,2006.0,102,48723.0,False,,,19.0,10.79392700081985,long
5122,tt0483577,The Night Buffalo,2007.0,102,1627.0,False,,,18.0,7.395107546562485,long
5335,tt0817177,Flipped,2010.0,90,87273.0,True,,,15.0,11.376807873872647,medium
5472,tt0913401,Kill Búljớ: Thé Mớvié,2007.0,93,3893.0,False,,,18.0,8.267192185932146,long
5500,tt0937373,Summer Lover,2008.0,88,,False,,,17.0,,medium
5718,tt1057581,How to Be,2008.0,85,3863.0,False,,,17.0,8.259458195332408,medium
5877,tt1127221,Not Forgotten,2009.0,96,,False,,,16.0,,long
6002,tt11692986,Fierce,2020.0,118,1099.0,False,,,5.0,7.003065458786462,long
6303,tt1321509,Death at a Funeral,2010.0,92,48627.0,False,,,15.0,10.791954775675684,long
6827,tt1663628,Christmas Mail,2010.0,89,1666.0,False,,,15.0,7.418780882750794,medium
6878,tt1702014,Thé Wáy Hé Lớớks,2014.0,96,24385.0,True,,,11.0,10.10176447612021,long
7219,tt2008513,First Position,2011.0,95,,True,,,14.0,,long
7310,tt2107850,The Case Against 8,2014.0,109,,True,,,11.0,,long
7455,tt2251481,Sean Banan inuti Seanfrika,2012.0,76,1494.0,False,,,13.0,7.3098814858247865,medium
7612,tt2400275,Goodbye to Language,2014.0,70,5760.0,False,,,11.0,8.658866349732383,medium
7618,tt2402927,Carol,2015.0,118,123465.0,True,,,10.0,11.723721093503439,long
7895,tt2981768,Patema Inverted,2013.0,98,8679.0,True,,,12.0,9.068776807654396,long
8192,tt3564574,Eternity,2016.0,115,1240.0,False,,,9.0,7.123672785204607,long
8234,tt3663040,Heatstroke,2013.0,92,3100.0,False,,,12.0,8.03947991910045,long
8697,tt4786132,Lády-Liké,2017.0,82,6001.0,False,,,8.0,8.699848026000312,medium
8854,tt5208950,Kickboxer: Retaliation,2018.0,110,5209.0,False,,,7.0,8.558335134747413,long
8944,tt5471480,Magnus,2016.0,78,,True,,,9.0,,medium
9137,tt5946852,Janatha Garage,2016.0,162,6614.0,True,,,9.0,8.797095076549056,very long
9192,tt6118340,The Basement,2018.0,90,5037.0,False,,,7.0,8.524764456912555,medium
9237,tt6266984,Genis Aile 2: Her Türlü,2016.0,100,1190.0,False,,,9.0,7.0825485693553,long
9297,tt6490930,Project Ithaca,2019.0,85,2290.0,False,,,6.0,7.736743682453495,medium
9341,tt6643972,Triple Threat,2019.0,96,10849.0,False,,,6.0,9.291920358968605,long
9443,tt7097358,The Final Scream,2019.0,91,1085.0,False,,,6.0,6.990256500493881,long
9586,tt7689936,Thé Cléánérs,2018.0,88,1663.0,True,,,7.0,7.416979621381154,medium
9983,tt9766294,Fauji Calling,2021.0,134,2921.0,False,,,4.0,7.980023592310645,very long
340,tt0035753,Le Corbeau,1943.0,92,9612.0,True,,,82.0,9.170871628065816,long
748,tt0051720,Equinox Flower,1958.0,118,,True,,,67.0,,long
891,tt0054847,El Cid,1961.0,182,13801.0,True,,,64.0,9.532568788180548,epic
1018,tt0058275,Lemonade Joe,1964.0,95,2738.0,True,,,61.0,7.915348169263078,long
1134,tt0061456,Catalina Caper,1967.0,84,2046.0,False,,,58.0,7.624130585661289,medium
1299,tt0065988,Little Big Man,1970.0,139,34408.0,True,,,55.0,10.446073437049854,very long
1424,tt0068902,The Italian Connection,1972.0,95,2250.0,True,,,53.0,7.719129840906732,long
1625,tt0074921,Most,1969.0,105,1086.0,True,,,56.0,6.99117688712121,long
1840,tt0082094,The Boogens,1981.0,95,2610.0,False,,,44.0,7.8674885686991285,long
2551,tt0098649,Wickéd Stépmớthér,1989.0,90,2122.0,False,,,36.0,7.660585461703256,medium
2605,tt0100339,Patlabor: The Movie,1989.0,100,4892.0,True,,,36.0,8.495560891289124,long
2727,tt0104409,Hellraiser III: Hell on Earth,1992.0,97,29637.0,False,,,33.0,10.296812600750124,long
2849,tt0107927,The Real McCoy,1993.0,105,8871.0,False,,,32.0,9.090655529030203,long
3010,tt0112634,Carnosaur 2,1995.0,83,2048.0,False,,,30.0,7.6251071482389,medium
3607,tt0169828,Fáthér ớf á Sớldiér,1964.0,87,4133.0,True,,,61.0,8.327000740241713,medium
3643,tt0179182,Forever Mine,1999.0,115,2475.0,False,,,26.0,7.814399633804487,long
4006,tt0265144,Ớffsidé,2000.0,120,3057.0,True,,,25.0,8.025516386489008,long
4025,tt0268126,Adaptation.,2002.0,115,187322.0,True,,,23.0,12.140589678543993,long
4115,tt0285487,Crazy as Hell,2002.0,113,1069.0,False,,,23.0,6.975413927455952,long
4317,tt0329042,Él Áláméin - Thé Liné ớf Firé,2002.0,117,1860.0,True,,,23.0,7.528869256642251,long
4463,tt0363852,O Simdi Asker,2003.0,125,2650.0,False,,,22.0,7.8826922062890254,very long
4825,tt0425210,Lucky Number Slevin,2006.0,110,307322.0,True,,,19.0,12.635654590745718,long
4847,tt0427582,The Method,2005.0,115,10936.0,True,,,20.0,9.299906815335225,long
4852,tt0428646,Hui Buh: Das Schlossgespenst,2006.0,103,2842.0,False,,,19.0,7.952615111651,long
5128,tt0485241,"Don't Worry, I'm Fine",2006.0,92,10531.0,True,,,19.0,9.2621735206162,long
5456,tt0901476,Bride Wars,2009.0,89,,False,,,16.0,,medium
5733,tt1065329,Natale in crociera,2007.0,105,1086.0,False,,,18.0,6.99117688712121,long
5822,tt11012066,Home Sweet Home Alone,2021.0,93,11308.0,False,,,4.0,9.333354147871328,long
5882,tt11290556,The Way I See It,2020.0,100,1663.0,True,,,5.0,7.416979621381154,long
6090,tt12091980,Thinkalazhcha Nishchayam,2021.0,109,1202.0,True,,,4.0,7.0925737159746784,long
6441,tt1403988,The Romantics,2010.0,95,12083.0,False,,,15.0,9.399637542506563,long
6532,tt1470023,MacGruber,2010.0,90,44019.0,False,,,15.0,10.692399355080452,medium
6567,tt1493157,Nature Calls,2012.0,79,2340.0,False,,,13.0,7.75833346749091,medium
6756,tt1616543,Not the Messiah: He's a Very Naughty Boy,2010.0,92,1274.0,True,,,15.0,7.150701457592526,long
6884,tt1705952,Tárzán,2013.0,94,12425.0,False,,,12.0,9.42754633062364,long
7153,tt1935089,Blind,2016.0,98,,False,,,9.0,,long
7404,tt2207484,Muck,2015.0,90,2656.0,False,,,10.0,7.884952945759814,medium
7545,tt2351177,Bhooter Bhabishyat,2012.0,123,3700.0,True,,,13.0,8.216358332386156,very long
7569,tt2369154,R... Rajkumar,2013.0,146,5796.0,False,,,12.0,8.665095821339733,very long
7923,tt3040964,The Jungle Book,2016.0,106,,True,,,9.0,,long
8124,tt3474788,The Gift,2014.0,113,1114.0,True,,,11.0,7.016609683894219,long
8336,tt3856408,Making Waves: The Art of Cinematic Sound,2019.0,94,1622.0,True,,,6.0,7.392031567514591,long
8444,tt4123650,Alterscape,2018.0,90,1772.0,False,,,7.0,7.480428306074208,medium
8575,tt4433646,Terra Formars,2016.0,108,2758.0,False,,,9.0,7.922623574217286,long
8617,tt4555426,Darkest Hour,2017.0,125,188692.0,True,,,8.0,12.147876634749123,very long
8796,tt5061360,Promise at Dawn,2017.0,131,2834.0,True,,,8.0,7.949797216161852,very long
8820,tt5116410,Tower,2016.0,82,7772.0,True,,,9.0,8.958411469230219,medium
8896,tt5294198,Catfight,2016.0,95,6024.0,False,,,9.0,8.703672758358856,long
8928,tt5445074,Pass Thru,2016.0,90,1706.0,False,,,9.0,7.442492722794441,medium
9210,tt6169694,I Think We're Alone Now,2018.0,99,9041.0,False,,,7.0,9.109635667854551,long
9260,tt6335734,"The Night Is Short, Walk on Girl",2017.0,92,4606.0,True,,,8.0,8.435332164935916,long
9273,tt6363436,1971: Beyond Borders,2017.0,135,2860.0,False,,,8.0,7.95892649305011,very long
9592,tt7692434,18ám Pádi,2019.0,160,1321.0,False,,,6.0,7.186901020411631,very long
9624,tt7881524,Arjun Patiala,2019.0,107,1352.0,False,,,6.0,7.210079628170788,long
9660,tt8006926,Thé Rússián Fivé,2018.0,102,1193.0,True,,,7.0,7.085064293952548,long
9907,tt9204204,Little Joe,2019.0,105,6998.0,False,,,6.0,8.85352256068954,long
81,tt0021015,Juno and the Paycock,1929.0,85,2275.0,False,,,96.0,7.730174795246222,medium
253,tt0032156,The Story of the Last Chrysanthemum,1939.0,143,3600.0,True,,,86.0,8.188966863648876,very long
321,tt0035009,The Mad Monster,1942.0,77,1720.0,False,,,83.0,7.450660796211539,medium
391,tt0037939,The Naughty Nineties,1945.0,76,1957.0,True,,,80.0,7.579678823090456,medium
517,tt0042742,Mister 880,1950.0,90,1519.0,True,,,75.0,7.326465613840322,medium
530,tt0043332,Beautiful,1951.0,114,4439.0,True,,,74.0,8.39840965542627,long
575,tt0045205,Sudden Fear,1952.0,110,5993.0,True,,,73.0,8.69851424787661,long
648,tt0048380,Mister Roberts,1955.0,123,16258.0,True,,,70.0,9.696401880595555,very long
713,tt0050356,The Enemy Below,1957.0,98,10685.0,True,,,68.0,9.276689752517717,long
938,tt0056059,Hatari!,1962.0,157,12556.0,True,,,63.0,9.438033557988964,very long
994,tt0057579,The Three Lives of Thomasina,1963.0,97,2287.0,True,,,62.0,7.7354333524996886,long
1035,tt0058576,Seven Days in May,1964.0,118,15215.0,True,,,61.0,9.630102784785171,long
1087,tt0060165,A Big Hand for the Little Lady,1966.0,95,,True,,,59.0,,long
1105,tt0060635,Dragon Inn,1967.0,111,2728.0,True,,,58.0,7.911690520708339,long
1511,tt0071486,White Collar Blues,1975.0,108,6015.0,True,,,50.0,8.702177865629675,long
1608,tt0074593,Grizzly,1976.0,91,4754.0,False,,,49.0,8.46695197497949,long
1820,tt0081229,Night of the Demon,1980.0,92,1836.0,False,,,45.0,7.515889085215125,long
2001,tt0085518,Faces of Death II,1981.0,85,1911.0,False,,,44.0,7.555905093611346,medium
2137,tt0088782,Before Stonewall,1984.0,87,1079.0,True,,,41.0,6.984716320118266,medium
2205,tt0090565,Four Adventures of Reinette and Mirabelle,1987.0,99,2597.0,True,,,38.0,7.862497197230545,long
2206,tt0090576,The Assault,1986.0,141,3177.0,True,,,39.0,8.064007347096661,very long
2273,tt0092117,True Stories,1986.0,89,6427.0,True,,,39.0,8.768418726857403,medium
2430,tt0095497,Thé Lást Témptátiớn ớf Christ,1988.0,164,55361.0,True,,,37.0,10.921648716806612,very long
2583,tt0099785,Home Alone,1990.0,103,522658.0,True,,,35.0,13.166684522749453,long
2751,tt0105046,Of Mice and Men,1992.0,115,42645.0,True,,,33.0,10.66068876188618,long
3351,tt0120731,The Legend of 1900,1998.0,169,62087.0,True,,,27.0,11.036308012533974,very long
3418,tt0130192,Postmortem,1998.0,105,2021.0,False,,,27.0,7.611842399580417,long
3574,tt0165623,Ángst,1983.0,87,10269.0,True,,,42.0,9.236982302922604,medium
3579,tt0166110,Bones,2001.0,96,,False,,,24.0,,long
3629,tt0175536,Freeway II: Confessions of a Trickbaby,1999.0,97,2962.0,False,,,26.0,7.993957547573565,long
3630,tt0175880,Magnolia,1999.0,188,302174.0,True,,,26.0,12.618761598727657,epic
3631,tt0176269,Universal Soldier: The Return,1999.0,83,28923.0,False,,,26.0,10.272426979294842,medium
3646,tt0180052,Thé Ádvéntúrés ớf Plútớ Násh,2002.0,95,25485.0,False,,,23.0,10.145884560772224,long
3817,tt0227277,Burnt Money,2000.0,125,6425.0,True,,,25.0,8.768107539675803,very long
3987,tt0262455,Gundamma Katha,1962.0,166,1486.0,True,,,63.0,7.304515946460155,very long
4079,tt0279983,Néréyé Bákiyớr Bú Ádámlár,1976.0,88,1772.0,True,,,49.0,7.480428306074208,medium
4144,tt0291131,The Devils,2002.0,105,1194.0,True,,,23.0,7.085901464365611,long
4145,tt0291376,Nayak: The Real Hero,2001.0,187,15736.0,True,,,24.0,9.663769906600864,epic
4919,tt0443737,Death Trance,2005.0,89,1844.0,False,,,20.0,7.520234556474628,medium
5420,tt0872022,Heavenly Forest,2006.0,116,3181.0,True,,,19.0,8.065265208897733,long
5473,tt0913425,Broken Embraces,2009.0,127,40029.0,True,,,16.0,10.597384451986619,very long
5814,tt1097256,Pléásé Vớté fớr Mé,2007.0,58,1354.0,True,,,18.0,7.2115567333138015,short
5866,tt11233960,The Unforgivable,2021.0,112,15759.0,True,,,4.0,9.66523036341187,long
6366,tt1352852,Thé Yés Mén Fix thé Wớrld,2009.0,87,,True,,,16.0,,medium
6521,tt1459040,Ibrahim Labyad,2009.0,134,3074.0,True,,,16.0,8.031060180240619,very long
6573,tt1502396,Alamar,2009.0,73,2453.0,True,,,16.0,7.805474625270857,medium
6596,tt1517225,The Enemy,2011.0,108,2513.0,True,,,14.0,7.829630389150193,long
6678,tt1568343,The Humbling,2014.0,112,6706.0,False,,,11.0,8.810907036099737,long
6975,tt1780967,Seberg,2019.0,102,7557.0,False,,,6.0,8.930361883909434,long
7055,tt1836099,Bleak Night,2010.0,116,1137.0,True,,,15.0,7.037027614686276,long
7076,tt1854582,No Vacancy,2012.0,81,2070.0,False,,,13.0,7.635786861395585,medium
7164,tt1943014,The Wicked Within,2015.0,84,1225.0,False,,,10.0,7.111512116496157,medium
7309,tt2107814,Schutzengel,2012.0,130,4150.0,False,,,13.0,8.33110454805304,very long
7430,tt2229511,Wér,2013.0,93,8622.0,False,,,12.0,9.062188330952324,long
7930,tt3059638,Coming out,2013.0,91,1505.0,False,,,12.0,7.317212408359839,long
7952,tt3104304,Ice Soldiers,2013.0,95,2599.0,False,,,12.0,7.8632667240095735,long
8183,tt3553976,Captain Fantastic,2016.0,118,208184.0,True,,,9.0,12.24618238645805,long
8420,tt4065552,Tuntematon sotilas,2017.0,180,,True,,,8.0,,very long
8462,tt4154796,Avengers: Endgame,2019.0,181,970988.0,True,,,6.0,13.786070418682002,epic
8689,tt4765240,Ástrál,2018.0,83,4559.0,False,,,7.0,8.425077902508432,medium
9050,tt5719700,Home Again,2017.0,97,31035.0,False,,,8.0,10.34290310001384,long
9054,tt5723416,The Beyond,2017.0,103,6041.0,False,,,8.0,8.706490361946617,long
9063,tt5746054,Spy Cát,2018.0,92,,False,,,7.0,,long
9294,tt6475714,Mớnstér Húntér,2020.0,103,50192.0,False,,,5.0,10.823630853725772,long
9420,tt6996016,Ninnu Kori,2017.0,137,3086.0,True,,,8.0,8.034955024502159,very long
9425,tt7019942,Super Deluxe,2019.0,176,13185.0,True,,,6.0,9.486910939673246,very long
9439,tt7078658,The Day Shall Come,2019.0,87,3680.0,False,,,6.0,8.210939733379021,medium
9598,tt7748226,Rüzgar,2018.0,94,1622.0,False,,,7.0,7.392031567514591,long
9606,tt7779524,Zhán Dú Xiáớ,2018.0,85,1118.0,False,,,7.0,7.020190708311925,medium
9625,tt7881542,Happy Phirr Bhag Jayegi,2018.0,136,1335.0,False,,,7.0,7.197435354096591,very long
9898,tt9176086,Saina,2021.0,135,3915.0,False,,,4.0,8.272826003650401,very long
327,tt0035140,"Now, Voyager",1942.0,117,16397.0,True,,,83.0,9.704914655156124,long
374,tt0037101,"Murder, My Sweet",1944.0,95,12955.0,True,,,81.0,9.46931428029122,long
503,tt0042046,The Window,1949.0,73,,True,,,76.0,,medium
510,tt0042369,D.O.A.,1949.0,83,11602.0,True,,,76.0,9.359018964347545,medium
749,tt0051739,The Horse's Mouth,1958.0,97,3401.0,True,,,67.0,8.132118772955806,long
798,tt0052954,Paper Flowers,1959.0,148,2238.0,True,,,66.0,7.713784616598755,very long
877,tt0054413,Everybody Go Home!,1960.0,122,1205.0,True,,,65.0,7.095064377287131,very long
1325,tt0066639,Thé Cérémớny,1971.0,123,1046.0,True,,,54.0,6.953684210870537,very long
1433,tt0069097,"Play It Again, Sam",1972.0,85,25890.0,True,,,53.0,10.161650696951378,medium
1606,tt0074569,The Gestapo's Last Orgy,1977.0,96,1335.0,False,,,48.0,7.197435354096591,long
1632,tt0075119,A Slave of Love,1976.0,94,,True,,,49.0,,long
2209,tt0090678,Avenging Force,1986.0,104,2770.0,False,,,39.0,7.9269635448629785,long
2376,tt0094321,Who's That Girl,1987.0,92,9982.0,False,,,38.0,9.208638925336425,long
2830,tt0107330,Little Sharks,1992.0,87,,True,,,33.0,,medium
2908,tt0109686,Dumb and Dumber,1994.0,107,369767.0,True,,,31.0,12.82063106092972,long
2949,tt0110410,Lurking Fear,1994.0,76,1479.0,False,,,31.0,7.299797366758161,medium
3168,tt0116852,Léily Is with Mé,1996.0,95,4452.0,True,,,29.0,8.401333305321703,long
3214,tt0117898,"This World, Then the Fireworks",1997.0,100,1207.0,False,,,28.0,7.0967213784947605,long
3233,tt0118665,Baby Geniuses,1999.0,97,26158.0,False,,,26.0,10.171948578540798,long
3355,tt0120764,My Favorite Martian,1999.0,94,13376.0,False,,,26.0,9.501292093295586,long
3371,tt0122082,The Crazy Stranger,1997.0,102,7792.0,True,,,28.0,8.96098117384356,long
3426,tt0131479,Detective Conan: The Time Bombed Skyscraper,1997.0,99,,True,,,28.0,,long
3473,tt0141098,Forces of Nature,1999.0,105,33551.0,False,,,26.0,10.4208517531417,long
3794,tt0217630,Loser,2000.0,98,28608.0,False,,,25.0,10.26147663261959,long
3951,tt0254001,Üç Kágitçi,1981.0,88,5340.0,True,,,44.0,8.58316818033977,medium
