Unnamed: 0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label
5034,tt0467110,Underdog,2007,100,21244.0,False
5038,tt0468565,Tsotsi,2005,95,28336.0,True
5043,tt0469062,Danika,2005,80,3662.0,False
5045,tt0469494,There Will Be Blood,2007,158,552247.0,True
5059,tt0473360,Goal II: Living the Dream,2007,115,0.0,False
5068,tt0475169,13,2005,93,17270.0,True
5078,tt0475998,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,85,2807.0,False
5088,tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005,115,1628.0,False
5098,tt0478394,The Substitute,2007,93,3287.0,False
5106,tt0479879,Chasing Ghosts: Beyond the Arcade,2007,90,1387.0,True
5113,tt0481280,Live Feed,2006,77,1579.0,False
5125,tt0484111,The Good Night,2007,93,8422.0,False
5176,tt0493404,Brotherhood of Blood,2007,88,3297.0,False
5185,tt0494724,1 Litre of Tears,2005,98,0.0,True
5189,tt0494864,Téndérnéss,2009,101,7824.0,False
5198,tt0498097,Climates,2006,98,0.0,True
5206,tt0499101,The Free Will,2006,163,3153.0,True
5207,tt0499262,Takva: A Man's Fear of God,2006,96,12536.0,True
5212,tt0499570,Slipstream,2007,96,4757.0,False
5218,tt0758742,Death Note,2006,126,0.0,True
5221,tt0758771,Outlaw,2007,103,12464.0,False
5226,tt0762073,Thirst,2009,134,45226.0,True
5229,tt0762114,License to Wed,2007,91,38958.0,False
5244,tt0770810,How She Move,2007,94,6700.0,False
5252,tt0780485,Blood Car,2007,82,2536.0,False
5253,tt0780486,Blue State,2007,88,2340.0,False
5262,tt0783233,Atonement,2007,123,266052.0,True
5265,tt0783695,Broken Sky,2006,140,1188.0,False
5281,tt0795368,Death at a Funeral,2007,90,113227.0,True
5282,tt0795370,Le deuxième souffle,2007,155,0.0,False
5297,tt0804443,Asylum,2008,93,3654.0,False
5301,tt0805188,Marilena from P7,2006,48,1982.0,True
5318,tt0810945,Live!,2007,96,4977.0,False
5319,tt0811066,Shootout at Lokhandwala,2007,122,9958.0,True
5336,tt0817225,Secret Sunshine,2007,142,7923.0,True
5348,tt0823668,Screamers,2006,89,1551.0,False
5352,tt0825244,Conversations with My Gardener,2007,109,3464.0,True
5356,tt0827503,The Magician,2006,122,31821.0,True
5389,tt0845439,Fireworks Wednesday,2006,102,11417.0,True
5403,tt0857300,Ánánd,2004,180,2026.0,True
5425,tt0875595,Destiny,2006,103,13473.0,True
5429,tt0881320,Sanctum,2011,108,55055.0,False
5439,tt0889134,Finding Amanda,2008,96,3394.0,False
5446,tt0892767,Horsemen,2009,90,22292.0,False
5459,tt0902967,The Crimson Wing: Mystery of the Flamingos,2008,78,0.0,True
5460,tt0903624,The Hobbit: An Unexpected Journey,2012,169,787353.0,True
5462,tt0907119,Glớss,2007,118,1063.0,False
5465,tt0907657,Once,2007,86,114190.0,True
5480,tt0920458,Flame & Citron,2008,130,18439.0,True
5496,tt0934459,The Hitchhiker,2007,86,1074.0,False
5506,tt0948547,Wingéd Créátúrés,2008,100,7129.0,False
5514,tt0959306,Reach Me,2014,95,2863.0,False
5535,tt0976238,Old Dogs,2009,88,37456.0,False
5538,tt0977648,Every Little Step,2008,96,1560.0,True
5543,tt0979434,Lottery Ticket,2010,99,10905.0,False
5552,tt0984202,Kadhal Kottai,1996,167,2016.0,True
5605,tt1016241,Splintered,2010,85,1051.0,False
5622,tt10230404,Ghost Stories,2020,144,4984.0,False
5640,tt10289996,The Black Godfather,2007,118,1289.0,True
5642,tt1029231,Krrish 3,2013,152,22073.0,False
5665,tt1034320,Private Valentine: Blonde & Dangerous,2008,98,4171.0,False
5668,tt10350626,Gunjan Saxena: The Kargil Girl,2020,112,33982.0,False
5677,tt10413566,Tolo Tolo,2020,90,3154.0,False
5684,tt1046163,My Best Friend's Girl,2008,101,43712.0,False
5701,tt1052040,Sévénth Mớớn,2008,87,0.0,False
5716,tt10569922,Búnty Áúr Bábli 2,2021,138,1390.0,False
5721,tt1058601,Buddenbrooks,2008,151,1496.0,False
5727,tt10633456,Minari,2020,115,66123.0,True
5729,tt10644282,Shylock,2020,130,2222.0,False
5732,tt1065106,Pigs,2007,85,3473.0,False
5748,tt1072748,Winchester,2007,99,0.0,False
5761,tt1078188,Bớy Á,2007,102,37258.0,True
5763,tt1078940,Couples Retreat,2009,113,105658.0,False
5782,tt1087853,Gúttérbálls,2008,96,3355.0,False
5793,tt10915286,Tell Me Who I Am,2019,86,13237.0,True
5797,tt1092005,Golmaal Returns,2008,135,7643.0,False
5805,tt1094627,Buddha Collapsed Out of Shame,2007,81,2149.0,True
5833,tt1105721,Chirutha,2007,117,1981.0,False
5837,tt11073148,Boomika,2021,123,2420.0,False
5844,tt11127256,Choke,2020,73,5063.0,False
5856,tt11188624,Seance,2021,92,2343.0,False
5871,tt1125188,Frayed,2007,111,1392.0,False
5872,tt1125254,Dragon Ball Z: Cooler's Revenge,1991,47,6940.0,True
5905,tt1133935,Detective Conan: Crossroad in the Ancient Capital,2003,108,1796.0,True
5918,tt11374902,Doctor,2021,148,11977.0,True
5919,tt11376010,People Just Do Nothing: Big in Japan,2021,97,0.0,True
5928,tt11394168,Be Water,2020,105,1411.0,True
5934,tt1139797,Let the Right One In,2007,114,211867.0,True
5955,tt1151309,Bigger Stronger Faster*,2008,105,13404.0,True
5958,tt1151911,Cornered!,2009,87,1288.0,False
5965,tt11529348,5Gang,2019,100,2696.0,False
5982,tt1160317,Death of a Ghost Hunter,2007,107,0.0,False
5993,tt1163752,"It's Not Me, I Swear!",2008,110,2254.0,True
5994,tt11649338,Black Friday,2021,84,2975.0,False
6006,tt1170404,Mere Baap Pehle Aap,2007,163,2175.0,False
6011,tt1172963,Lemon Tree,2008,106,6493.0,True
6019,tt11755300,Golondaaj,2021,150,1409.0,True
6021,tt11763296,Decrypted,2021,112,1489.0,True
6024,tt11771006,Birds of Paradise,2021,113,1630.0,False
6025,tt11778272,Crớck ớf Gớld: Á Féw Rớúnds with Sháné MácGớwán,2020,124,1192.0,True
6029,tt11792734,Leyla Everlasting,2007,112,7296.0,False
6038,tt1183946,The Stoneman Murders,2009,95,3036.0,True
6041,tt1185836,Adam,2009,99,34241.0,True
6059,tt1191138,Thớdá Pyáár Thớdá Mágic,2008,145,2501.0,False
6065,tt1194437,Rats and Cats,2007,87,1582.0,False
6067,tt1194624,The Sniper,2009,90,2116.0,False
6070,tt11953628,Máská,2007,111,0.0,False
6077,tt11989890,David Attenborough: A Life on Our Planet,2020,83,29945.0,True
6086,tt1205071,Paintball,2009,86,2544.0,False
6088,tt1206326,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",2008,113,0.0,True
6091,tt1210071,The Janky Promoters,2009,85,1496.0,False
6095,tt1211837,Doctor Strange,2016,115,658339.0,True
6100,tt12154638,Just Say Yes,2021,97,1802.0,False
6120,tt1229786,The Ghost Train of Manggarai,2008,89,1220.0,False
6136,tt12358104,Two,2021,70,1106.0,False
6138,tt1235841,Sidewalls,2011,95,14738.0,True
6147,tt12399056,Bloodthirsty,2020,84,1067.0,False
6153,tt1241329,The River Why,2010,101,3362.0,False
6159,tt1244093,Hisss,2010,98,1765.0,False
6160,tt1244666,Fish Story,2009,113,2990.0,True
6179,tt1260365,Ớn thé Insidé,2011,95,2056.0,False
6190,tt12642180,Ram Singh Charlie,2020,104,1458.0,True
6199,tt1268970,The Last Rites of Ransom Pride,2010,83,1006.0,False
6210,tt1275861,Under the Mountain,2009,90,0.0,False
6215,tt1277737,The Stoning of Soraya M.,2008,116,0.0,True
6229,tt1285016,The Social Network,2010,120,662599.0,True
6233,tt1286129,The Goal of My Life,2008,99,2913.0,False
6237,tt1286159,The Year I Became a Liar,2009,102,1816.0,True
6243,tt1288637,Il cosmo sul comò,2008,100,2243.0,False
6252,tt1291547,Áftér Pớrn Énds,2012,94,7798.0,False
6256,tt1293751,Casting By,2012,89,1541.0,True
6265,tt12987894,American Murder: The Family Next Door,2007,83,24258.0,True
6278,tt1307873,The Big Bang,2010,101,7061.0,False
6279,tt1307963,Let's Make Money,2008,110,1719.0,True
6281,tt1308729,Bullet to the Head,2012,92,49111.0,False
6282,tt1309000,Dream.net,2009,90,9470.0,False
6289,tt1313139,The Oranges,2007,90,12849.0,False
6292,tt1314177,Damage,2009,102,0.0,False
6305,tt1323044,Freeloaders,2012,77,1663.0,False
6320,tt1331025,The September Issue,2009,90,7640.0,True
6322,tt1331307,Dread,2009,98,12211.0,False
6342,tt13423846,321 Action,2020,100,9412.0,False
6345,tt13429362,In the Earth,2021,107,5909.0,False
6357,tt1346516,"That's It, That's All.",2008,63,1070.0,True
6390,tt1369571,I Ám Féár,2020,87,1515.0,False
6392,tt1370212,My Only Sunshine,2007,121,3290.0,True
6424,tt1395054,Once Upon a Time in Mumbaai,2007,134,17226.0,True
6429,tt1397492,Well Done Abba!,2009,144,1831.0,True
6431,tt1397514,Journey 2: The Mysterious Island,2012,94,99353.0,False
6432,tt1398426,Straight Outta Compton,2015,147,191030.0,True
6444,tt1405810,Loose Cannons,2010,110,12314.0,True
6445,tt1407049,Altitude,2010,90,10130.0,False
6464,tt1422032,Even the Rain,2010,103,13292.0,True
6484,tt1431240,Deportees 2,2009,114,3233.0,False
6491,tt1434447,Rocket Singh: Salesman of the Year,2009,150,19965.0,True
6496,tt1438216,Oranges and Sunshine,2010,105,5438.0,True
6508,tt1447972,StreetDance 3D,2010,98,11240.0,False
6512,tt1452628,Vanishing on 7th Street,2010,92,0.0,False
6522,tt14598754,Honsla Rakh,2021,145,6380.0,True
6526,tt1464174,"Big Mommas: Like Father, Like Son",2007,107,26743.0,False
6539,tt1477715,This Is It,2009,111,39859.0,True
6545,tt14810692,Escape from Mogadishu,2021,121,0.0,True
6549,tt1484114,Reel Injun,2009,85,1444.0,True
6555,tt14868676,Ravana Lanka,2021,99,0.0,True
6559,tt1488163,Trash Humpers,2009,78,4746.0,False
6563,tt1490759,Unresolved Sexual Tension,2010,93,1270.0,False
6569,tt1496422,The Paperboy,2012,107,37169.0,False
6588,tt1510274,Lyubov v bolshom gorode 2,2010,89,0.0,False
6601,tt1520498,The Oogieloves in the Big Balloon Adventure,2012,88,15292.0,False
6607,tt1523485,Kill Katie Malone,2010,88,1237.0,False
6610,tt1526284,Ay Lav Yu,2010,102,4746.0,False
6616,tt1529252,The Man Next Door,2009,110,3406.0,True
6631,tt1537401,Léáp Yéár,2010,94,2505.0,False
6640,tt15412176,"Next Stop, Christmas",2007,84,1235.0,True
6652,tt15528002,Vinodhaya Sitham,2021,97,1219.0,True
6714,tt1589427,Ev,2010,94,1040.0,False
6720,tt1592527,The Black Power Mixtape 1967-1975,2011,100,2312.0,True
6721,tt1594917,Age of the Dragons,2011,91,4404.0,False
6725,tt1600196,The Drop,2014,106,148772.0,True
6734,tt1602613,Only God Forgives,2013,90,110556.0,False
6744,tt1609168,Vinnaithaandi Varuvaayaa,2010,157,5595.0,True
6754,tt1613750,Kon-Tiki,2012,118,47975.0,True
6776,tt1629715,Miss Lovely,2012,113,12578.0,True
6790,tt1640711,A Few Best Men,2011,97,12983.0,False
6818,tt1658820,Sket,2011,83,1594.0,False
6824,tt1663202,The Revenant,2007,156,0.0,True
6843,tt1670345,Nớw Yớú Séé Mé,2007,115,627200.0,True
6852,tt1680019,Tilt,2010,94,3470.0,True
6860,tt1684548,Axe Giant: The Wrath of Paul Bunyan,2013,90,1202.0,False
6875,tt1699135,The Reunion,2007,90,2932.0,False
6877,tt1701976,Úrbánizéd,2011,85,2246.0,True
6886,tt1706620,Snowpiercer,2013,126,344659.0,True
6888,tt1707392,Lovely Molly,2011,100,9630.0,False
6910,tt1721677,Fastest,2007,111,2304.0,True
6929,tt1730687,Darling Companion,2012,103,3428.0,False
6934,tt1735839,Any Questions for Ben?,2012,114,1684.0,False
6952,tt1754656,The Little Prince,2015,108,0.0,True
6963,tt1767319,In thé Námé ớf thé King: Twớ Wớrlds,2011,96,4893.0,False
6964,tt1767382,Silent House,2011,86,22546.0,False
6967,tt1772872,Game,2011,135,2276.0,False
6992,tt1790867,The Other F Word,2011,98,1973.0,True
7000,tt1797346,1915 Armenian Genocide,2010,60,2007.0,False
7005,tt1800372,Cool Kids Don't Cry,2012,96,3368.0,True
7006,tt1801071,Séé Yớú in Mớntévidéớ,2014,141,7017.0,True
7011,tt1806975,Never Open the Door,2014,64,1669.0,False
7012,tt1807022,Súpér,2010,140,2255.0,True
7031,tt1821480,Káhááni,2012,122,0.0,True
7038,tt1825683,Black Panther,2018,134,690330.0,True
7052,tt1832516,Supernatural Activity,2007,92,1014.0,False
7085,tt1859438,Á Littlé Thing Cálléd Lớvé,2010,118,5099.0,True
7133,tt1920849,Bachelorette,2012,87,46517.0,False
7134,tt1921149,Trásh,2007,114,21336.0,True
7156,tt1935194,Overdrive,2007,93,14120.0,False
7158,tt1935896,Thé ÁBCs ớf Déáth,2012,129,18875.0,False
7162,tt1937339,Súnny,2011,124,5597.0,True
7168,tt1946502,UglyDolls,2019,87,6554.0,False
7174,tt1954258,Balas & Bolinhos: O Último Capítulo,2007,129,0.0,True
7186,tt1969959,Box Office 3D: The Filmest of Films,2011,90,1218.0,False
7187,tt1971514,Salvo,2013,110,1236.0,False
7191,tt1979319,Rurouni Kenshin Part I: Origins,2012,134,24787.0,True
7204,tt1992258,Tower Block,2012,90,5435.0,False
7210,tt1999192,Kevin Hart: Laugh at My Pain,2011,89,6024.0,True
7214,tt2006721,Divorce Invitation,2012,110,1505.0,False
7216,tt2007387,The Front Line,2011,133,6354.0,True
7231,tt2034761,Journey to the Christmas Star,2012,80,1391.0,False
7239,tt2043887,Insectula!,2007,101,0.0,False
7241,tt2043979,Rose,2011,90,3539.0,True
7246,tt2053423,Revenge for Jolly!,2007,81,1487.0,False
7254,tt2061822,Devil Seed,2012,108,2330.0,False
7264,tt2069100,The Third Half,2012,113,8254.0,True
7304,tt2104994,Steve Jobs: The Lost Interview,2012,70,1823.0,True
7313,tt2111478,Mea Maxima Culpa: Silence in the House of God,2012,106,3788.0,True
7325,tt2120152,The Invisible War,2012,93,6851.0,True
7331,tt2125666,Thé Qúéén ớf Vérsáillés,2007,103,12984.0,True
7360,tt2176690,Thé Sméll ớf Ús,2014,92,1597.0,False
7376,tt2181298,The Village,2015,82,2714.0,False
7396,tt2194599,Kokowääh 2,2013,122,3961.0,False
7398,tt2194826,The Barber,2007,95,2537.0,False
7399,tt2201221,Some Girl(S),2013,90,3628.0,False
7414,tt2213054,Kai Po Che,2013,130,35709.0,True
7421,tt2220408,Vai que dá Certo,2013,110,1316.0,False
7423,tt2221648,Return to Nim's Island,2013,90,1777.0,False
7428,tt2226519,Plush,2013,99,3877.0,False
7431,tt2229848,Chashme Baddoor,2013,121,0.0,False
7442,tt2240784,Planet Ocean,2012,94,1491.0,True
7461,tt2265171,Thé Ráid 2,2014,150,119500.0,True
7462,tt2265179,Blood Brother,2007,92,1637.0,True
7465,tt2265539,Second Show,2012,126,0.0,True
7467,tt2268016,Magic Mike XXL,2015,115,54584.0,False
7479,tt2282829,Kac Wawa,2012,97,1037.0,False
7481,tt2283748,OMG: Oh My God!,2012,125,55900.0,True
7483,tt2290709,The Appearing,2014,92,1441.0,False
7486,tt2292959,The Canyons,2013,99,11234.0,False
7487,tt2293750,Scorned,2013,86,2279.0,False
7507,tt2310332,The Hobbit: The Battle of the Five Armies,2014,144,499924.0,True
7551,tt2358456,I Am Big Bird: The Caroll Spinney Story,2014,86,0.0,True
7565,tt2366806,The Day of the Living Dead,2014,90,1812.0,False
7581,tt2375605,The Act of Killing,2012,117,0.0,True
7603,tt2395469,Gúlly Bớy,2019,154,36421.0,True
7617,tt2401878,Anomalisa,2015,90,70001.0,True
7620,tt2403558,Catch Hell,2014,98,2885.0,False
7630,tt2414196,Thé Máid,2014,99,1625.0,False
7634,tt2417154,Filmage: The Story of Descendents/All,2013,90,1125.0,True
7647,tt2438644,Department Q: The Keeper of Lost Causes,2013,96,28755.0,True
7649,tt2440354,Naayak,2013,153,3043.0,False
7653,tt2449638,Atomica,2017,81,2285.0,False
7656,tt2452244,Isn't It Romantic,2019,89,67103.0,False
7667,tt2473510,Paranormal Activity: The Ghost Dimension,2015,88,26941.0,False
7679,tt2497980,The Lookalike,2014,100,3759.0,False
7696,tt2531318,Thé Béátlés: Éight Dáys á Wéék - Thé Tớúring Yéárs,2016,106,12382.0,True
7700,tt2536436,Ápp,2013,75,2574.0,False
7704,tt2544074,Identicals,2015,100,4368.0,False
7711,tt2557478,Pácific Rim: Úprising,2018,111,112671.0,False
7712,tt2558318,The Last Survivors,2014,95,3601.0,False
7750,tt2624412,Boulevard,2014,88,8394.0,False
7767,tt2675978,Dedh Ishqiya,2014,152,7119.0,True
7775,tt2712154,Backstreet Boys: Show 'Em What You're Made Of,2015,101,1512.0,True
7776,tt2713180,Fury,2014,134,456896.0,True
7782,tt2717682,Turner Risk,2019,112,1376.0,False
7785,tt2723176,Hide & Seek,2007,82,1062.0,False
7795,tt2752758,Devil's Due,2014,89,16506.0,False
7798,tt2763304,T2 Trainspotting,2017,117,119902.0,True
7811,tt2800038,Atlas Shrugged: Who Is John Galt?,2014,99,3387.0,False
7812,tt2802144,Kingsman: The Secret Service,2014,129,624132.0,True
7844,tt2885364,Willow Creek,2013,80,11191.0,False
7874,tt2938416,All This Mayhem,2014,104,3294.0,True
7885,tt2960930,Extraterrestrial,2014,101,15475.0,False
7890,tt2974050,Cool Cat Saves the Kids,2015,75,7703.0,False
7897,tt2990126,100 Streets,2016,93,3996.0,False
7903,tt3003668,Unbeatable,2013,122,2796.0,True
7905,tt3010660,Strớmbérg - Dér Film,2014,123,7599.0,True
7906,tt3013018,Eat,2014,92,1703.0,False
7915,tt3033948,Echoes,2014,93,1502.0,False
7917,tt3036548,Reminiscence: The Beginning,2014,100,2328.0,False
7918,tt3036740,Humshakals,2014,159,8088.0,False
7920,tt3038708,Iron Sky: The Coming Race,2019,93,0.0,False
7921,tt3039472,Return to Return to Nuke 'Em High Aka Vol. 2,2017,85,2048.0,False
7956,tt3108244,Capsule,2015,91,9423.0,False
7958,tt3121434,Yolki 3,2013,100,1485.0,False
7959,tt3121604,Duniyadari,2013,142,1709.0,True
7981,tt3152592,Scoob!,2007,93,0.0,False
7992,tt3178292,A: Film by Upendra,1998,150,0.0,True
7993,tt3181822,The Boy Next Door,2015,91,40884.0,False
7996,tt3183630,The Boy and the World,2013,80,6814.0,True
7998,tt3185772,The Wolf and the Goat,2013,141,2631.0,True
8012,tt3213684,1944,2007,100,5386.0,True
8038,tt3274484,Ékskúrsánté,2013,110,0.0,True
8039,tt3275216,Manson Family Vacation,2015,84,2920.0,False
8042,tt3281548,Little Women,2019,135,174162.0,True
8048,tt3295734,Colossal Youth,2018,98,2690.0,True
8050,tt3297792,Survivor,2014,93,2072.0,False
8054,tt3311020,Be Afraid,2017,99,2059.0,False
8057,tt3315342,Logan,2017,137,0.0,True
8070,tt3343136,Sleeping Beauty,2014,89,1904.0,False
8085,tt3390572,Haider,2014,160,52632.0,True
8093,tt3398436,German Angst,2015,112,1747.0,False
8099,tt3410834,Allegiant,2016,120,116345.0,False
8118,tt3461828,Cat Run 2,2014,96,1363.0,False
8129,tt3481210,2047: Sights of Death,2014,89,1475.0,False
8131,tt3482062,Bad Roomies,2015,93,2453.0,False
8153,tt3509426,Wasp,2015,72,2228.0,False
8178,tt3546370,Rớád,2014,102,1381.0,True
8182,tt3551400,Únnátúrál,2007,89,2115.0,False
8184,tt3557258,Through the Needle,2014,74,0.0,True
8188,tt3560686,Thé Fớớl,2014,116,13444.0,True
8206,tt3585004,Zhớngkúi: Snớw Girl ánd thé Dárk Crystál,2015,118,1308.0,False
8241,tt3679000,Ány Bớdy Cán Dáncé 2,2015,154,6120.0,False
8243,tt3680410,Last Cab to Darwin,2015,123,3620.0,True
8263,tt3711510,The Warning,2007,92,0.0,False
8267,tt3719896,My All-American,2015,118,6520.0,True
8269,tt3721954,Maudie,2016,115,17680.0,True
8278,tt3734354,The Cleanse,2016,81,2594.0,False
8284,tt3741860,Awake: The Life of Yogananda,2007,87,0.0,True
8286,tt3743362,Éárthrisé,2014,90,2467.0,False
8303,tt3796936,Curse of the Witching Tree,2015,102,1957.0,False
8306,tt3800028,Pák Ván Mijn Hárt,2014,83,1151.0,False
8314,tt3815136,My Béáútifúl Brớkén Bráin,2014,86,2219.0,True
8321,tt3823116,Little Bird's Big Adventure,2017,85,2047.0,False
8331,tt3848888,The Shaukeens,2014,124,2986.0,False
8335,tt3854234,"The Boss, Anatomy of a Crime",2014,90,1967.0,True
8358,tt3909336,Worlds Apart,2015,113,8304.0,True
8383,tt3982254,Mad_e in Bangladesh,2007,106,2109.0,True
8389,tt4003070,Diamond Dust,2018,162,0.0,True
8399,tt4024210,UNindian,2015,102,1178.0,False
8411,tt4058426,India's Daughter,2015,63,2076.0,True
8417,tt4063178,The Dog Lover,2016,101,1574.0,False
8422,tt4073304,The Attic,2007,72,1047.0,False
8432,tt4083572,Urge,2016,89,10345.0,False
8433,tt4084744,Battle for Sevastopol,2007,110,0.0,True
8454,tt4144350,Cold Ground,2017,86,4082.0,False
8474,tt4181052,Special Correspondents,2016,101,22189.0,False
8482,tt4191054,Strángé Mágic,2015,99,10797.0,False
8494,tt4229236,Cobain: Montage of Heck,2015,145,29152.0,True
8495,tt4229938,"The Rich, the Pauper and the Butler",2014,102,2007.0,False
8497,tt4241904,The Way We Weren't,2019,93,0.0,False
8515,tt4290746,Pisasu,2014,114,1967.0,True
8521,tt4302740,Meu Passado Me Condena 2: O Filme,2015,105,1010.0,False
8523,tt4306300,Mr. Ánd Mrs. Rámchári,2014,156,2003.0,True
8536,tt4329242,Love Jacked,2018,100,1997.0,False
8542,tt4338154,Hawaizaada,2015,148,1868.0,False
8549,tt4365506,Open Tee Bioscope,2015,135,1206.0,True
8553,tt4377952,Rattle the Cage,2015,96,0.0,True
8555,tt4382824,Ármy ớf Ớné,2016,92,7412.0,False
8560,tt4393514,Bitter Lake,2015,136,3140.0,True
8581,tt4442758,Temper,2015,147,6283.0,True
8589,tt4465564,Fifty Shades Darker,2017,118,97584.0,False
8604,tt4513074,The Emeryville Experiments,2016,83,1745.0,False
8631,tt4594836,Darc,2018,97,4285.0,False
8634,tt4603150,LiveJustine,2015,80,1038.0,False
8682,tt4736550,The Great Hack,2019,114,0.0,True
8692,tt4768656,Howard Lovecraft and the Frozen Kingdom,2016,83,2623.0,False
8696,tt4779326,Thé Wátér Mán,2020,91,0.0,False
8706,tt4819498,Chrớniclés ớf thé Ghớstly Tribé,2015,118,1648.0,False
8708,tt4824308,God's Not Dead 2,2016,120,12242.0,False
8743,tt4909506,Gớdhi Bánná Sádháráná Mykáttú,2016,144,2936.0,True
8750,tt4923846,Christmas in the Smokies,2015,88,1372.0,False
8753,tt4935446,Heart of a Dog,2015,75,0.0,True
8784,tt5036442,Hayat Öpücügü,2015,102,1228.0,False
8806,tt5085924,Wildling,2007,92,13594.0,False
8832,tt5154466,Bizans oyunlari: Geym of Bizans,2016,101,2871.0,False
8838,tt5161376,Tonight She Comes,2016,84,2044.0,False
8857,tt5214394,Su Su Sudhi Vathmeekam,2015,132,1660.0,True
8869,tt5247042,Dark Web,2016,89,0.0,False
8878,tt5266668,Rogue Warfare,2019,103,0.0,False
8881,tt5271772,Thé Réd Thréád,2016,100,2425.0,False
8887,tt5278460,Audrie & Daisy,2016,95,0.0,True
8892,tt5286444,Néérjá,2016,122,0.0,True
8898,tt5294966,After the Storm,2016,118,10616.0,True
8920,tt5420210,The Comeback Trail,2020,104,5737.0,False
8923,tt5427032,Osman Pazarlama,2016,114,0.0,False
8941,tt5466186,7 Days in Entebbe,2007,107,0.0,False
8954,tt5493944,The Little Mermaid,2018,85,8786.0,False
8958,tt5504168,Kshánám,2016,110,5160.0,True
8964,tt5523010,The Nutcracker and the Four Realms,2018,99,31771.0,False
8968,tt5534434,Victor Crowley,2017,83,5589.0,False
8972,tt5541848,What the Health,2007,97,28624.0,True
8976,tt5556054,Four Kids and It,2020,110,1336.0,False
8999,tt5606664,Doctor Sleep,2019,152,173198.0,True
9003,tt5615904,Unforgettable,2016,113,1310.0,True
9049,tt5716848,Where's the Money,2017,86,2018.0,False
9056,tt5727208,Uncut Gems,2019,135,251676.0,True
9075,tt5779372,An Interview with God,2007,97,3740.0,False
9105,tt5851014,Savage Dog,2017,94,0.0,False
9114,tt5881528,Damsel,2007,113,4915.0,False
9118,tt5890000,Survival Family,2007,117,2253.0,True
9138,tt5949038,Redwood,2017,80,0.0,False
9142,tt5959952,Missiớn Cớntrớl: Thé Únsúng Hérớés ớf Ápớllớ,2017,101,1610.0,True
9173,tt6068960,Hatred,2016,150,5526.0,True
9182,tt6086080,Mad Families,2017,87,1368.0,False
9184,tt6093618,Antiquities,2018,93,1644.0,False
9204,tt6146586,John Wick: Chapter 3 - Parabellum,2019,130,312587.0,True
9207,tt6155194,Best F(r)iends: Volume 1,2007,108,2582.0,False
9208,tt6155374,Redbad,2018,160,2552.0,False
9215,tt6186910,Imaikkaa Nodigal,2018,170,5190.0,True
9229,tt6233882,Za niebieskimi drzwiami,2016,99,0.0,False
9245,tt6289394,Dönérsé Sénindir,2016,109,2042.0,False
9261,tt6340296,Mớm ớr Dád?,2017,98,0.0,False
9266,tt6348454,Adhe Kangal,2017,120,1146.0,True
9269,tt6354568,Camp Wedding,2019,97,0.0,False
9327,tt6580564,102 Not Out,2018,102,6905.0,True
9333,tt6613470,PSV Garuda Vega,2017,150,1207.0,True
9343,tt6648932,False Witness,2019,86,1419.0,False
9348,tt6667360,Carnage,2017,68,0.0,True
9363,tt6742252,The Guilty,2018,85,54826.0,True
9405,tt6884200,A Kid Like Jake,2018,92,3470.0,False
9422,tt7010156,Maragadha Naanayam,2007,150,1477.0,True
9426,tt7022404,Blésséd Mádnéss,2018,110,0.0,False
9430,tt7046974,Swing Kids,2007,133,1952.0,True
9435,tt7057496,Forgotten,2017,108,27800.0,True
9444,tt7098658,Raazi,2018,138,28537.0,True
9450,tt7149336,The Unicorn,2018,88,1052.0,False
9477,tt7256866,Fáthér ớf thé Yéár,2018,94,10992.0,False
9495,tt7315484,The Silence,2007,90,42533.0,False
9497,tt7318202,Butterflies,2018,117,13317.0,True
9498,tt7321356,Some Time Later,2018,99,1347.0,False
9508,tt7357302,Avicii: True Stories,2017,97,6577.0,True
9509,tt7362036,Dying to Survive,2018,117,5542.0,True
9540,tt7511008,Paradise Beach,2019,93,2103.0,False
9544,tt7527538,Jefe,2018,89,1022.0,False
9550,tt7535666,Retrocausality,2019,73,5270.0,True
9556,tt7549484,Firangi,2007,158,1155.0,False
9574,tt7634968,What Men Want,2007,117,27048.0,False
9582,tt7675404,1968,2018,93,1457.0,True
9588,tt7689966,Robin Williams: Come Inside My Mind,2007,117,7753.0,True
9591,tt7691572,Cyborgs: Heroes Never Die,2017,112,6835.0,True
9597,tt7737640,Breaking News in Yuba County,2021,96,4467.0,False
9617,tt7851798,Root Cause,2019,73,1284.0,False
9621,tt7871636,Délihá 2,2018,106,0.0,False
9627,tt7886614,Cats,2018,87,0.0,False
9628,tt7886848,Sadak 2,2020,133,0.0,False
9632,tt7901798,Sheeple,2018,103,5578.0,True
9639,tt7942746,Body at Brighton Rock,2019,87,2090.0,False
9641,tt7950334,Thé Mớúntáin,2018,106,1535.0,False
9655,tt7998848,Play,2019,108,1445.0,True
9661,tt8009938,Blood Vessel,2019,93,2225.0,False
9668,tt8041922,Wátch If Yớú Dáré,2018,71,2066.0,False
9673,tt8054066,White as Snow,2019,112,1037.0,False
9678,tt8074486,The Row,2018,85,1470.0,False
9685,tt8092252,Be With You,2018,132,0.0,True
9698,tt8130968,Bádlá,2007,118,26062.0,True
